MB2013,AU2013
712101,523114
712102,523114
712104,523114
712105,523114
712106,523115
712107,523115
712108,523115
712110,523115
712111,523115
712112,523115
712113,523115
712114,523115
712118,523115
712119,523115
712120,523115
712121,523115
712122,523115
712123,523115
712124,523115
712125,523115
712126,523115
712127,523115
712128,523115
712129,523115
712130,523115
712131,523115
712132,523115
712133,523115
712134,523114
712135,523114
712136,523114
712201,523114
712203,523115
712204,523114
712205,523116
712206,523116
712207,523116
712208,523116
712209,523116
712210,523116
712211,523116
712212,523116
712213,523116
712214,523116
712215,523116
712216,523116
712217,523116
712218,523116
712219,523116
712220,523116
712221,523116
712222,523116
712223,523116
712224,523116
712225,523116
712226,523116
712227,523202
712228,523116
712229,523116
712230,523116
712231,523116
712232,523116
712302,523713
712303,523711
712304,523711
712305,523711
712401,523713
712402,523713
712403,523713
712404,523713
712405,523713
712500,523713
712600,523713
712701,523713
712702,523818
712801,523711
712802,523711
712803,523712
712804,523712
712805,523712
712806,523712
712807,523712
712808,523712
712809,523712
712902,523711
712903,523711
712904,523711
712905,523711
713003,523711
713005,523711
713006,523711
713007,523711
713009,523712
713010,523712
713011,523712
713012,523712
713013,523712
713014,523712
713015,523712
713016,523712
713017,523711
713018,523711
713019,523711
713100,523713
713201,523712
713202,523712
713203,523712
713204,523712
713205,523712
713206,523712
713207,523712
713208,523712
713209,523712
713210,523712
713211,523712
713300,523712
713400,523713
713501,523713
713502,523818
713600,523711
713700,523711
713800,523711
713900,523711
714000,523711
714100,523711
714200,523711
714300,523711
714400,523711
714500,523711
714600,523711
714700,523711
714802,523711
714803,523711
714804,523711
714805,523711
714806,523711
714900,523711
715000,523711
715100,523721
715200,523721
715300,523721
715400,523721
715504,523721
715505,523721
715506,523721
715507,523721
715509,523721
715510,523721
715511,523721
715512,523721
715513,523721
715514,523721
715605,523721
715606,523721
715607,523721
715608,523721
715609,523721
715610,523721
715611,523721
715612,523721
715613,523721
715614,523721
715615,523721
715616,523721
715617,523721
715618,523721
715619,523721
715620,523721
715701,523722
715703,523722
715704,523722
715801,523722
715802,523722
715803,523722
715804,523722
715805,523722
715904,523722
715906,523722
715907,523722
715909,523722
715910,523722
715911,523722
715912,523722
715913,523722
715914,523722
715915,523722
715916,523722
715917,523722
716007,523722
716008,523722
716009,523722
716010,523722
716011,523722
716012,523722
716013,523722
716014,523722
716015,523722
716016,523722
716017,523722
716018,523722
716019,523722
716020,523722
716101,523722
716102,523722
716103,523722
716104,523722
716105,523722
716106,523722
716202,523712
716203,523712
716204,523712
716205,523712
716206,523712
716300,523712
716401,523202
716402,523202
716500,523202
716601,523202
716602,523202
716603,523202
716604,523202
716605,523818
716700,523202
716800,523202
716900,525201
717000,525201
717100,523202
717201,523713
717202,523818
717300,523202
717400,523202
717501,523202
717502,523202
717503,523202
717504,523202
717505,523202
717506,523202
717600,523202
717701,523201
717704,523201
717705,523201
717706,523201
717707,523201
717708,523201
717802,523201
717803,523201
717804,523201
717805,523201
717902,523201
717903,521502
717905,523201
717906,523201
717907,523201
718003,523102
718004,523114
718005,523201
718006,523201
718007,523201
718008,523201
718100,523114
718201,523202
718202,523202
718203,523202
718300,523202
718401,523300
718402,523300
718501,523300
718502,523300
718503,523300
718504,523300
718505,523300
718506,523300
718507,523300
718508,523300
718509,523300
718510,523300
718511,523300
718601,523300
718602,523300
718603,523300
718604,523300
718605,523300
718606,523300
718607,523300
718608,523300
718700,523300
718800,523300
718900,523300
719000,523300
719101,523300
719102,523300
719103,523300
719104,523300
719105,523300
719106,523300
719201,523300
719203,523300
719204,523300
719205,523300
719301,523300
719302,523300
719303,523300
719304,523300
719400,523300
719500,523300
719600,523300
719701,523300
719702,523300
719703,523300
719801,523300
719802,523300
719901,523300
719902,523300
719903,523300
719904,523300
719905,523300
720000,523300
720100,523300
720200,523300
720300,524001
720401,524001
720402,524001
720500,524001
720600,524001
720700,524001
720800,524001
720900,524001
721000,524001
721100,524001
721200,524001
721300,524001
721400,524001
721500,524001
721600,524002
721700,524002
721800,524002
721900,524002
722000,524002
722100,524002
722201,524002
722202,524002
722203,524002
722204,524002
722301,524002
722302,524002
722400,524002
722501,524002
722502,524002
722600,524002
722700,524002
722800,524002
722900,524002
723000,524002
723100,524002
723201,524001
723202,524001
723203,524001
723300,524001
723400,524001
723500,524002
723600,524002
723701,524002
723702,524002
723800,524002
723900,524002
724000,524002
724101,524002
724102,524002
724200,524002
724300,524002
724401,524002
724402,524002
724500,524002
724600,524002
724700,524002
724800,524002
724900,524002
725000,524002
725100,524001
725200,524001
725300,524001
725400,524002
725500,524002
725601,524002
725602,524002
725700,524002
725800,524002
725900,524002
726000,524200
726200,524200
726300,524200
726400,524200
726500,524200
726600,524200
726700,524200
726800,524200
726900,524200
727000,524200
727100,524200
727200,524200
727300,524200
727400,524200
727500,524200
727600,524200
727700,524200
727800,524200
727901,524200
727902,524200
727903,524200
728001,524200
728002,524200
728101,524200
728102,524200
728200,524200
728300,524200
728400,524200
728500,524200
728605,524200
728606,524200
728607,524200
728608,524200
728609,524200
728610,524200
728611,524200
728612,524200
728613,524200
728614,524200
728615,524200
728616,524200
728617,524200
728618,524200
728619,524200
728620,524200
728621,524200
728622,524200
728623,524200
728624,524200
728625,524200
728626,524200
728627,524200
728700,524200
728801,524200
728802,524200
728803,524200
728804,524200
728805,524200
728806,524200
728807,524200
728808,524200
728809,524200
728810,524200
728811,524200
728812,524200
728900,524200
729000,524200
729100,524200
729200,524404
729300,524404
729400,524404
729500,524403
729600,524403
729700,524404
729800,524403
729901,524403
729902,524403
729903,524403
730001,524404
730002,524404
730100,524404
730200,524404
730301,524404
730302,524404
730303,524404
730401,524404
730402,524404
730403,524404
730500,524404
730601,524404
730602,524404
730701,524405
730702,524405
730704,524405
730706,524405
730707,524405
730708,524405
730709,524405
730710,524405
730711,524405
730712,524405
730713,524405
730714,524405
730715,524405
730716,524405
730717,524405
730718,524405
730719,524405
730720,524405
730800,524405
730900,524405
731000,524405
731103,524403
731104,524403
731105,524403
731106,524403
731200,524530
731300,524530
731400,524530
731500,524530
731600,524530
731700,524530
731800,524530
731900,524530
732001,524530
732002,524530
732100,524530
732200,524530
732300,524530
732400,524530
732500,524530
732601,524530
732602,524530
732603,524530
732700,524530
732801,524530
732802,524530
732901,524530
732902,524530
732903,524530
733000,524530
733100,524530
733201,524530
733202,524530
733300,524530
733400,524530
733501,524510
733502,524510
733600,524510
733700,524510
733800,524510
733900,524510
734005,524510
734006,524510
734007,524510
734008,524510
734009,524510
734010,524510
734101,524510
734102,524510
734201,524530
734202,524530
734300,524520
734400,524520
734501,524520
734502,524520
734601,524520
734602,524520
734603,524520
734701,524520
734702,524520
734703,524520
734800,524520
734901,524520
734902,524520
735000,524520
735100,524520
735200,524520
735300,524520
735400,524520
735500,524520
735600,524520
735700,524520
735800,524520
735900,524520
736000,524520
736101,524520
736102,524520
736200,524520
736300,524520
736400,524520
736501,524510
736502,524510
736601,524510
736602,524510
736701,524510
736702,524510
736800,524510
736900,524510
737000,524121
737102,524121
737103,524121
737104,524121
737105,524121
737106,524121
737200,524121
737301,524121
737302,524121
737400,524121
737500,524112
737600,524121
737700,524122
737801,524122
737802,524122
737901,524122
737902,524122
738000,524122
738101,524122
738102,524122
738200,524122
738300,524122
738401,524122
738402,524122
738500,524122
738600,524122
738700,524122
738800,524122
738901,524122
738902,524122
739000,524122
739100,524122
739200,524122
739300,524122
739400,524122
739500,524122
739600,524122
739700,524122
739801,524122
739802,524122
739901,524122
739902,524122
740000,524111
740100,524111
740200,524111
740300,524111
740400,524111
740500,524111
740600,524111
740700,524111
740800,524111
740901,524111
740902,524111
740903,524111
741001,524111
741002,524111
741003,524111
741101,524111
741102,524111
741201,524111
741202,524111
741301,524112
741302,524112
741401,524112
741402,524112
741403,524112
741500,524112
741601,524112
741602,524112
741700,524112
741800,524112
741900,524112
742000,524112
742101,524112
742102,524112
742201,524112
742202,524112
742300,524112
742400,524112
742500,524112
742600,524112
742700,524112
742800,524112
742900,524112
743000,524112
743100,524112
743200,524302
743300,524302
743400,524302
743500,524302
743600,524302
743700,524302
743800,524302
743900,524302
744000,524302
744100,524302
744200,524302
744300,524302
744400,524302
744500,524302
744600,524302
744700,524302
744800,524302
744900,524302
745000,524302
745100,524302
745200,524302
745300,524302
745400,524302
745500,524302
745600,524302
745700,524302
745800,524302
745900,524302
746000,524302
746100,524302
746200,524302
746301,524303
746308,524303
746309,524303
746310,524303
746311,524303
746312,524303
746313,524303
746314,524303
746315,524303
746316,524303
746317,524303
746318,524303
746319,524303
746320,524303
746321,524303
746322,524303
746400,524301
746500,524301
746601,524301
746602,524301
746700,524301
746800,524301
746900,524301
747000,524301
747100,524301
747200,524301
747300,524301
747401,524301
747402,524301
747500,524301
747601,524301
747602,524301
747700,524301
747801,524301
747802,524301
747803,524301
747804,524301
747900,524301
748000,524301
748100,524301
748200,524301
748301,524301
748302,524301
748400,524301
748500,524301
748600,524301
748700,524301
748800,524301
748900,524301
749001,524301
749002,524301
749100,524301
749200,524301
749300,524402
749400,524402
749500,524402
749600,524402
749700,524402
749800,524402
749900,524402
750000,524402
750100,524404
750200,525001
750300,525001
750400,525001
750500,525001
750600,525001
750700,525001
750800,525001
750900,525001
751000,525001
751100,525001
751200,525001
751300,525001
751400,525001
751500,525001
751600,525001
751700,525001
751800,525001
751900,525001
752000,525001
752100,525001
752201,525001
752202,525001
752300,525001
752400,525001
752500,525001
752601,525001
752602,525001
752700,525002
752801,525002
752802,525002
752900,525002
753000,525002
753100,525002
753201,525002
753202,525002
753302,525002
753303,525002
753304,525002
753401,525002
753402,525002
753500,525002
753600,525002
753700,525002
753800,525002
753900,525002
754000,525002
754100,525002
754200,524901
754300,524901
754400,524901
754500,524901
754600,524901
754700,524901
754800,524901
754900,524901
755000,524901
755100,524901
755200,524901
755300,524901
755400,524901
755500,524901
755600,524901
755700,524901
755800,524901
755900,524901
756000,524901
756100,524901
756200,524901
756300,524901
756400,524901
756500,524901
756600,524901
756700,524901
756800,524901
756901,524901
756902,524901
757001,524901
757002,524901
757003,524901
757100,524901
757200,524901
757300,524901
757400,524901
757500,524901
757601,524901
757602,524901
757700,524902
757800,524902
757900,524902
758000,524902
758100,524902
758200,524902
758300,524902
758400,524902
758500,524902
758600,524902
758700,524902
758800,524902
758900,524902
759000,524902
759100,524902
759200,524902
759300,524902
759400,524902
759503,523814
759504,523814
759505,523814
759507,523814
759508,523814
759509,523814
759510,523814
759511,523814
759512,523814
759513,523814
759514,523814
759515,523814
759516,523814
759517,523814
759518,523814
759519,523814
759520,523814
759521,523814
759522,523814
759523,523814
759524,523814
759525,523814
759600,523813
759702,523817
759711,523816
759712,523816
759713,523817
759715,523816
759717,523816
759719,523817
759721,523817
759722,523817
759723,523817
759724,523816
759725,523816
759727,523816
759728,523816
759729,523816
759730,523816
759731,523817
759732,523817
759733,523817
759734,523816
759735,523816
759736,523816
759737,523817
759738,523817
759739,523817
759740,523816
759741,523816
759742,523816
759743,523816
759744,523816
759745,523816
759800,523813
759901,523820
759902,523820
759903,523820
760000,523820
760113,523820
760114,523820
760117,523820
760119,523820
760120,523820
760121,523820
760122,523820
760123,523820
760124,523820
760125,523820
760126,523820
760127,523820
760128,523820
760129,523820
760130,523820
760131,523820
760132,523820
760133,523820
760134,523820
760135,523820
760136,523820
760137,523820
760138,523820
760139,523820
760140,523820
760141,523820
760142,523820
760143,523820
760144,523820
760145,523820
760146,523820
760147,523820
760148,523820
760149,523820
760150,523820
760151,523820
760152,523820
760200,523820
760300,523819
760400,523818
760500,523819
760600,523818
760701,523814
760702,523814
760703,523814
760705,523814
760706,523814
760707,523814
760708,523814
760801,523820
760803,523814
760804,523814
760805,523814
760806,523814
760807,523814
760808,523814
760809,523814
760810,523819
760811,523819
760812,523819
760902,523813
760903,523818
760904,523818
760905,525201
761000,523813
761100,525201
761200,523813
761300,523813
761400,523813
761500,523813
761601,523813
761602,523813
761603,523813
761700,523813
761800,523813
761900,525201
762000,525201
762100,523818
762200,525201
762301,525201
762302,525201
762400,525201
762501,523202
762502,525201
762600,525201
762700,525201
762800,525201
762900,525201
763000,525201
763100,525201
763201,525201
763202,525201
763300,525201
763400,525201
763500,525201
763600,521301
763700,521301
763800,521301
763900,525201
764000,525201
764100,525201
764201,525201
764202,525201
764300,525201
764400,525201
764501,525202
764502,525201
764700,525201
764800,525202
764901,525202
764902,525202
765001,525202
765002,525202
765003,525202
765004,525202
765101,525202
765102,525202
765103,525202
765104,525202
765105,525202
765106,525202
765107,525202
765108,525202
765109,525202
765110,525202
765111,525202
765200,525202
765300,525202
765401,523912
765402,523912
765403,523912
765404,523912
765405,523912
765406,523912
765407,523912
765408,523912
765409,523912
765410,523912
765500,523912
765600,523912
765700,523912
765800,523912
765900,523912
766000,523912
766100,523912
766200,523912
766301,523912
766302,523912
766303,523912
766400,523912
766500,523911
766600,523911
766700,523911
766800,523911
766901,523911
766902,523911
766903,523911
766904,523911
767001,523911
767002,523911
767003,523911
767004,523911
767100,523911
767201,523911
767202,523911
767203,523911
767204,523911
767301,523911
767302,523911
767400,523912
767501,523920
767502,523920
767503,523920
767600,523912
767701,523912
767702,523912
767703,523912
767704,523912
767705,523912
767803,523912
767804,523912
767805,523912
767806,523912
767807,523912
767808,523912
767809,523912
767810,523912
767811,523912
767812,523912
767813,523912
767902,523920
767903,523920
767907,523920
767909,523920
767910,523920
767911,523920
767912,523920
767913,523920
767914,523920
767915,523920
767916,523920
767917,523920
767918,523920
767919,523920
767920,523920
767921,523920
767922,523920
768001,523920
768002,523920
768003,523920
768005,523920
768006,523920
768007,523920
768008,523920
768009,523920
768010,523920
768100,523911
768200,523911
768300,525102
768400,525102
768500,525102
768601,525102
768602,525102
768603,525102
768700,525102
768800,525102
768900,525102
769008,525102
769011,525102
769012,525102
769014,525102
769016,525102
769017,525102
769018,525102
769019,525102
769020,525102
769021,525102
769022,525102
769023,525102
769024,525102
769025,525102
769026,525102
769027,525102
769028,525102
769029,525102
769030,525102
769032,525102
769034,525102
769035,525102
769036,525102
769037,525102
769038,525102
769039,525102
769040,525102
769041,525102
769042,525102
769043,525102
769044,525102
769045,525102
769046,525102
769047,525102
769048,525102
769049,525102
769050,525102
769051,525102
769052,525102
769053,525102
769054,525102
769100,525102
769200,525102
769300,525102
769401,525102
769402,525102
769403,525102
769500,525102
769600,525102
769700,525102
769800,525102
769900,525101
770000,525101
770100,525101
770200,525101
770300,525101
770400,525101
770500,525101
770600,525101
770700,525101
770800,525101
770900,525101
771000,525101
771100,525101
771200,525101
771300,525101
771400,525101
771500,525101
771600,525101
771700,525101
771800,525101
771900,525101
772000,525101
772100,525101
772200,525101
772300,525101
772400,525101
772500,525101
772601,525101
772602,525101
772700,525101
772802,525101
772803,525101
772804,525101
772805,525101
772806,525101
772902,525102
772903,525101
772904,525101
772906,525101
772907,525101
772908,525101
772909,525101
773000,525101
773100,524812
773200,524812
773300,524812
773400,524812
773501,524811
773502,524811
773600,524811
773701,524811
773702,524811
773801,524811
773804,524811
773807,524811
773810,524811
773812,524811
773813,524811
773814,524811
773815,524811
773816,524811
773817,524811
773818,524811
773819,524811
773820,524811
773901,524811
773902,524811
774001,524812
774002,524812
774003,524812
774101,524812
774102,524812
774103,524812
774104,524812
774105,524812
774201,524812
774202,524812
774204,524812
774205,524812
774207,524812
774208,524812
774209,524812
774210,524812
774211,524812
774212,524812
774213,524812
774214,524812
774215,524812
774216,524812
774301,524812
774303,524812
774304,524812
774305,524812
774306,524812
774402,524821
774403,524821
774404,524821
774405,524821
774406,524821
774408,524821
774409,524821
774410,524821
774411,524821
774412,524821
774419,524821
774420,524822
774422,524822
774423,524822
774424,524822
774429,524822
774430,524822
774431,524822
774432,524822
774433,524822
774434,524822
774435,524822
774436,524822
774437,524822
774438,524822
774439,524822
774440,524822
774441,524822
774442,524822
774443,524821
774444,524821
774445,524821
774446,524821
774447,524822
774448,524822
774449,524822
774450,524822
774451,524822
774502,524711
774503,524711
774504,524711
774505,524711
774601,524711
774602,524711
774701,524711
774702,524711
774801,524711
774802,524711
774900,524711
775000,524711
775100,524711
775200,524711
775300,524711
775400,524711
775500,524711
775600,524711
775700,524711
775802,524713
775803,524713
775804,524713
775805,524713
775806,524713
775808,524713
775809,524713
775812,524713
775813,524713
775815,524713
775816,524713
775817,524713
775818,524713
775819,524713
775820,524713
775821,524713
775822,524713
775823,524713
775824,524713
775901,524720
775902,524720
776000,524720
776101,524720
776102,524720
776200,524720
776301,524720
776302,524720
776400,524720
776500,524720
776600,524720
776700,524720
776800,524720
776900,524720
777000,524720
777100,524720
777201,524712
777202,524712
777300,524712
777401,524712
777402,524712
777502,524720
777503,524720
777504,524720
777601,524720
777602,524720
777700,524720
777800,524720
777900,524720
778000,524720
778100,524720
778200,524720
778300,524720
778400,524720
778500,524720
778600,524720
778700,524720
778800,524712
778901,524712
778902,524712
779000,524712
779100,524712
779200,524712
779300,524712
779400,524712
779500,524720
779600,524720
779700,524720
779800,524720
779900,524720
780000,524720
780100,524720
780202,524603
780204,524604
780205,524603
780207,524604
780208,524604
780209,524604
780210,524604
780302,524604
780303,524603
780304,524603
780403,524604
780404,524602
780407,524602
780409,524602
780410,524602
780411,524602
780412,524602
780413,524602
780414,524602
780415,524602
780416,524602
780417,524602
780501,524602
780504,524602
780506,524602
780507,524602
780508,524602
780509,524602
780510,524602
780511,524602
780512,524602
780513,524602
780514,524602
780600,524602
780700,524602
780800,524602
780901,524303
780902,524604
781001,522100
781002,522100
781003,522100
781100,524604
781200,524604
781301,524604
781302,524604
781400,524604
781500,521901
781600,521901
781700,521901
781800,521901
781900,521901
782000,521901
782100,521901
782200,521901
782300,521901
782400,521901
782500,521901
782600,521901
782700,521901
782800,521901
782900,521901
783000,521901
783101,521901
783102,521901
783200,521901
783300,521901
783400,521901
783500,521901
783600,521901
783700,521901
783800,521901
783900,521901
784000,521901
784100,521901
784200,521901
784300,521901
784400,521901
784500,521901
784600,521901
784700,521901
784801,521901
784802,521901
784900,521901
785000,521901
785100,521901
785200,521901
785300,521901
785400,521901
785500,521901
785600,521901
785700,521901
785800,521901
785900,521901
786000,521901
786100,521901
786200,521901
786300,521901
786400,521902
786500,521902
786600,521801
786700,521801
786801,521801
786802,521801
786901,521801
786902,521801
787000,521801
787100,521801
787200,521801
787300,521801
787400,521801
787500,521801
787601,521801
787602,521801
787603,521801
787700,521801
787800,521802
787900,521802
788000,521802
788101,521802
788102,521802
788201,521802
788202,521802
788203,521802
788300,521803
788400,521802
788500,521803
788601,521802
788602,521802
788700,521802
788800,521802
788901,521802
788902,521802
788903,521802
789001,521802
789002,521802
789003,521802
789101,521802
789102,521802
789103,521802
789104,521802
789201,521802
789202,521802
789301,521802
789302,521802
789401,521802
789402,521802
789501,521802
789502,521802
789600,521802
789700,521803
789801,521803
789802,521803
789803,521803
789804,521803
789805,521803
789901,521803
789902,521803
790000,521803
790100,521803
790200,521803
790300,521803
790400,521803
790500,521803
790601,525420
790602,525420
790700,525420
790800,525420
790900,525420
791000,525420
791101,525420
791102,525420
791103,525420
791201,525420
791202,525420
791203,525420
791204,525420
791205,525420
791206,525420
791207,525420
791300,525420
791400,525420
791500,525420
791600,525420
791700,525420
791801,525410
791802,525410
791803,525410
791804,525410
791900,525410
792000,525410
792100,525410
792201,525410
792202,525410
792301,525410
792302,525410
792401,525410
792402,525410
792403,525410
792501,525410
792502,525410
792503,525410
792504,525410
792601,525420
792602,525420
792603,525420
792700,525420
792800,525420
792900,525420
793000,525410
793100,525410
793200,525410
793301,525410
793302,525410
793400,525410
793501,525410
793502,525410
793503,525410
793504,525410
793601,525410
793602,525410
793603,525410
793604,525410
793605,525410
793700,525410
793800,525410
793900,525630
794000,525630
794100,525630
794200,525630
794300,525630
794400,525630
794500,525630
794600,525630
794700,525630
794800,525630
794900,525630
795001,525630
795002,525630
795100,525630
795200,525630
795301,525630
795302,525630
795400,525630
795500,525630
795600,525630
795700,525630
795801,525630
795802,525630
795900,525630
796000,525630
796100,525630
796200,525630
796300,525610
796400,525610
796500,525610
796600,525610
796700,525610
796800,525610
796900,525610
797000,525620
797100,525620
797200,525620
797300,525620
797400,525610
797500,525610
797600,525620
797700,525620
797800,525620
797900,525620
798000,525620
798101,525620
798102,525620
798200,525620
798300,525620
798400,525610
798500,525610
798600,525610
798700,525610
798802,525610
798803,525610
798804,525610
798901,525610
798902,525610
799000,525610
799102,525610
799105,525610
799106,525610
799107,525610
799108,525610
799109,525610
799110,525610
799111,525610
799112,525610
799113,525610
799117,525610
799118,525610
799119,525610
799120,525610
799121,525610
799122,525610
799123,525610
799124,525610
799125,525610
799126,525610
799127,525610
799128,525610
799129,525610
799130,525610
799131,525610
799132,525610
799133,525610
799134,525610
799200,525610
799300,525610
799400,525610
799500,525610
799600,525610
799700,525610
799800,525610
799900,525610
800000,525610
800101,523813
800102,523813
800103,525700
800201,525700
800202,525700
800303,525700
800304,525700
800305,525700
800307,525700
800308,525700
800309,525700
800310,525700
800311,525700
800312,525700
800313,525700
800314,525700
800315,525700
800400,525700
800500,525700
800600,525510
800700,525510
800800,525510
800900,525510
801001,525510
801002,525510
801101,525510
801102,525510
801103,525510
801104,525510
801200,525510
801300,525510
801400,525510
801500,525510
801600,525510
801700,525520
801800,525520
801901,525520
801902,525520
802000,525520
802100,525520
802200,525520
802300,525520
802400,525520
802501,525520
802502,525520
802600,525520
802700,525520
802801,525520
802802,525520
802803,525520
802900,525520
803000,525520
803100,525520
803200,525520
803301,525520
803302,525520
803303,525520
803400,525530
803500,525530
803601,525530
803602,525530
803701,525530
803702,525530
803703,525530
803801,525530
803802,525530
803803,525530
803900,525530
804000,525530
804100,525530
804200,525530
804300,525530
804400,525530
804500,525530
804600,525530
804701,525530
804702,525530
804801,525530
804802,525530
804901,525530
804902,525530
805000,525530
805100,525530
805200,525530
805300,525530
805400,525530
805500,525530
805601,525540
805602,525540
805604,525540
805605,525540
805701,525540
805703,525540
805704,525540
805705,525540
805801,525540
805802,525540
805803,525540
805901,525540
805902,525540
806001,525540
806002,525540
806101,525540
806102,525540
806103,525540
806203,525540
806204,525540
806205,525540
806206,525540
806207,525540
806208,525540
806301,525540
806303,525540
806304,525540
806401,525540
806402,525540
806502,521201
806506,521201
806601,521201
806602,521201
806603,521201
806604,521201
806700,521201
806800,521201
806900,521202
807000,521202
807100,521202
807200,521203
807300,521203
807400,521203
807500,521302
807600,521302
807700,521302
807802,521301
807803,523813
807804,523813
807900,521301
808001,521301
808002,521301
808101,521301
808102,521301
808200,521301
808301,521301
808302,521301
808402,521301
808403,521301
808404,521301
808501,521301
808502,521301
808602,525530
808603,525530
808604,525530
808605,525530
808606,525530
808607,525530
808608,521301
808701,521301
808702,521301
808800,521301
808901,521301
808902,521301
809002,521301
809003,521301
809004,521301
809005,521301
809006,521301
809101,521302
809103,521301
809104,521302
809200,521301
809300,521301
809400,521301
809600,521122
809701,521122
809702,521122
809800,521122
809900,521122
810000,521122
810100,521122
810200,521122
810300,521122
810400,521122
810500,521122
810603,521122
810604,521122
810605,521122
810606,521122
810607,521122
810608,521122
810609,521122
810610,521122
810611,521122
810612,521122
810700,521122
810800,521122
810901,521122
810902,521122
810903,521122
810904,521122
811001,521122
811002,521122
811100,521122
811200,521121
811300,521121
811401,521121
811402,521121
811500,521121
811600,521121
811700,521121
811802,521121
811803,521121
811804,521121
811805,521121
811900,521121
812001,521121
812002,521121
812100,521121
812201,521121
812202,521121
812301,521121
812303,521153
812304,521153
812400,521121
812500,521152
812600,521122
812700,521122
812800,521122
812900,521122
813001,521122
813002,521122
813100,521122
813200,521122
813300,521122
813400,521122
813501,521111
813502,521111
813601,521111
813602,521122
813701,521122
813702,521122
813800,521111
813900,521132
814001,521132
814002,521132
814003,521132
814100,521132
814200,521132
814303,521301
814304,521132
814305,521132
814306,521132
814402,521132
814403,521132
814404,521132
814501,521132
814502,521132
814600,521132
814701,521132
814702,521132
814800,521160
814900,521160
815000,521160
815100,521132
815200,521132
815301,521132
815302,521132
815303,521132
815304,521132
815401,521132
815402,521134
815501,521132
815503,521134
815504,521135
815603,521132
815604,521132
815605,521132
815606,521135
815607,521132
815702,521134
815703,521135
815704,521132
815801,521132
815802,521134
815900,521132
816000,521132
816100,521132
816200,521132
816302,521301
816303,521132
816304,521132
816305,521132
816401,521132
816403,521301
816404,521301
816405,521301
816504,525910
816508,525910
816509,525910
816510,525910
816511,525910
816512,525910
816513,525910
816514,525910
816515,525910
816516,525910
816517,525910
816518,525910
816519,525910
816520,525910
816521,525910
816522,525910
816523,525910
816524,525910
816525,525910
816526,525910
816527,525910
816528,525910
816529,525910
816530,525910
816531,525910
816532,525910
816533,525910
816534,525910
816535,525910
816536,525910
816537,525910
816538,525910
816539,525910
816600,525910
816701,525910
816702,525910
816703,525910
816704,525910
816705,525910
816800,525910
816900,525922
817001,525922
817002,525922
817101,525922
817102,525922
817200,525922
817300,525910
817400,525910
817500,525910
817600,525910
817701,525910
817702,525910
817703,525910
817704,525910
817705,525910
817706,525910
817800,525910
817901,525910
817902,525910
817903,525910
818000,525910
818101,525910
818102,525910
818103,525910
818200,525910
818300,525910
818400,525910
818500,525910
818600,525910
818700,525910
818800,525910
818900,525910
819000,525910
819100,525910
819200,525910
819301,525910
819302,525910
819400,525910
819501,525910
819502,525910
819600,525910
819700,525910
819800,525910
819900,525910
820000,525910
820100,525910
820200,525910
820300,525910
820400,525910
820503,525921
820504,525921
820505,525921
820506,525921
820507,525921
820508,525921
820600,525921
820701,525921
820702,525921
820703,525921
820704,525921
820800,525921
820900,525921
821001,525921
821002,525921
821101,525921
821102,525921
821200,525921
821301,525921
821302,525921
821303,525921
821400,525921
821500,525921
821600,525921
821700,525921
821800,525921
821900,525921
822000,525921
822100,525921
822200,525921
822300,525921
822401,525921
822405,525921
822406,525921
822407,525921
822408,525921
822409,525921
822410,525921
822411,525921
822412,525921
822413,525921
822414,525921
822415,525921
822416,525921
822417,525921
822418,525921
822419,525921
822500,525921
822600,525921
822701,525921
822702,525921
822703,525921
822704,525921
822705,525921
822800,525922
822900,525922
823000,525922
823100,525922
823200,525922
823300,525922
823401,525922
823403,525922
823404,525922
823405,525922
823406,525922
823407,525922
823408,525922
823409,525922
823410,525922
823411,525922
823500,525922
823600,525922
823700,525922
823800,525922
823900,525922
824000,525922
824100,525922
824200,521121
824301,525922
824302,525922
824401,521116
824402,521116
824403,521116
824404,521116
824405,521116
824406,521116
824407,521116
824408,521116
824500,521117
824601,521117
824602,525922
824700,521153
824801,521117
824803,521153
824804,521153
824901,521121
824903,521153
824904,521153
825000,521121
825101,521121
825103,521153
825105,521153
825106,521153
825201,521121
825202,521153
825301,521121
825302,521153
825400,521153
825500,521121
825600,521112
825700,521112
825800,521112
825900,521112
826000,521112
826100,521112
826201,521112
826202,521117
826300,521117
826400,521112
826500,521112
826601,521111
826602,521111
826603,525910
826700,521111
826802,521122
826803,521122
826804,521122
826902,521122
826903,521122
826904,521111
826905,521111
826906,521111
826907,521111
826908,521111
826909,521111
827001,521111
827003,521111
827004,521117
827100,525922
827200,521122
827300,521160
827400,521131
827500,521160
827601,521160
827603,521160
827604,521160
827700,521160
827800,521160
827901,521131
827902,521117
828001,521117
828002,525922
828003,521117
828100,521117
828202,521117
828203,521131
828204,521160
828302,521117
828303,521116
828304,521117
828400,521117
828501,521131
828503,521117
828504,521117
828505,521117
828602,521115
828603,521131
828604,521131
828700,521131
828800,521131
828900,521115
829000,521115
829100,521114
829200,521114
829300,521151
829401,521151
829402,521151
829403,521151
829404,521151
829405,521151
829406,521151
829407,521151
829408,521151
829409,521151
829410,521151
829411,521151
829500,521151
829600,521151
829700,521151
829800,521151
829900,521151
830000,521151
830100,521151
830200,521151
830300,521151
830400,521151
830500,521151
