Code,uPeSqKm,sdPeSqKm,EA_Name
991,0,0,1397450_4908528
992,0,0,1400009_4915272
993,0,0,1400075_4925002
994,0,0,1400075_4935002
995,0,0,1400075_4945002
996,0,0,1400075_4955002
997,0,0,1400075_4965002
998,0,0,1400075_4975002
999,0,0,1400075_4985002
1000,0,0,1400075_4995002
1001,0,0,1400075_5005002
1002,0,0,1400075_5015002
1003,0,0,1400075_5025002
1004,0,0,1400075_5035002
1005,0,0,1400075_5045002
1006,0,0,1400075_5055002
1007,0,0,1400075_5065002
1008,0,0,1400075_5075002
1009,0,0,1400075_5085002
1010,0,0,1400075_5095002
1011,0,0,1400075_5105002
1012,0,0,1400075_5115002
1013,0,0,1400075_5125002
1014,0,0,1400075_5135002
1015,0,0,1400075_5145002
1016,0,0,1400075_5155002
1017,0,0,1400075_5165002
1018,0,0,1400075_5175002
1019,0,0,1400075_5185002
1020,0,0,1400075_5195002
1021,0,0,1400075_5205002
1022,0,0,1400075_5215002
1023,0,0,1400075_5225002
1024,0,0,1400817_5233071
1025,0,0,1408224_4913893
1026,0,0,1408232_4920409
1027,0,0,1408553_4929838
1028,0,0,1408735_4940002
1029,0,0,1408735_4950002
1030,0,0,1408735_4960002
1031,0,0,1408735_4970002
1032,0,0,1408735_4980002
1033,0,0,1408735_4990002
1034,0,0,1408735_5000002
1035,0,0,1408735_5010002
1036,0,0,1408735_5020002
1037,0,0,1408735_5030002
1038,0,0,1408735_5040002
1039,0,0,1408735_5050002
1040,0,0,1408735_5060002
1041,0,0,1408735_5070002
1042,0,0,1408735_5080002
1043,0,0,1408735_5090002
1044,0,0,1408735_5100002
1045,0,0,1408735_5110002
1046,0,0,1408735_5120002
1047,0,0,1408735_5130002
1048,0,0,1408735_5140002
1049,0,0,1408735_5150002
1050,0,0,1408735_5160002
1051,0,0,1408735_5170002
1052,0,0,1408735_5180002
1053,0,0,1408735_5190002
1054,0,0,1408735_5200002
1055,0,0,1408735_5210002
1056,0,0,1408735_5220002
1057,0,0,1408735_5230002
1058,0,0,1409875_5238499
1059,0,0,1416443_4916928
1060,0,0,1417200_4925530
1061,0,0,1414554_4935033
1062,0,0,1416206_4945759
1063,0,0,1417395_4955002
1064,0,0,1417395_4965002
1065,0,0,1417395_4975002
1066,0,0,1417395_4985002
1067,0,0,1417395_4995002
1068,0,0,1417395_5005002
1069,0,0,1417395_5015002
1070,0,0,1417395_5025002
1071,0,0,1417395_5035002
1072,0,0,1417395_5045002
1073,0,0,1417395_5055002
1074,0,0,1417395_5065002
1075,0,0,1417395_5075002
1076,0,0,1417395_5085002
1077,0,0,1417395_5095002
1078,0,0,1417395_5105002
1079,0,0,1417395_5115002
1080,0,0,1417395_5125002
1081,0,0,1417395_5135002
1082,0,0,1417395_5145002
1083,0,0,1417395_5155002
1084,0,0,1417395_5165002
1085,0,0,1417395_5175002
1086,0,0,1417395_5185002
1087,0,0,1417395_5195002
1088,0,0,1417395_5205002
1089,0,0,1417395_5215002
1090,0,0,1417395_5225002
1091,0,0,1417395_5235002
1092,0,0,1418222_5244099
1093,0,0,1420387_5250265
1094,0,0,1423120_4920402
1095,0,0,1423338_4926934
1096,0,0,1422276_4951320
1097,0,0,1425040_4960663
1098,0,0,1425795_4970118
1099,0,0,1425694_4980048
1100,0,0,1426055_4990002
1101,0,0,1426055_5000002
1102,0,0,1426055_5010002
1103,0,0,1426055_5020002
1104,0,0,1426055_5030002
1105,0,0,1426055_5040002
1106,0,0,1426055_5050002
1107,0,0,1426055_5060002
1108,0,0,1426055_5070002
1109,0,0,1426055_5080002
1110,0,0,1426055_5090002
1111,0,0,1426055_5100002
1112,0,0,1426055_5110002
1113,0,0,1426055_5120002
1114,0,0,1426055_5130002
1115,0,0,1426055_5140002
1116,0,0,1426055_5150002
1117,0,0,1426055_5160002
1118,0,0,1426055_5170002
1119,0,0,1426055_5180002
1120,0,0,1426055_5190002
1121,0,0,1426055_5200002
1122,0,0,1426055_5210002
1123,0,0,1426055_5220002
1124,0,0,1426055_5230002
1125,0,0,1426055_5240002
1126,0,0,1426123_5249927
1127,0,0,1428635_5258658
1128,0,0,1430206_4962844
1129,0,0,1431282_4973381
1130,0,0,1431043_4986193
1131,0,0,1433053_4995715
1132,0,0,1434716_5005002
1133,0,0,1434716_5015002
1134,0,0,1434716_5025002
1135,0,0,1434716_5035002
1136,0,0,1434716_5045002
1137,0,0,1434716_5055002
1138,0,0,1434716_5065002
1139,0,0,1434716_5075002
1140,0,0,1434716_5085002
1141,0,0,1434716_5095002
1142,0,0,1434716_5105002
1143,0,0,1434716_5115002
1144,0,0,1434716_5125002
1145,0,0,1434716_5135002
1146,0,0,1434716_5145002
1147,0,0,1434716_5155002
1148,0,0,1434716_5165002
1149,0,0,1434716_5175002
1150,0,0,1434716_5185002
1151,0,0,1434716_5195002
1152,0,0,1434716_5205002
1153,0,0,1434716_5215002
1154,0,0,1434716_5225002
1155,0,0,1434716_5235002
1156,0,0,1434716_5245002
1157,0,0,1434716_5255002
1158,0,0,1435100_5264726
1159,0,0,1437622_5272473
1160,0,0,1439704_5002012
1161,0,0,1442516_5010857
1162,0,0,1443376_5020002
1163,0,0,1443376_5030002
1164,0,0,1443376_5040002
1165,0,0,1443376_5050002
1166,0,0,1443376_5060002
1167,0,0,1443376_5070002
1168,0,0,1443376_5080002
1169,0,0,1443376_5090002
1170,0,0,1443376_5100002
1171,0,0,1443376_5110002
1172,0,0,1443376_5120002
1173,0,0,1443376_5130002
1174,0,0,1443376_5140002
1175,0,0,1443376_5150002
1176,0,0,1443376_5160002
1177,0,0,1443376_5170002
1178,0,0,1443376_5180002
1179,0,0,1443376_5190002
1180,0,0,1443376_5200002
1181,0,0,1443376_5210002
1182,0,0,1443376_5220002
1183,0,0,1443376_5230002
1184,0,0,1443376_5240002
1185,0,0,1443376_5250002
1186,0,0,1443376_5260002
1187,0,0,1443376_5270002
1188,0,0,1444990_5279028
1189,0,0,1447448_5287663
1190,0,0,1449299_5016614
1191,0,0,1451026_5025291
1192,0,0,1451564_5035000
1193,0,0,1451329_5044929
1194,0,0,1450934_5054925
1195,0,0,1451489_5065186
1196,0,0,1452036_5075002
1197,0,0,1452036_5085002
1198,0,0,1452036_5095002
1199,0,0,1452036_5105002
1200,0,0,1452036_5115002
1201,0,0,1452036_5125002
1202,0,0,1452036_5135002
1203,0,0,1452036_5145002
1204,0,0,1452036_5155002
1205,0,0,1452036_5165002
1206,0,0,1452036_5175002
1207,0,0,1452036_5185002
1208,0,0,1452036_5195002
1209,0,0,1452036_5205002
1210,0,0,1452036_5215002
1211,0,0,1452036_5225002
1212,0,0,1452036_5235002
1213,0,0,1452036_5245002
1214,0,0,1452036_5255002
1215,0,0,1452036_5265002
1216,0,0,1452036_5275002
1217,0,0,1452036_5285002
1218,0,0,1453289_5294612
1219,0,0,1454847_5303736
1220,0,0,1455229_5030097
1221,0,0,1455245_5039952
1222,0,0,1457319_5071756
1223,0,0,1458758_5079996
1224,0,0,1459873_5090565
1225,0,0,1460696_5100002
1226,0,0,1460696_5110002
1227,0,0,1460696_5120002
1228,0,0,1460696_5130002
1229,0,0,1460696_5140002
1230,0,0,1460696_5150002
1231,0,0,1460696_5160002
1232,0,0,1460696_5170002
1233,0,0,1460696_5180002
1234,0,0,1460696_5190002
1235,0,0,1460696_5200002
1236,0,0,1460696_5210002
1237,0,0,1460696_5220002
1238,0,0,1460696_5230002
1239,0,0,1460696_5240002
1240,0,0,1460696_5250002
1241,0,0,1460696_5260002
1242,0,0,1460696_5270002
1243,0,0,1460696_5280002
1244,0,0,1460696_5290002
1245,0,0,1460696_5300002
1246,0,0,1460979_5309869
1247,0,0,1462521_5319609
1248,0,0,1463192_5329757
1249,0,0,1464067_5338435
1250,0,0,1467408_5096985
1251,0,0,1469357_5105002
1252,0,0,1469357_5115002
1253,0,0,1469357_5125002
1254,0,0,1469357_5135002
1255,0,0,1469357_5145002
1256,0,0,1469357_5155002
1257,0,0,1469357_5165002
1258,0,0,1469357_5175002
1259,0,0,1469357_5185002
1260,0,0,1469357_5195002
1261,0,0,1469357_5205002
1262,0,0,1469357_5215002
1263,0,0,1469357_5225002
1264,0,0,1469357_5235002
1265,0,0,1469357_5245002
1266,0,0,1469357_5255002
1267,0,0,1469357_5265002
1268,0,0,1469357_5275002
1269,0,0,1469357_5285002
1270,0,0,1469357_5295002
1271,0,0,1469357_5305002
1272,0,0,1469357_5315002
1273,0,0,1469357_5325002
1274,0,0,1469357_5335002
1275,0,0,1469858_5344742
1276,0,0,1471093_5354693
1277,0,0,1472890_5364513
1278,0,0,1473057_5374209
1279,0,0,1475348_5103076
1280,0,0,1477968_5110080
1281,0,0,1478017_5120002
1282,0,0,1478017_5130002
1283,0,0,1478017_5140002
1284,0,0,1478017_5150002
1285,0,0,1478017_5160002
1286,0,0,1478017_5170002
1287,0,0,1478017_5180002
1288,0,0,1478017_5190002
1289,0,0,1478017_5200002
1290,0,0,1478017_5210002
1291,0,0,1478017_5220002
1292,0,0,1478017_5230002
1293,0,0,1478017_5240002
1294,0,0,1478017_5250002
1295,0,0,1478017_5260002
1296,0,0,1478017_5270002
1297,0,0,1478017_5280002
1298,0,0,1478017_5290002
1299,0,0,1478017_5300002
1300,0,0,1478017_5310002
1301,0,0,1478017_5320002
1302,0,0,1478017_5330002
1303,0,0,1478017_5340002
1304,0,0,1478017_5350002
1305,0,0,1478017_5360002
1306,0,0,1478017_5370003
1307,0,0,1478683_5376508
1308,0,0,1483863_5109067
1309,0,0,1486392_5115412
1310,0,0,1486677_5125002
1311,0,0,1486677_5135002
1312,0,0,1486677_5145002
1313,0,0,1486677_5155002
1314,0,0,1486677_5165002
1315,0,0,1486677_5175002
1316,0,0,1486677_5185002
1317,0,0,1486677_5195002
1318,0,0,1486677_5205002
1319,0,0,1486677_5215002
1320,0,0,1486677_5225002
1321,0,0,1486677_5235002
1322,0,0,1486677_5245002
1323,0,0,1486677_5255002
1324,0,0,1486677_5265002
1325,0,0,1486677_5275002
1326,0,0,1486677_5285002
1327,0,0,1486677_5295002
1328,0,0,1486677_5305002
1329,0,0,1486677_5315002
1330,0,0,1486677_5325002
1331,0,0,1486677_5335002
1332,0,0,1486677_5345002
1333,0,0,1486677_5355002
1334,0,0,1486677_5365003
1335,0,0,1486636_5374459
1336,0,0,1492573_5114800
1337,0,0,1495030_5120525
1338,0,0,1495337_5130002
1339,0,0,1495337_5140002
1340,0,0,1495337_5150002
1341,0,0,1495337_5160002
1342,0,0,1495337_5170002
1343,0,0,1495337_5180002
1344,0,0,1495337_5190002
1345,0,0,1495337_5200002
1346,0,0,1495337_5210002
1347,0,0,1495337_5220002
1348,0,0,1495337_5230002
1349,0,0,1495337_5240002
1350,0,0,1495337_5250002
1351,0,0,1495337_5260002
1352,0,0,1495337_5270002
1353,0,0,1495337_5280002
1354,0,0,1495337_5290002
1355,0,0,1495337_5300002
1356,0,0,1495337_5310002
1357,0,0,1495337_5320002
1358,0,0,1495337_5330002
1359,0,0,1495337_5340002
1360,0,0,1495337_5350002
1361,0,0,1495337_5360002
1362,0,0,1495337_5370003
1363,0,0,1496106_5379166
1364,0,0,1498232_5385335
1365,0,0,1501215_5119818
1366,0,0,1503646_5125557
1367,0,0,1503998_5135002
1368,0,0,1503998_5145002
1369,0,0,1503998_5155002
1370,0,0,1503998_5165002
1371,0,0,1503998_5175002
1372,0,0,1503998_5185002
1373,0,0,1503998_5195002
1374,0,0,1503998_5205002
1375,0,0,1503998_5215002
1376,0,0,1503998_5225002
1377,0,0,1503998_5235002
1378,0,0,1503998_5245002
1379,0,0,1503998_5255002
1380,0,0,1503998_5265002
1381,0,0,1503998_5275002
1382,0,0,1503998_5285002
1383,0,0,1503998_5295002
1384,0,0,1503998_5305002
1385,0,0,1503998_5315002
1386,0,0,1503998_5325002
1387,0,0,1503998_5335002
1388,0,0,1503998_5345002
1389,0,0,1503998_5355002
1390,0,0,1503998_5365003
1391,0,0,1503998_5375003
1392,0,0,1504205_5384734
1393,0,0,1507166_5392895
1394,0,0,1509787_5124968
1395,0,0,1512245_5130671
1396,0,0,1512658_5140002
1397,0,0,1512658_5150002
1398,0,0,1512658_5160002
1399,0,0,1512658_5170002
1400,0,0,1512658_5180002
1401,0,0,1512658_5190002
1402,0,0,1512658_5200002
1403,0,0,1512658_5210002
1404,0,0,1512658_5220002
1405,0,0,1512658_5230002
1406,0,0,1512658_5240002
1407,0,0,1512658_5250002
1408,0,0,1512658_5260002
1409,0,0,1512658_5270002
1410,0,0,1512658_5280002
1411,0,0,1512658_5290002
1412,0,0,1512658_5300002
1413,0,0,1512658_5310002
1414,0,0,1512658_5320002
1415,0,0,1512658_5330002
1416,0,0,1512658_5340002
1417,0,0,1512658_5350002
1418,0,0,1512658_5360002
1419,0,0,1512658_5370003
1420,0,0,1512658_5380003
1421,0,0,1512658_5390003
1422,0,0,1513579_5399576
1423,0,0,1515666_5408387
1424,0,0,1513091_6217641
1425,0,0,1520935_5135724
1426,0,0,1521318_5145002
1427,0,0,1521318_5155002
1428,0,0,1521318_5165002
1429,0,0,1521318_5175002
1430,0,0,1521318_5185002
1431,0,0,1521318_5195002
1432,0,0,1521318_5205002
1433,0,0,1521318_5215002
1434,0,0,1521318_5225002
1435,0,0,1521318_5235002
1436,0,0,1521318_5245002
1437,0,0,1521318_5255002
1438,0,0,1521318_5265002
1439,0,0,1521318_5275002
1440,0,0,1521318_5285002
1441,0,0,1521318_5295002
1442,0,0,1521318_5305002
1443,0,0,1521318_5315002
1444,0,0,1521318_5325002
1445,0,0,1521318_5335002
1446,0,0,1521318_5345002
1447,0,0,1521318_5355002
1448,0,0,1521318_5365003
1449,0,0,1521318_5375003
1450,0,0,1521318_5385003
1451,0,0,1521318_5395003
1452,0,0,1521318_5405003
1453,0,0,1522283_5414233
1454,0,0,1524553_5424338
1455,0,0,1525403_5434794
1456,0,0,1525503_5445292
1457,0,0,1525607_5454579
1458,0,0,1525215_5465597
1459,0,0,1525266_5472736
1460,0,0,1520564_6219443
1461,0,0,1527140_5134951
1462,0,0,1529773_5140483
1463,0,0,1529978_5150002
1464,0,0,1529978_5160002
1465,0,0,1529978_5170002
1466,0,0,1529978_5180002
1467,0,0,1529978_5190002
1468,0,0,1529978_5200002
1469,0,0,1529978_5210002
1470,0,0,1529978_5220002
1471,0,0,1529978_5230002
1472,0,0,1529978_5240002
1473,0,0,1529978_5250002
1474,0,0,1529978_5260002
1475,0,0,1529978_5270002
1476,0,0,1529978_5280002
1477,0,0,1529978_5290002
1478,0,0,1529978_5300002
1479,0,0,1529978_5310002
1480,0,0,1529978_5320002
1481,0,0,1529978_5330002
1482,0,0,1529978_5340002
1483,0,0,1529978_5350002
1484,0,0,1529978_5360002
1485,0,0,1529978_5370003
1486,0,0,1529978_5380003
1487,0,0,1529978_5390003
1488,0,0,1529978_5400003
1489,0,0,1529978_5410003
1490,0,0,1529978_5420003
1491,0,0,1530056_5429998
1492,0,0,1530013_5440003
1493,0,0,1529993_5450002
1494,0,0,1530056_5460004
1495,0,0,1529978_5470003
1496,0,0,1531489_5478803
1497,0,0,1536614_5139386
1498,0,0,1538577_5145117
1499,0,0,1538639_5155002
1500,0,0,1538639_5165002
1501,0,0,1538639_5175002
1502,0,0,1538639_5185002
1503,0,0,1538639_5195002
1504,0,0,1538639_5205002
1505,0,0,1538639_5215002
1506,0,0,1538639_5225002
1507,0,0,1538639_5235002
1508,0,0,1538639_5245002
1509,0,0,1538639_5255002
1510,0,0,1538639_5265002
1511,0,0,1538639_5275002
1512,0,0,1538639_5285002
1513,0,0,1538639_5295002
1514,0,0,1538639_5305002
1515,0,0,1538639_5315002
1516,0,0,1538639_5325002
1517,0,0,1538639_5335002
1518,0,0,1538639_5345002
1519,0,0,1538639_5355002
1520,0,0,1538639_5365003
1521,0,0,1538639_5375003
1522,0,0,1538639_5385003
1523,0,0,1538639_5395003
1524,0,0,1538639_5405003
1525,0,0,1538639_5415003
1526,0,0,1538639_5425003
1527,0,0,1538639_5435003
1528,0,0,1538639_5445003
1529,0,0,1538639_5455003
1530,0,0,1538639_5465003
1531,0,0,1538639_5475003
1532,0,0,1539099_5484237
1533,0,0,1541621_5490490
1534,0,0,1546416_5143886
1535,0,0,1547299_5150002
1536,0,0,1547299_5160002
1537,0,0,1547299_5170002
1538,0,0,1547299_5180002
1539,0,0,1547299_5190002
1540,0,0,1547299_5200002
1541,0,0,1547299_5210002
1542,0,0,1547299_5220002
1543,0,0,1547299_5230002
1544,0,0,1547299_5240002
1545,0,0,1547299_5250002
1546,0,0,1547299_5260002
1547,0,0,1547299_5270002
1548,0,0,1547299_5280002
1549,0,0,1547299_5290002
1550,0,0,1547299_5300002
1551,0,0,1547299_5310002
1552,0,0,1547299_5320002
1553,0,0,1547299_5330002
1554,0,0,1547299_5340002
1555,0,0,1547299_5350002
1556,0,0,1547299_5360002
1557,0,0,1547299_5370003
1558,0,0,1547299_5380003
1559,0,0,1547299_5390003
1560,0,0,1547299_5400003
1561,0,0,1547299_5410003
1562,0,0,1547299_5420003
1563,0,0,1547299_5430003
1564,0,0,1547299_5440003
1565,0,0,1547299_5450003
1566,0,0,1547299_5460003
1567,0,0,1547299_5470003
1568,0,0,1547299_5480003
1569,0,0,1547459_5489770
1570,0,0,1550317_5497641
1571,0,0,1555621_5147110
1572,0,0,1555959_5155002
1573,0,0,1555959_5165002
1574,0,0,1555959_5175002
1575,0,0,1555959_5185002
1576,0,0,1555959_5195002
1577,0,0,1555959_5205002
1578,0,0,1555959_5215002
1579,0,0,1555959_5225002
1580,0,0,1555959_5235002
1581,0,0,1555959_5245002
1582,0,0,1555959_5255002
1583,0,0,1555959_5265002
1584,0,0,1555959_5275002
1585,0,0,1555959_5285002
1586,0,0,1555959_5295002
1587,0,0,1555959_5305002
1588,0,0,1555959_5315002
1589,0,0,1555959_5325002
1590,0,0,1555959_5335002
1591,0,0,1555959_5345002
1592,0,0,1555959_5355002
1593,0,0,1555959_5365003
1594,0,0,1555959_5375003
1595,0,0,1555959_5385003
1596,0,0,1555959_5395003
1597,0,0,1555959_5405003
1598,0,0,1555959_5415003
1599,0,0,1555959_5425003
1600,0,0,1555959_5435003
1601,0,0,1555959_5445003
1602,0,0,1555959_5455003
1603,0,0,1555959_5465003
1604,0,0,1555959_5475003
1605,0,0,1555959_5485003
1606,0,0,1555959_5495003
1607,0,0,1557069_5502657
1608,0,0,1564555_5150411
1609,0,0,1564619_5160002
1610,0,0,1564619_5170002
1611,0,0,1564619_5180002
1612,0,0,1564619_5190002
1613,0,0,1564619_5200002
1614,0,0,1564619_5210002
1615,0,0,1564619_5220002
1616,0,0,1564619_5230002
1617,0,0,1564619_5240002
1618,0,0,1564619_5250002
1619,0,0,1564619_5260002
1620,0,0,1564619_5270002
1621,0,0,1564619_5280002
1622,0,0,1564619_5290002
1623,0,0,1564619_5300002
1624,0,0,1564619_5310002
1625,0,0,1564619_5320002
1626,0,0,1564619_5330002
1627,0,0,1564619_5340002
1628,0,0,1564619_5350002
1629,0,0,1564619_5360002
1630,0,0,1564619_5370003
1631,0,0,1564619_5380003
1632,0,0,1564619_5390003
1633,0,0,1564619_5400003
1634,0,0,1564619_5410003
1635,0,0,1564619_5420003
1636,0,0,1564619_5430003
1637,0,0,1564619_5440003
1638,0,0,1564619_5450003
1639,0,0,1564619_5460003
1640,0,0,1564619_5470003
1641,0,0,1564619_5480003
1642,0,0,1564619_5490003
1643,0,0,1564662_5499886
1644,0,0,1566180_5509276
1645,0,0,1567412_6184893
1646,0,0,1567129_6185873
1647,0,0,1573135_5148414
1648,0,0,1573280_5155002
1649,0,0,1573085_5164376
1650,0,0,1573119_5175256
1651,0,0,1573096_5184979
1652,0,0,1572748_5194972
1653,0,0,1572875_5205058
1654,0,0,1573280_5215002
1655,0,0,1573280_5225002
1656,0,0,1573280_5235002
1657,0,0,1573280_5245002
1658,0,0,1573280_5255002
1659,0,0,1573280_5265002
1660,0,0,1573280_5275002
1661,0,0,1573280_5285002
1662,0,0,1573280_5295002
1663,0,0,1573280_5305002
1664,0,0,1573280_5315002
1665,0,0,1573280_5325002
1666,0,0,1573280_5335002
1667,0,0,1573280_5345002
1668,0,0,1573280_5355002
1669,0,0,1573280_5365003
1670,0,0,1573280_5375003
1671,0,0,1573280_5385003
1672,0,0,1573280_5395003
1673,0,0,1573280_5405003
1674,0,0,1573280_5415003
1675,0,0,1573280_5425003
1676,0,0,1573280_5435003
1677,0,0,1573280_5445003
1678,0,0,1573280_5455003
1679,0,0,1573280_5465003
1680,0,0,1573280_5475003
1681,0,0,1573144_5484874
1682,0,0,1571093_5494288
1683,0,0,1571141_5505505
1684,0,0,1573214_5513451
1685,0,0,1575594_6179061
1686,0,0,1573967_6185279
1687,0,0,1571464_6190319
1688,0,0,1583850_5143455
1689,0,0,1581974_5150045
1690,0,0,1581940_5160002
1691,0,0,1581711_5169297
1692,0,0,1578691_5178648
1693,0,0,1576712_5189847
1694,0,0,1576400_5200024
1695,0,0,1578010_5211761
1696,0,0,1580219_5220954
1697,0,0,1581940_5230002
1698,0,0,1581940_5240002
1699,0,0,1581940_5250002
1700,0,0,1581940_5260002
1701,0,0,1581940_5270002
1702,0,0,1581940_5280002
1703,0,0,1581940_5290002
1704,0,0,1581940_5300002
1705,0,0,1581940_5310002
1706,0,0,1581940_5320002
1707,0,0,1581940_5330002
1708,0,0,1581940_5340002
1709,0,0,1581940_5350002
1710,0,0,1581940_5360002
1711,0,0,1581940_5370003
1712,0,0,1581940_5380003
1713,0,0,1581940_5390003
1714,0,0,1581940_5400003
1715,0,0,1581940_5410003
1716,0,0,1581940_5420003
1717,0,0,1581940_5430003
1718,0,0,1581940_5440003
1719,0,0,1581940_5450003
1720,0,0,1581940_5460003
1721,0,0,1581940_5470003
1722,0,0,1581296_5479221
1723,0,0,1579026_5485207
1724,0,0,1579103_5514953
1725,0,0,1582227_5515668
1726,0,0,1584380_6172189
1727,0,0,1581953_6180027
1728,0,0,1582406_6187016
1729,0,0,1591228_5139782
1730,0,0,1589884_5144921
1731,0,0,1590224_5155152
1732,0,0,1590467_5164769
1733,0,0,1589367_5170768
1734,0,0,1588809_5227703
1735,0,0,1590600_5235002
1736,0,0,1590600_5245002
1737,0,0,1590600_5255002
1738,0,0,1590600_5265002
1739,0,0,1590600_5275002
1740,0,0,1590600_5285002
1741,0,0,1590600_5295002
1742,0,0,1590600_5305002
1743,0,0,1590600_5315002
1744,0,0,1590600_5325002
1745,0,0,1590600_5335002
1746,0,0,1590600_5345002
1747,0,0,1590600_5355002
1748,0,0,1590600_5365003
1749,0,0,1590600_5375003
1750,0,0,1590600_5385003
1751,0,0,1590600_5395003
1752,0,0,1590600_5405003
1753,0,0,1590600_5415003
1754,0,0,1590600_5425003
1755,0,0,1590600_5435003
1756,0,0,1590600_5445003
1757,0,0,1590600_5455003
1758,0,0,1590600_5465003
1759,0,0,1590628_5474940
1760,0,0,1592999_5481326
1761,0,0,1590261_5514883
1762,0,0,1594236_6157764
1763,0,0,1591683_6165731
1764,0,0,1590115_6174362
1765,0,0,1590348_6185405
1766,0,0,1590209_6190760
1767,0,0,1598696_5142719
1768,0,0,1599920_5149888
1769,0,0,1599255_5159968
1770,0,0,1597945_5166847
1771,0,0,1597907_5232564
1772,0,0,1599260_5240002
1773,0,0,1599260_5250002
1774,0,0,1599260_5260002
1775,0,0,1599260_5270002
1776,0,0,1599260_5280002
1777,0,0,1599260_5290002
1778,0,0,1599260_5300002
1779,0,0,1599260_5310002
1780,0,0,1599260_5320002
1781,0,0,1599260_5330002
1782,0,0,1599260_5340002
1783,0,0,1599260_5350002
1784,0,0,1599260_5360002
1785,0,0,1599260_5370003
1786,0,0,1599260_5380003
1787,0,0,1599260_5390003
1788,0,0,1599260_5400003
1789,0,0,1599260_5410003
1790,0,0,1599260_5420003
1791,0,0,1599260_5430003
1792,0,0,1599096_5439852
1793,0,0,1598319_5449846
1794,0,0,1598267_5460192
1795,0,0,1599231_5470001
1796,0,0,1598078_5479567
1797,0,0,1598679_5485214
1798,0,0,1598821_5512505
1799,0,0,1601076_6151363
1800,0,0,1599260_6160003
1801,0,0,1598025_6168887
1802,0,0,1598043_6180502
1803,0,0,1598516_6189265
1804,0,0,1605370_5147067
1805,0,0,1606503_5154963
1806,0,0,1605340_5162501
1807,0,0,1606161_5237039
1808,0,0,1607921_5245002
1809,0,0,1607921_5255002
1810,0,0,1607921_5265002
1811,0,0,1607921_5275002
1812,0,0,1607921_5285002
1813,0,0,1607921_5295002
1814,0,0,1607921_5305002
1815,0,0,1607921_5315002
1816,0,0,1607921_5325002
1817,0,0,1607921_5335002
1818,0,0,1607921_5345002
1819,0,0,1607921_5355002
1820,0,0,1607921_5365003
1821,0,0,1607921_5375003
1822,0,0,1607921_5385003
1823,0,0,1607921_5395003
1824,0,0,1607921_5405003
1825,0,0,1607921_5415003
1826,0,0,1607892_5424890
1827,0,0,1606123_5434282
1828,0,0,1604250_5442033
1829,0,0,1604025_5465673
1830,0,0,1603987_5474586
1831,0,0,1610885_6099352
1832,0,0,1609446_6104942
1833,0,0,1610570_6136629
1834,0,0,1608049_6145070
1835,0,0,1606889_6154415
1836,0,0,1603668_6162672
1837,0,0,1604005_6192298
1838,0,0,1615227_5243254
1839,0,0,1616581_5250002
1840,0,0,1616581_5260002
1841,0,0,1616581_5270002
1842,0,0,1616581_5280002
1843,0,0,1616581_5290002
1844,0,0,1616581_5300002
1845,0,0,1616581_5310002
1846,0,0,1616581_5320002
1847,0,0,1616581_5330002
1848,0,0,1616581_5340002
1849,0,0,1616581_5350002
1850,0,0,1616581_5360002
1851,0,0,1616581_5370003
1852,0,0,1616581_5380003
1853,0,0,1616581_5390003
1854,0,0,1616581_5400003
1855,0,0,1616581_5410003
1856,0,0,1616582_5419961
1857,0,0,1616669_5428556
1858,0,0,1619466_6084997
1859,0,0,1618442_6091151
1860,0,0,1616585_6100175
1861,0,0,1617579_6109532
1862,0,0,1618334_6120217
1863,0,0,1616562_6130200
1864,0,0,1616033_6139118
1865,0,0,1613642_6149278
1866,0,0,1621665_5247761
1867,0,0,1623562_5255582
1868,0,0,1625241_5265002
1869,0,0,1625241_5275002
1870,0,0,1625241_5285002
1871,0,0,1625241_5295002
1872,0,0,1625241_5305002
1873,0,0,1625241_5315002
1874,0,0,1625241_5325002
1875,0,0,1625241_5335002
1876,0,0,1625241_5345002
1877,0,0,1625241_5355002
1878,0,0,1625241_5365003
1879,0,0,1625241_5375003
1880,0,0,1625241_5385003
1881,0,0,1625241_5395003
1882,0,0,1625241_5405003
1883,0,0,1625241_5415003
1884,0,0,1625241_5425003
1885,0,0,1627127_5433577
1886,0,0,1628039_6076975
1887,0,0,1625654_6085036
1888,0,0,1625305_6095092
1889,0,0,1625241_6105003
1890,0,0,1625241_6115003
1891,0,0,1625307_6123651
1892,0,0,1623894_6136935
1893,0,0,1627588_6141319
1894,0,0,1629618_5261872
1895,0,0,1631598_5270897
1896,0,0,1633383_5280239
1897,0,0,1633902_5290002
1898,0,0,1633902_5300002
1899,0,0,1633902_5310002
1900,0,0,1633902_5320002
1901,0,0,1633902_5330002
1902,0,0,1633902_5340002
1903,0,0,1633902_5350002
1904,0,0,1633902_5360002
1905,0,0,1633902_5370003
1906,0,0,1633902_5380003
1907,0,0,1633902_5390003
1908,0,0,1633902_5400003
1909,0,0,1633902_5410003
1910,0,0,1633902_5420003
1911,0,0,1633902_5430003
1912,0,0,1634307_5439250
1913,0,0,1635555_5445445
1914,0,0,1637123_6062490
1915,0,0,1634763_6070208
1916,0,0,1632863_6080378
1917,0,0,1633902_6090003
1918,0,0,1633902_6100003
1919,0,0,1633902_6110003
1920,0,0,1633902_6120003
1921,0,0,1633708_6129393
1922,0,0,1633122_6140290
