Code,uPeSqKm,sdPeSqKm,EA_Name
1923,0,0,1636525_6147898
1924,0,0,1639322_5286542
1925,0,0,1640700_5295861
1926,0,0,1642562_5305002
1927,0,0,1642562_5315002
1928,0,0,1642562_5325002
1929,0,0,1642562_5335002
1930,0,0,1642562_5345002
1931,0,0,1642562_5355002
1932,0,0,1642562_5365003
1933,0,0,1642562_5375003
1934,0,0,1642562_5385003
1935,0,0,1642562_5395003
1936,0,0,1642562_5405003
1937,0,0,1642562_5415003
1938,0,0,1642562_5425003
1939,0,0,1642562_5435003
1940,0,0,1643762_5444125
1941,0,0,1645422_5450113
1942,0,0,1645558_6049597
1943,0,0,1643866_6055990
1944,0,0,1642562_6065003
1945,0,0,1642646_6074798
1946,0,0,1642308_6085766
1947,0,0,1642496_6094997
1948,0,0,1642562_6105003
1949,0,0,1642562_6115003
1950,0,0,1642500_6124294
1951,0,0,1647263_6135602
1952,0,0,1639628_6143891
1953,0,0,1649304_5303024
1954,0,0,1651222_5310002
1955,0,0,1651222_5320002
1956,0,0,1651222_5330002
1957,0,0,1651222_5340002
1958,0,0,1651222_5350002
1959,0,0,1651222_5360002
1960,0,0,1651222_5370003
1961,0,0,1651222_5380003
1962,0,0,1651222_5390003
1963,0,0,1651222_5400003
1964,0,0,1651222_5410003
1965,0,0,1651222_5420003
1966,0,0,1651222_5430003
1967,0,0,1651222_5440003
1968,0,0,1650725_5449267
1969,0,0,1651595_5455683
1970,0,0,1653454_6041860
1971,0,0,1651277_6050064
1972,0,0,1651222_6060003
1973,0,0,1651222_6070003
1974,0,0,1651491_6079824
1975,0,0,1651054_6090304
1976,0,0,1651267_6100052
1977,0,0,1651222_6110003
1978,0,0,1651224_6119950
1979,0,0,1652097_6129762
1980,0,0,1651266_6135536
1981,0,0,1656332_5304633
1982,0,0,1658517_5315948
1983,0,0,1659882_5325002
1984,0,0,1659882_5335002
1985,0,0,1659882_5345002
1986,0,0,1659882_5355002
1987,0,0,1659882_5365003
1988,0,0,1659882_5375003
1989,0,0,1659882_5385003
1990,0,0,1659882_5395003
1991,0,0,1659882_5405003
1992,0,0,1659882_5415003
1993,0,0,1659882_5425003
1994,0,0,1659872_5435012
1995,0,0,1659877_5444998
1996,0,0,1660745_5454709
1997,0,0,1663020_5461544
1998,0,0,1665284_5475198
1999,0,0,1663285_6027392
2000,0,0,1660635_6035546
2001,0,0,1659882_6045003
2002,0,0,1659882_6055003
2003,0,0,1659882_6065003
2004,0,0,1659882_6075003
2005,0,0,1659882_6085003
2006,0,0,1659894_6095011
2007,0,0,1659882_6105003
2008,0,0,1659865_6114978
2009,0,0,1659878_6125011
2010,0,0,1659260_6131377
2011,0,0,1666253_5322431
2012,0,0,1668490_5330055
2013,0,0,1668543_5340002
2014,0,0,1668543_5350002
2015,0,0,1668543_5360002
2016,0,0,1668543_5370003
2017,0,0,1668543_5380003
2018,0,0,1668543_5390003
2019,0,0,1668543_5400003
2020,0,0,1668543_5410003
2021,0,0,1668543_5420003
2022,0,0,1668689_5429441
2023,0,0,1667886_5439513
2024,0,0,1668666_5449632
2025,0,0,1668018_5460774
2026,0,0,1668788_5471025
2027,0,0,1670026_5479663
2028,0,0,1671862_5487581
2029,0,0,1671767_5633904
2030,0,0,1670136_5640600
2031,0,0,1669189_5650054
2032,0,0,1670408_5658981
2033,0,0,1671575_6014647
2034,0,0,1670026_6021105
2035,0,0,1668543_6030003
2036,0,0,1668543_6040003
2037,0,0,1668543_6050003
2038,0,0,1668543_6060003
2039,0,0,1668543_6070003
2040,0,0,1668543_6080003
2041,0,0,1668543_6090003
2042,0,0,1668543_6100003
2043,0,0,1668543_6110003
2044,0,0,1668939_6119637
2045,0,0,1666768_6127668
2046,0,0,1674434_5329496
2047,0,0,1674858_5334997
2048,0,0,1676462_5345442
2049,0,0,1677203_5355002
2050,0,0,1677203_5365003
2051,0,0,1677203_5375003
2052,0,0,1677203_5385003
2053,0,0,1677203_5395003
2054,0,0,1677203_5405003
2055,0,0,1677203_5415003
2056,0,0,1677204_5424993
2057,0,0,1677369_5434668
2058,0,0,1677740_5444417
2059,0,0,1676948_5454468
2060,0,0,1677113_5465305
2061,0,0,1674809_5476810
2062,0,0,1676801_5484540
2063,0,0,1680448_5492291
2064,0,0,1679492_5627205
2065,0,0,1677248_5635063
2066,0,0,1677203_5645003
2067,0,0,1677203_5655003
2068,0,0,1677676_5664300
2069,0,0,1679444_6006546
2070,0,0,1677241_6015042
2071,0,0,1677203_6025003
2072,0,0,1677203_6035003
2073,0,0,1677203_6045003
2074,0,0,1677203_6055003
2075,0,0,1677203_6065003
2076,0,0,1677203_6075003
2077,0,0,1677203_6085003
2078,0,0,1677203_6095003
2079,0,0,1677203_6105003
2080,0,0,1677203_6115003
2081,0,0,1676627_6123456
2082,0,0,1683626_5351903
2083,0,0,1685863_5360002
2084,0,0,1685863_5370003
2085,0,0,1685863_5380003
2086,0,0,1685863_5390003
2087,0,0,1685474_5399885
2088,0,0,1683995_5409810
2089,0,0,1685375_5420309
2090,0,0,1685945_5428768
2091,0,0,1685882_5440569
2092,0,0,1687044_5449306
2093,0,0,1685699_5459781
2094,0,0,1683871_5469857
2095,0,0,1684185_5478759
2096,0,0,1682097_5488998
2097,0,0,1684267_5497275
2098,0,0,1686790_5622846
2099,0,0,1685863_5630003
2100,0,0,1685863_5640003
2101,0,0,1685863_5650003
2102,0,0,1685863_5660003
2103,0,0,1686462_5669180
2104,0,0,1688741_5675873
2105,0,0,1691375_5980024
2106,0,0,1688613_5991476
2107,0,0,1686034_6000262
2108,0,0,1685863_6010003
2109,0,0,1685863_6020003
2110,0,0,1685863_6030003
2111,0,0,1685863_6040003
2112,0,0,1685863_6050003
2113,0,0,1685863_6060003
2114,0,0,1685863_6070003
2115,0,0,1685863_6080003
2116,0,0,1685863_6090003
2117,0,0,1685821_6099965
2118,0,0,1685545_6109804
2119,0,0,1683161_6119328
2120,0,0,1686175_6126954
2121,0,0,1690597_5357679
2122,0,0,1693550_5365759
2123,0,0,1694523_5375003
2124,0,0,1693621_5384764
2125,0,0,1693279_5394529
2126,0,0,1691557_5401960
2127,0,0,1693962_5426047
2128,0,0,1694350_5434541
2129,0,0,1694040_5445116
2130,0,0,1694465_5454652
2131,0,0,1693950_5463120
2132,0,0,1692188_5472482
2133,0,0,1689152_5485636
2134,0,0,1694981_5619226
2135,0,0,1694523_5625003
2136,0,0,1694523_5635003
2137,0,0,1694523_5645003
2138,0,0,1694523_5655003
2139,0,0,1694523_5665003
2140,0,0,1694880_5674159
2141,0,0,1695543_5975945
2142,0,0,1694661_5984988
2143,0,0,1693414_5994768
2144,0,0,1694533_6005018
2145,0,0,1694523_6015003
2146,0,0,1694523_6025003
2147,0,0,1694523_6035003
2148,0,0,1694523_6045003
2149,0,0,1694523_6055003
2150,0,0,1694523_6065003
2151,0,0,1694523_6075003
2152,0,0,1694523_6085003
2153,0,0,1694243_6094916
2154,0,0,1693848_6104640
2155,0,0,1694633_6111914
2156,0,0,1699970_5371850
2157,0,0,1701644_5377915
2158,0,0,1700446_5424106
2159,0,0,1702177_5430053
2160,0,0,1703671_5438603
2161,0,0,1702268_5450564
2162,0,0,1701020_5458470
2163,0,0,1703367_5620716
2164,0,0,1703184_5630003
2165,0,0,1703184_5640003
2166,0,0,1703184_5650003
2167,0,0,1703184_5660003
2168,0,0,1703184_5670003
2169,0,0,1703608_5679180
2170,0,0,1706310_5961307
2171,0,0,1702439_5972728
2172,0,0,1701860_5979505
2173,0,0,1704666_5991154
2174,0,0,1703020_6000250
2175,0,0,1703184_6010003
2176,0,0,1703184_6020003
2177,0,0,1703184_6030003
2178,0,0,1703184_6040003
2179,0,0,1703184_6050003
2180,0,0,1703184_6060003
2181,0,0,1703184_6070003
2182,0,0,1703184_6080003
2183,0,0,1703177_6089503
2184,0,0,1703532_6097712
2185,0,0,1699749_6109304
2186,0,0,1710422_5437916
2187,0,0,1712699_5443912
2188,0,0,1708181_5456720
2189,0,0,1710162_5460445
2190,0,0,1712321_5615901
2191,0,0,1711844_5625003
2192,0,0,1711844_5635003
2193,0,0,1711844_5645003
2194,0,0,1711844_5655003
2195,0,0,1711844_5665003
2196,0,0,1711844_5675003
2197,0,0,1711581_5682160
2198,0,0,1715179_5947107
2199,0,0,1712576_5955507
2200,0,0,1710530_5963334
2201,0,0,1714522_5975003
2202,0,0,1712989_5986888
2203,0,0,1711867_5994897
2204,0,0,1711902_6005233
2205,0,0,1711844_6015003
2206,0,0,1711844_6025003
2207,0,0,1711844_6035003
2208,0,0,1711844_6045003
2209,0,0,1711844_6055003
2210,0,0,1711844_6065003
2211,0,0,1711844_6075003
2212,0,0,1711863_6084904
2213,0,0,1712388_6094496
2214,0,0,1711473_6102145
2215,0,0,1715038_5439969
2216,0,0,1716433_5448776
2217,0,0,1722967_5602062
2218,0,0,1720732_5610166
2219,0,0,1720504_5620003
2220,0,0,1720504_5630003
2221,0,0,1720504_5640003
2222,0,0,1720504_5650003
2223,0,0,1720504_5660003
2224,0,0,1720504_5670003
2225,0,0,1720610_5679612
2226,0,0,1723412_5685355
2227,0,0,1723952_5931872
2228,0,0,1721587_5940621
2229,0,0,1719040_5950028
2230,0,0,1715809_5958728
2231,0,0,1721081_5972901
2232,0,0,1720240_5979524
2233,0,0,1721157_5990024
2234,0,0,1720328_6000091
2235,0,0,1720504_6010003
2236,0,0,1720504_6020003
2237,0,0,1720475_6029735
2238,0,0,1719214_6040374
2239,0,0,1720503_6050004
2240,0,0,1720504_6060003
2241,0,0,1720504_6070003
2242,0,0,1719759_6079701
2243,0,0,1718959_6089261
2244,0,0,1717716_6100457
2245,0,0,1720104_6105657
2246,0,0,1730532_5596775
2247,0,0,1729164_5605003
2248,0,0,1729164_5615003
2249,0,0,1729164_5625003
2250,0,0,1729164_5635003
2251,0,0,1729164_5645003
2252,0,0,1729164_5655003
2253,0,0,1729164_5665003
2254,0,0,1729164_5675003
2255,0,0,1729257_5684908
2256,0,0,1731439_5692545
2257,0,0,1732087_5899514
2258,0,0,1732291_5905304
2259,0,0,1731125_5915520
2260,0,0,1729957_5925303
2261,0,0,1729164_5935003
2262,0,0,1729864_5944410
2263,0,0,1730839_5955132
2264,0,0,1730484_5964706
2265,0,0,1729773_5975397
2266,0,0,1729355_5984964
2267,0,0,1729316_5994903
2268,0,0,1729164_6005003
2269,0,0,1728969_6014953
2270,0,0,1728375_6025058
2271,0,0,1728888_6033182
2272,0,0,1729160_6045056
2273,0,0,1729006_6055009
2274,0,0,1728836_6064849
2275,0,0,1727918_6073705
2276,0,0,1724483_6085555
2277,0,0,1740155_5423124
2278,0,0,1739243_5429238
2279,0,0,1738634_5592220
2280,0,0,1737825_5600003
2281,0,0,1737825_5610003
2282,0,0,1737825_5620003
2283,0,0,1737825_5630003
2284,0,0,1737825_5640003
2285,0,0,1737825_5650003
2286,0,0,1737825_5660003
2287,0,0,1737825_5670003
2288,0,0,1737825_5680003
2289,0,0,1737825_5690003
2290,0,0,1739104_5699355
2291,0,0,1740851_5709390
2292,0,0,1741766_5719484
2293,0,0,1742547_5729737
2294,0,0,1743087_5739725
2295,0,0,1743082_5749624
2296,0,0,1737548_5796110
2297,0,0,1743473_5880151
2298,0,0,1740533_5891240
2299,0,0,1737461_5900318
2300,0,0,1737825_5910003
2301,0,0,1737825_5920003
2302,0,0,1737795_5930002
2303,0,0,1737825_5940003
2304,0,0,1737825_5950003
2305,0,0,1737825_5960003
2306,0,0,1737825_5970003
2307,0,0,1737825_5980003
2308,0,0,1737849_5990011
2309,0,0,1737747_5999983
2310,0,0,1737141_6008464
2311,0,0,1732185_6019906
2312,0,0,1738297_6032542
2313,0,0,1737203_6040099
2314,0,0,1735552_6049227
2315,0,0,1736088_6059476
2316,0,0,1733042_6070054
2317,0,0,1743654_5419819
2318,0,0,1746170_5425327
2319,0,0,1746995_5434629
2320,0,0,1749529_5442978
2321,0,0,1749521_5450569
2322,0,0,1747298_5587838
2323,0,0,1746485_5595003
2324,0,0,1746485_5605003
2325,0,0,1746485_5615003
2326,0,0,1746485_5625003
2327,0,0,1746485_5635003
2328,0,0,1746485_5645003
2329,0,0,1746485_5655003
2330,0,0,1746485_5665003
2331,0,0,1746485_5675003
2332,0,0,1746485_5685003
2333,0,0,1746485_5695003
2334,0,0,1746485_5705003
2335,0,0,1746490_5715003
2336,0,0,1746559_5724998
2337,0,0,1746757_5735001
2338,0,0,1747063_5745045
2339,0,0,1748708_5753442
2340,0,0,1750659_5765129
2341,0,0,1749831_5775999
2342,0,0,1747688_5780354
2343,0,0,1751282_5855715
2344,0,0,1749951_5866832
2345,0,0,1748124_5875665
2346,0,0,1746063_5884786
2347,0,0,1744739_5894729
2348,0,0,1744007_5907113
2349,0,0,1746202_5914752
2350,0,0,1745591_5925158
2351,0,0,1746451_5935066
2352,0,0,1746464_5944992
2353,0,0,1746417_5954994
2354,0,0,1746483_5965003
2355,0,0,1746485_5975003
2356,0,0,1746485_5985003
2357,0,0,1745642_5994513
2358,0,0,1743317_6003860
2359,0,0,1742352_6032699
2360,0,0,1741473_6045974
2361,0,0,1757844_5413828
2362,0,0,1756955_5420417
2363,0,0,1754792_5431214
2364,0,0,1755145_5440003
2365,0,0,1756430_5449449
2366,0,0,1757767_5455646
2367,0,0,1758441_5472758
2368,0,0,1755210_5590295
2369,0,0,1755145_5600003
2370,0,0,1755145_5610003
2371,0,0,1755145_5620003
2372,0,0,1755145_5630003
2373,0,0,1755145_5640003
2374,0,0,1755145_5650003
2375,0,0,1755145_5660003
2376,0,0,1755145_5670003
2377,0,0,1755145_5680003
2378,0,0,1755145_5690003
2379,0,0,1755145_5700003
2380,0,0,1755145_5710003
2381,0,0,1755145_5720003
2382,0,0,1755145_5730003
2383,0,0,1755145_5740003
2384,0,0,1755145_5750003
2385,0,0,1755172_5760002
2386,0,0,1755178_5770003
2387,0,0,1754976_5778142
2388,0,0,1758236_5789377
2389,0,0,1757905_5800400
2390,0,0,1757560_5808672
2391,0,0,1759234_5831316
2392,0,0,1757877_5840479
2393,0,0,1756273_5850445
2394,0,0,1755398_5859995
2395,0,0,1755145_5870003
2396,0,0,1755506_5879881
2397,0,0,1756295_5888774
2398,0,0,1757393_5903627
2399,0,0,1756012_5911122
2400,0,0,1755411_5919000
2401,0,0,1754257_5929812
2402,0,0,1753587_5939907
2403,0,0,1752501_5949157
2404,0,0,1753391_5960534
2405,0,0,1754184_5970616
2406,0,0,1754862_5980121
2407,0,0,1753010_5987868
2408,0,0,1753010_6014496
2409,0,0,1754971_6018707
2410,0,0,1756454_6026826
2411,0,0,1755995_6064457
2412,0,0,1757785_6073019
2413,0,0,1757630_6075543
2414,0,0,1762916_5416306
2415,0,0,1763805_5425003
2416,0,0,1763805_5435003
2417,0,0,1763826_5444984
2418,0,0,1764029_5454729
2419,0,0,1766837_5464008
2420,0,0,1762228_5475553
2421,0,0,1766690_5579985
2422,0,0,1764290_5585840
2423,0,0,1763805_5595003
2424,0,0,1763805_5605003
2425,0,0,1763805_5615003
2426,0,0,1763805_5625003
2427,0,0,1763805_5635003
2428,0,0,1763805_5645003
2429,0,0,1763805_5655003
2430,0,0,1763805_5665003
2431,0,0,1763805_5675003
2432,0,0,1763805_5685003
2433,0,0,1763805_5695003
2434,0,0,1763805_5705003
2435,0,0,1763805_5715003
2436,0,0,1763805_5725003
2437,0,0,1763805_5735003
2438,0,0,1763805_5745003
2439,0,0,1763805_5755003
2440,0,0,1763805_5765003
2441,0,0,1763990_5774793
2442,0,0,1764485_5785769
2443,0,0,1764645_5795069
2444,0,0,1763805_5805003
2445,0,0,1764314_5814774
2446,0,0,1764245_5825088
2447,0,0,1763805_5835003
2448,0,0,1763805_5845003
2449,0,0,1763805_5855003
2450,0,0,1763805_5865003
2451,0,0,1763805_5875003
2452,0,0,1763827_5885001
2453,0,0,1764693_5893623
2454,0,0,1764065_5905331
2455,0,0,1763590_5915211
2456,0,0,1764376_5925883
2457,0,0,1761649_5946801
2458,0,0,1760594_5958480
2459,0,0,1765517_5967088
2460,0,0,1761927_5974007
2461,0,0,1760814_5983213
2462,0,0,1759969_6026933
2463,0,0,1758341_6074468
2464,0,0,1772508_5420752
2465,0,0,1772466_5430003
2466,0,0,1772466_5440003
2467,0,0,1772466_5450003
2468,0,0,1772466_5460003
2469,0,0,1772512_5469936
2470,0,0,1775158_5478346
2471,0,0,1775425_5572371
2472,0,0,1772577_5580122
2473,0,0,1772466_5590003
2474,0,0,1772466_5600003
2475,0,0,1772466_5610003
2476,0,0,1772466_5620003
2477,0,0,1772466_5630003
2478,0,0,1772466_5640003
2479,0,0,1772466_5650003
2480,0,0,1772466_5660003
2481,0,0,1772466_5670003
2482,0,0,1772466_5680003
2483,0,0,1772466_5690003
2484,0,0,1772466_5700003
2485,0,0,1772466_5710003
2486,0,0,1772466_5720003
2487,0,0,1772466_5730003
2488,0,0,1772466_5740003
2489,0,0,1772466_5750003
2490,0,0,1772466_5760003
2491,0,0,1772466_5770003
2492,0,0,1772466_5780002
2493,0,0,1772466_5790003
2494,0,0,1772466_5800003
2495,0,0,1772487_5809925
2496,0,0,1772917_5820471
2497,0,0,1772466_5830003
2498,0,0,1772466_5840003
2499,0,0,1772466_5850003
2500,0,0,1772466_5860003
2501,0,0,1772466_5870003
2502,0,0,1772466_5880003
2503,0,0,1772539_5889895
2504,0,0,1772641_5900183
2505,0,0,1772338_5909767
2506,0,0,1770645_5918116
2507,0,0,1770793_5929509
2508,0,0,1774744_5936042
2509,0,0,1769025_5947757
2510,0,0,1767872_5968424
2511,0,0,1785847_5395685
2512,0,0,1785018_5403951
2513,0,0,1781919_5416447
2514,0,0,1781126_5425003
2515,0,0,1781126_5435003
2516,0,0,1781126_5445003
2517,0,0,1781126_5455003
2518,0,0,1781126_5465003
2519,0,0,1781126_5475003
2520,0,0,1781540_5484792
2521,0,0,1783391_5494215
2522,0,0,1785121_5503693
2523,0,0,1785261_5556880
2524,0,0,1782404_5565937
2525,0,0,1781126_5575003
2526,0,0,1781126_5585003
2527,0,0,1781126_5595003
2528,0,0,1781126_5605003
2529,0,0,1781126_5615003
2530,0,0,1781126_5625003
2531,0,0,1781126_5635003
2532,0,0,1781126_5645003
2533,0,0,1781126_5655003
2534,0,0,1781126_5665003
2535,0,0,1781126_5675003
2536,0,0,1781126_5685003
2537,0,0,1781126_5695003
2538,0,0,1781126_5705003
2539,0,0,1781126_5715003
2540,0,0,1781126_5725003
2541,0,0,1781126_5735003
2542,0,0,1781126_5745003
2543,0,0,1781126_5755003
2544,0,0,1781126_5765003
2545,0,0,1781126_5775003
2546,0,0,1781126_5785003
2547,0,0,1781126_5795003
2548,0,0,1781126_5805003
2549,0,0,1781126_5815003
2550,0,0,1781126_5825003
2551,0,0,1781126_5835003
2552,0,0,1781126_5845003
2553,0,0,1781126_5855003
2554,0,0,1781126_5865003
2555,0,0,1781126_5875003
2556,0,0,1781126_5885003
2557,0,0,1781126_5895003
2558,0,0,1781114_5904994
2559,0,0,1780920_5913277
2560,0,0,1782217_5925755
2561,0,0,1777692_5936553
2562,0,0,1785032_5992787
2563,0,0,1785455_6025213
2564,0,0,1790127_5392993
2565,0,0,1789799_5400005
2566,0,0,1789938_5410013
2567,0,0,1789786_5420003
2568,0,0,1789786_5430003
2569,0,0,1789786_5440003
2570,0,0,1789786_5450003
2571,0,0,1789786_5460003
2572,0,0,1789786_5470003
2573,0,0,1789786_5480003
2574,0,0,1789786_5490003
2575,0,0,1789786_5500003
2576,0,0,1790243_5509890
2577,0,0,1791107_5519787
2578,0,0,1791674_5529943
2579,0,0,1791427_5540172
2580,0,0,1790662_5550232
2581,0,0,1789786_5560003
2582,0,0,1789786_5570003
2583,0,0,1789786_5580003
2584,0,0,1789786_5590003
2585,0,0,1789786_5600003
2586,0,0,1789786_5610003
2587,0,0,1789786_5620003
2588,0,0,1789786_5630003
2589,0,0,1789786_5640003
2590,0,0,1789786_5650003
2591,0,0,1789786_5660003
2592,0,0,1789786_5670003
2593,0,0,1789786_5680003
2594,0,0,1789786_5690003
2595,0,0,1789786_5700003
2596,0,0,1789786_5710003
2597,0,0,1789786_5720003
2598,0,0,1789786_5730003
2599,0,0,1789786_5740003
2600,0,0,1789786_5750003
2601,0,0,1789786_5760003
2602,0,0,1789786_5770003
2603,0,0,1789786_5780003
2604,0,0,1789786_5790003
2605,0,0,1789786_5800003
2606,0,0,1789786_5810003
2607,0,0,1789786_5820003
2608,0,0,1789786_5830003
2609,0,0,1789786_5840003
2610,0,0,1789786_5850003
2611,0,0,1789786_5860003
2612,0,0,1789786_5870003
2613,0,0,1789786_5880003
2614,0,0,1789786_5890003
2615,0,0,1789786_5900003
2616,0,0,1789737_5907873
2617,0,0,1790274_5922216
2618,0,0,1790920_5927672
2619,0,0,1787515_5991527
2620,0,0,1788121_5995254
2621,0,0,1791827_6022574
2622,0,0,1791126_6025040
2623,0,0,1797768_5396814
2624,0,0,1798446_5405003
2625,0,0,1798446_5415003
2626,0,0,1798446_5425003
2627,0,0,1798446_5435003
2628,0,0,1798446_5445003
2629,0,0,1798446_5455003
2630,0,0,1798446_5465003
2631,0,0,1798446_5475003
2632,0,0,1798446_5485003
2633,0,0,1798446_5495003
2634,0,0,1798446_5505003
2635,0,0,1798446_5515003
2636,0,0,1798446_5525003
2637,0,0,1798446_5535003
2638,0,0,1798446_5545003
2639,0,0,1798446_5555003
2640,0,0,1798446_5565003
2641,0,0,1798446_5575003
2642,0,0,1798446_5585003
2643,0,0,1798446_5595003
2644,0,0,1798446_5605003
2645,0,0,1798446_5615003
2646,0,0,1798446_5625003
2647,0,0,1798446_5635003
2648,0,0,1798446_5645003
2649,0,0,1798446_5655003
2650,0,0,1798446_5665003
2651,0,0,1798446_5675003
2652,0,0,1798446_5685003
2653,0,0,1798446_5695003
2654,0,0,1798446_5705003
2655,0,0,1798446_5715003
2656,0,0,1798446_5725003
2657,0,0,1798446_5735003
2658,0,0,1798446_5745003
2659,0,0,1798446_5755003
2660,0,0,1798446_5765003
2661,0,0,1798446_5775003
2662,0,0,1798446_5785003
2663,0,0,1798446_5795003
2664,0,0,1798446_5805003
2665,0,0,1798446_5815003
2666,0,0,1798446_5825003
2667,0,0,1798446_5835003
2668,0,0,1798446_5845003
2669,0,0,1798446_5855003
2670,0,0,1798446_5865003
2671,0,0,1798446_5875003
2672,0,0,1798446_5885003
2673,0,0,1798446_5895003
2674,0,0,1797717_5904228
2675,0,0,1795076_5916527
2676,0,0,1795813_5925303
2677,0,0,1795611_5930466
2678,0,0,1794945_6022528
2679,0,0,1805907_5401301
2680,0,0,1807107_5410003
2681,0,0,1807107_5420003
2682,0,0,1807107_5430003
2683,0,0,1807107_5440003
2684,0,0,1807107_5450003
2685,0,0,1807107_5460003
2686,0,0,1807107_5470003
2687,0,0,1807107_5480003
2688,0,0,1807107_5490003
2689,0,0,1807107_5500003
2690,0,0,1807107_5510003
2691,0,0,1807107_5520003
2692,0,0,1807107_5530003
2693,0,0,1807107_5540003
2694,0,0,1807107_5550003
2695,0,0,1807107_5560003
2696,0,0,1807107_5570003
2697,0,0,1807107_5580003
2698,0,0,1807107_5590003
2699,0,0,1807107_5600003
2700,0,0,1807107_5610003
2701,0,0,1807107_5620003
2702,0,0,1807107_5630003
2703,0,0,1807107_5640003
2704,0,0,1807107_5650003
2705,0,0,1807107_5660003
2706,0,0,1807107_5670003
2707,0,0,1807107_5680003
2708,0,0,1807107_5690003
2709,0,0,1807107_5700003
2710,0,0,1807107_5710003
2711,0,0,1807107_5720003
2712,0,0,1807107_5730003
2713,0,0,1807107_5740003
2714,0,0,1807107_5750003
2715,0,0,1807107_5760003
2716,0,0,1807107_5770003
2717,0,0,1807107_5780003
2718,0,0,1807107_5790003
2719,0,0,1807107_5800003
2720,0,0,1807107_5810003
2721,0,0,1807107_5820003
2722,0,0,1807107_5830003
2723,0,0,1807107_5840003
2724,0,0,1807107_5850003
2725,0,0,1807107_5860003
2726,0,0,1807107_5870003
2727,0,0,1805834_5878913
2728,0,0,1803420_5889810
2729,0,0,1803182_5899153
2730,0,0,1812058_5940716
2731,0,0,1810447_5952953
2732,0,0,1810299_5958317
2733,0,0,1808993_5966750
2734,0,0,1809393_5983075
2735,0,0,1809552_5990942
2736,0,0,1809866_5998513
2737,0,0,1814703_5406804
2738,0,0,1815767_5415003
2739,0,0,1815767_5425003
2740,0,0,1815767_5435003
2741,0,0,1815767_5445003
2742,0,0,1815767_5455003
2743,0,0,1815767_5465003
2744,0,0,1815767_5475003
2745,0,0,1815767_5485003
2746,0,0,1815767_5495003
2747,0,0,1815767_5505003
2748,0,0,1815767_5515003
2749,0,0,1815767_5525003
2750,0,0,1815767_5535003
2751,0,0,1815767_5545003
2752,0,0,1815767_5555003
2753,0,0,1815767_5565003
2754,0,0,1815767_5575003
2755,0,0,1815767_5585003
2756,0,0,1815767_5595003
2757,0,0,1815767_5605003
2758,0,0,1815767_5615003
2759,0,0,1815767_5625003
2760,0,0,1815767_5635003
2761,0,0,1815767_5645003
2762,0,0,1815767_5655003
2763,0,0,1815767_5665003
2764,0,0,1815767_5675003
2765,0,0,1815767_5685003
2766,0,0,1815767_5695003
2767,0,0,1815767_5705003
2768,0,0,1815767_5715003
2769,0,0,1815767_5725003
2770,0,0,1815767_5735003
2771,0,0,1815767_5745003
2772,0,0,1815767_5755003
2773,0,0,1815767_5765003
2774,0,0,1815767_5775003
2775,0,0,1815767_5785003
2776,0,0,1815767_5795003
2777,0,0,1815767_5805003
2778,0,0,1815767_5815003
2779,0,0,1815767_5825003
2780,0,0,1815767_5835003
2781,0,0,1815767_5845003
2782,0,0,1815767_5855003
2783,0,0,1815767_5865003
2784,0,0,1815881_5874375
2785,0,0,1818248_5915394
2786,0,0,1817977_5923775
2787,0,0,1818776_5935466
2788,0,0,1818284_5946623
2789,0,0,1815339_5954595
2790,0,0,1814283_5960586
2791,0,0,1818678_5979382
2792,0,0,1816863_5986624
2793,0,0,1815778_5994753
2794,0,0,1814811_6003611
2795,0,0,1816999_6010243
2796,0,0,1822658_5412323
2797,0,0,1824427_5420003
2798,0,0,1824427_5430003
2799,0,0,1824427_5440003
2800,0,0,1824427_5450003
2801,0,0,1824427_5460003
2802,0,0,1824427_5470003
2803,0,0,1824427_5480003
2804,0,0,1824427_5490003
2805,0,0,1824427_5500003
2806,0,0,1824427_5510003
2807,0,0,1824427_5520003
2808,0,0,1824427_5530003
2809,0,0,1824427_5540003
2810,0,0,1824427_5550003
2811,0,0,1824427_5560003
2812,0,0,1824427_5570003
2813,0,0,1824427_5580003
2814,0,0,1824427_5590003
2815,0,0,1824427_5600003
2816,0,0,1824427_5610003
2817,0,0,1824427_5620003
2818,0,0,1824427_5630003
2819,0,0,1824427_5640003
2820,0,0,1824427_5650003
2821,0,0,1824427_5660003
2822,0,0,1824427_5670003
2823,0,0,1824427_5680003
2824,0,0,1824427_5690003
2825,0,0,1824427_5700003
2826,0,0,1824427_5710003
2827,0,0,1824427_5720003
2828,0,0,1824427_5730003
2829,0,0,1824427_5740003
2830,0,0,1824427_5750003
2831,0,0,1824427_5760003
2832,0,0,1824427_5770003
2833,0,0,1824427_5780003
2834,0,0,1824427_5790003
2835,0,0,1824427_5800003
2836,0,0,1824427_5810003
2837,0,0,1824427_5820003
2838,0,0,1824427_5830003
2839,0,0,1824427_5840003
2840,0,0,1824427_5850003
2841,0,0,1824427_5860003
2842,0,0,1824427_5870003
2843,0,0,1825001_5879277
2844,0,0,1826566_5890457
2845,0,0,1826161_5900345
2846,0,0,1824613_5910136
2847,0,0,1824628_5919891
2848,0,0,1825166_5930387
2849,0,0,1824337_5940033
2850,0,0,1823085_5949746
2851,0,0,1822613_5955813
2852,0,0,1826146_5974744
2853,0,0,1824137_5979985
