X,Y,proportionToHere,XXXNOTE
1759913.161,5909349.42,0.00023653277238849137,
1754070,5444317,0.00011301151164070332,
1770278,5576571,0.00011301151164070332,
1563251.554,5184140.466,0.0002762667165412659,
1570488.952,5178733.223,0.0002762667165412659,
1764979.507,5903962.826,0.00013424446652701805,
1754666.443,5928827.876,0.00013424446652701805,
1767923.983,5909141.626,0.00013424446652701805,
1744681.882,5915915.224,0.00023653277238849137,
1565837.219,5178507.151,0.0002762667165412659,
1775732.794,5891617.971,0.00013424446652701805,
1763269.61,5910114.94,0.00013424446652701805,
1757617.369,5913332.951,0.00013424446652701805,
1773532.418,5874032.507,0.00013424446652701805,
1765469.101,5912074.222,0.00013424446652701805,
1763562.55,5914806.812,0.00013424446652701805,
1764187.5,5912081.006,0.00023653277238849137,
1574214.167,5176236.847,0.0002762667165412659,
1496271,5165986,0.0002762667165412659,
1565490.994,5178361.713,0.0002762667165412659,
1564526.059,5179380.482,0.0002762667165412659,
1936803.514,5615175.659,0.0009226248739539693,
1762428.072,5912532.574,0.00023653277238849137,
1461454.478,5082935.043,0.00013424446652701805,
1768442.368,5908863.333,0.00023653277238849137,
1931278,5606709,0.0009226248739539693,
1758720.291,5433771.39,0.00011301151164070332,
1750849,5423579,0.00011301151164070332,
1763255.973,5911297.261,0.00013424446652701805,
1754158.634,5913801.325,0.00023653277238849137,
1241637,4858759,0.0008135077219865082,
1564620.373,5173011.099,0.0002762667165412659,
1825752.684,5886898.02,0.00013424446652701805,
1751994.091,5932388.469,0.00013424446652701805,
1758136.632,5906344.471,0.00023653277238849137,
1818344.278,5543665.305,0.00011301151164070332,
1560032.1,5178236.529,0.0002762667165412659,
1820663.188,5531178.497,0.00011301151164070332,
1697039.341,5677559.361,0.00013424446652701805,
1769472.659,5908588.48,0.00023653277238849137,
1883052,5826162.779,0.00023653277238849137,
1563432.8,5185051.223,0.00013424446652701805,
1757759.826,5924020.052,0.00023653277238849137,
1760668.932,5432970.437,0.00011301151164070332,
1758040.79,5906758.34,0.00013424446652701805,
1763677.173,5909936.613,0.00013424446652701805,
1740302.942,5927882.474,0.00013424446652701805,
1761230.671,5911785.458,0.00023653277238849137,
1571702.523,5192585.062,0.0002762667165412659,
1750187.694,5945700.165,0.00023653277238849137,
1688633.021,5675869.419,0.00023653277238849137,
1764335.487,5438573.576,0.00011301151164070332,
1689097.138,5676396.361,0.00023653277238849137,
1245693.619,4849782.625,0.00013424446652701805,
1764840.498,5912930.343,0.00013424446652701805,
1720046.183,6045239.145,0.00023653277238849137,
1564903.82,5178740.281,0.00013424446652701805,
1751903.229,5931760.109,0.00023653277238849137,
1573322.657,5186553.642,0.0002762667165412659,
1775138.687,5899794.332,0.00023653277238849137,
1569707.833,5179448.628,0.0002762667165412659,
1407259.195,4914716.446,0.0008135077219865082,
1754129.308,5439108.933,0.00011301151164070332,
1758152.933,5906524.646,0.00023653277238849137,
1565769.911,5178822.454,0.0002762667165412659,
1766149.932,5900125.315,0.00023653277238849137,
1827920.501,5531096.302,0.00011301151164070332,
1564644.478,5184484.687,0.00013424446652701805,
1753837.544,5914468.742,0.00023653277238849137,
1562119,5179239,0.0002762667165412659,
1817962.116,5542599.155,0.00011301151164070332,
1560341.165,5176839.215,0.00013424446652701805,
1765155.846,5912564.036,0.00023653277238849137,
1801592,5553785,0.00011301151164070332,
1816000,5526908,0.00013424446652701805,
1798975.726,5815223.319,0.00013424446652701805,
1766304,5902481,0.00023653277238849137,
1571296.503,5194250.177,0.00013424446652701805,
1764408.258,5913190.542,0.00023653277238849137,
1560844.675,5176909.202,0.0002762667165412659,
1569671.968,5205422.111,0.0002762667165412659,
1876741.473,5818621.187,0.00013424446652701805,
1758730.479,5920697.454,0.00013424446652701805,
1763740.97,5911538.777,0.00023653277238849137,
1772241.276,5445520.037,0.00013424446652701805,
1761291.094,5911858.436,0.00013424446652701805,
1761370.919,5913030.722,0.00013424446652701805,
1773100.833,5891608.805,0.00023653277238849137,
1881959.919,5827316.869,0.00023653277238849137,
1759474.893,5906115.111,0.00013424446652701805,
1775138.402,5899156.634,0.00013424446652701805,
1768387.692,5909802.003,0.00023653277238849137,
1811897.606,5454064.544,0.00013424446652701805,
1749739.945,5916740.564,0.00023653277238849137,
1770811,5443252,0.00013424446652701805,
1761479.713,5912428.383,0.00013424446652701805,
1758824,5904625,0.00013424446652701805,
1763251.866,5911690.385,0.00013424446652701805,
1766964.299,5904977.255,0.00013424446652701805,
1765329.21,5902106.063,0.00023653277238849137,
1396625.941,4917569.979,0.0008135077219865082,
1758192.641,5906428.895,0.00013424446652701805,
1752066.065,5931607.431,0.00013424446652701805,
1750415.958,5914019.257,0.00013424446652701805,
1760806.21,5912501.614,0.00013424446652701805,
1815857,5802435,0.00023653277238849137,
1749178.906,5424912.676,0.00011301151164070332,
1768875.012,5911552.683,0.00013424446652701805,
1768211.248,5888696.274,0.00013424446652701805,
1748871.028,5917993.552,0.00013424446652701805,
1768590.761,5911089.678,0.00023653277238849137,
1564457.987,5184872.296,0.0002762667165412659,
1797612.328,5819175.612,0.00023653277238849137,
1571116.528,5178697.183,0.0002762667165412659,
1804833,5806623,0.00013424446652701805,
1758810.425,5905925.366,0.00013424446652701805,
1758005.708,5906498.365,0.00013424446652701805,
1765918.367,5904299.995,0.00013424446652701805,
1759828.226,5912038.612,0.00013424446652701805,
1747816.937,5916138.369,0.00013424446652701805,
1769217.454,5880112.591,0.00023653277238849137,
1751197,5433211,0.00011301151164070332,
1750487,5913676,0.00013424446652701805,
1749490.83,5916695.907,0.00013424446652701805,
1758926,5904628,0.00013424446652701805,
1822362,5828969,0.00013424446652701805,
1769409.313,5900022.061,0.00023653277238849137,
1571815.076,5178623.81,0.00013424446652701805,
1765420.401,5915689.667,0.00023653277238849137,
1759810.368,5432990.139,0.00011301151164070332,
1619119,5428304,0.00013424446652701805,
1752486.809,5931195.311,0.00013424446652701805,
1754787.644,5929603.856,0.00023653277238849137,
1567442.541,5179206.048,0.00013424446652701805,
1763255.198,5915429.218,0.00023653277238849137,
1559711.929,5178487.3,0.0002762667165412659,
1567539.73,5202701.905,0.00013424446652701805,
1744866.542,5915703.911,0.00013424446652701805,
1750361.077,5946386.058,0.00013424446652701805,
1775979.938,5899981.476,0.00013424446652701805,
1763636.221,5910615.836,0.00013424446652701805,
1764296.773,5912830.272,0.00013424446652701805,
1764444.562,5912510.054,0.00013424446652701805,
1763472.747,5911707.71,0.00023653277238849137,
1759456.792,5432633.034,0.00013424446652701805,
1763925.829,5911665.184,0.00013424446652701805,
1762047.904,5905990.081,0.00023653277238849137,
1575327.797,5179725.407,0.0002762667165412659,
1748686.859,5918198.814,0.00013424446652701805,
1763529.095,5915021.648,0.00023653277238849137,
1880822.064,5826593,0.00023653277238849137,
1799575.814,5812985.611,0.00013424446652701805,
1775138.402,5899156.634,0.00023653277238849137,
1822798.935,5531927.239,0.00011301151164070332,
1883242.856,5775486.917,0.00023653277238849137,
1623121.688,5431945.684,0.00011301151164070332,
1564335.45,5178721.175,0.0002762667165412659,
1881625.249,5827696.892,0.00023653277238849137,
1755226.069,5928030.163,0.00013424446652701805,
1767195.03,5901992.938,0.00013424446652701805,
1750658.793,5945707.559,0.00013424446652701805,
1759854.586,5910087.498,0.00013424446652701805,
1765471.641,5912211.813,0.00013424446652701805,
1748512.236,5918199.44,0.00013424446652701805,
1744792.818,5916581.66,0.00023653277238849137,
1900249,5808469,0.00013424446652701805,
1758557.895,5906192.519,0.00013424446652701805,
1765267.833,5916757.186,0.00013424446652701805,
1804427,5791150,0.00023653277238849137,
1875689.813,5818966.187,0.00023653277238849137,
1720517.431,6043909.91,0.00023653277238849137,
1549494.859,5173873.375,0.0002762667165412659,
1575015.422,5181678.879,0.0002762667165412659,
1768283.083,5910481.392,0.00013424446652701805,
1763182.761,5915551.295,0.00023653277238849137,
1560377.482,5178264.806,0.0002762667165412659,
1880822.064,5826593,0.00023653277238849137,
1563333,5184321,0.00013424446652701805,
1756729.096,5914444.516,0.00013424446652701805,
1744939.197,5916179.137,0.00013424446652701805,
1754803.844,5928453.747,0.00013424446652701805,
1742404.96,5925988.271,0.00013424446652701805,
1774556.282,5895550.771,0.00013424446652701805,
1767291,5904547,0.00023653277238849137,
1574218,5176829,0.0002762667165412659,
1565013.596,5178513.324,0.0002762667165412659,
1758529,5903611,0.00023653277238849137,
1759180.593,5432239.913,0.00011301151164070332,
1822487.548,5828874.573,0.00013424446652701805,
1751122.923,5915056.955,0.00023653277238849137,
1250354.799,4852489.11,0.00013424446652701805,
1767328.187,5909441.472,0.00013424446652701805,
1768409.906,5907656.105,0.00013424446652701805,
1759801,5903177,0.00023653277238849137,
1774024.792,5444779.58,0.00011301151164070332,
1880822.064,5826593,0.00023653277238849137,
1754555.01,5919834.8,0.00013424446652701805,
1755394.384,5925107.891,0.00013424446652701805,
1749991.658,5917042.233,0.00023653277238849137,
1563150.611,5185205.846,0.00013424446652701805,
1768651.006,5911116.49,0.00023653277238849137,
1768555.722,5470951.541,0.00013424446652701805,
1763287.212,5909775.982,0.00013424446652701805,
1764748.03,5912256.579,0.00013424446652701805,
1738336.377,5929146.781,0.00023653277238849137,
1406381.848,4915786.482,0.0008135077219865082,
1755430.928,5928268.468,0.00023653277238849137,
1407267.277,4917103.22,0.0008135077219865082,
1762452.624,5912778.627,0.00013424446652701805,
1758510.405,5920338.575,0.00013424446652701805,
1755055.072,5929957.889,0.00013424446652701805,
1768199.506,5909592.324,0.00013424446652701805,
1774630.579,5895280.573,0.00023653277238849137,
1570377.518,5178666.838,0.0002762667165412659,
1570344,5179136,0.00013424446652701805,
1764278,5912128,0.00013424446652701805,
1763015.32,5909299.082,0.00023653277238849137,
1241748.14,4849827.051,0.00013424446652701805,
1765454.246,5914523.764,0.00013424446652701805,
1755285.326,5928003.207,0.00013424446652701805,
1767654.386,5909387.591,0.00023653277238849137,
1699455.35,5678182.525,0.00023653277238849137,
1406435.158,4916099.353,0.0008135077219865082,
1769078.468,5911228.824,0.00023653277238849137,
1567700.332,5184713.861,0.0002762667165412659,
1461521,5082825,0.0002762667165412659,
1562371.653,5203487.674,0.00013424446652701805,
1752368.389,5931368.888,0.00013424446652701805,
1763426.773,5908925.484,0.00013424446652701805,
1764104.597,5912117.74,0.00023653277238849137,
1574222.832,5177392.871,0.0002762667165412659,
1933515.359,5620405.262,0.0009226248739539693,
1567243.803,5205550.285,0.0002762667165412659,
1754199.237,5444175.445,0.00013424446652701805,
1758180.527,5906328.253,0.00013424446652701805,
1752177.894,5931555.38,0.00013424446652701805,
1758378.331,5906205.917,0.00013424446652701805,
1764603,5903349,0.00013424446652701805,
1796702.254,5819105.741,0.00013424446652701805,
1758556.68,5905182.172,0.00013424446652701805,
1748294.186,5916376.142,0.00013424446652701805,
1748724.01,5917729.674,0.00013424446652701805,
1752048.297,5930887.621,0.00013424446652701805,
1752121.58,5931435.198,0.00013424446652701805,
1752446.61,5917689.04,0.00023653277238849137,
1406560.822,4916402.621,0.0008135077219865082,
1766223.536,5903722.576,0.00023653277238849137,
1822556.812,5531912.819,0.00011301151164070332,
1699234.091,5678462.318,0.00013424446652701805,
1751636.531,5931207.364,0.00013424446652701805,
1746152.331,5920430.938,0.00013424446652701805,
1767873.122,5911285.144,0.00013424446652701805,
1748031.362,5916196.981,0.00023653277238849137,
1753455.436,5444315.484,0.00011301151164070332,
1755420.362,5944214.714,0.00023653277238849137,
1561181.873,5178116.385,0.0002762667165412659,
1796494,5526237,0.00013424446652701805,
1761125.505,5913547.495,0.00023653277238849137,
1570844.11,5178883.122,0.00013424446652701805,
1761216.685,5912988.815,0.00023653277238849137,
1562404.557,5179950.79,0.0002762667165412659,
1565359.919,5178394.267,0.00013424446652701805,
1760831,5911850,0.00023653277238849137,
1757670.197,5435141.206,0.00011301151164070332,
1765812.58,5902557.4,0.00023653277238849137,
1752455.387,5425224.555,0.00011301151164070332,
1762941.327,5437125.32,0.00013424446652701805,
1768623.208,5909596.701,0.00013424446652701805,
1756594.741,5918287.392,0.00013424446652701805,
1753392.995,5932646.554,0.00013424446652701805,
1881230.925,5828612.533,0.00023653277238849137,
1561994.573,5179558.942,0.0002762667165412659,
1753709.123,5445018.087,0.00011301151164070332,
1764262.808,5438742.945,0.00013424446652701805,
1768475.36,5911433.838,0.00013424446652701805,
1767169.138,5905086.007,0.00013424446652701805,
1748531.72,5917303.317,0.00023653277238849137,
1574953.483,5176450.314,0.0002762667165412659,
1567871.65,5179068.22,0.0002762667165412659,
1744707.293,5915894.968,0.00013424446652701805,
1760110.65,5911799.543,0.00013424446652701805,
1771486.616,5914095.899,0.00023653277238849137,
1760317.988,5432377.241,0.00011301151164070332,
1402614.187,4914100.638,0.00013424446652701805,
1758736.883,5920323.81,0.00013424446652701805,
1845866.139,5810835.128,0.00023653277238849137,
1768461.989,5469775.822,0.00013424446652701805,
1761118.372,5911851.452,0.00013424446652701805,
1748717.683,5917506.343,0.00023653277238849137,
1934314.449,5620760.724,0.0009226248739539693,
1563038.723,5179421.71,0.0002762667165412659,
1799281.25,5815608.921,0.00013424446652701805,
1748555.71,5918588.374,0.00023653277238849137,
1568364.969,5179956.875,0.0002762667165412659,
1563008.434,5179159.541,0.00013424446652701805,
1761875.956,5906141.616,0.00023653277238849137,
1758382.796,5435863.123,0.00011301151164070332,
1571905.999,5179037.856,0.0002762667165412659,
1751795.081,5424379.916,0.00011301151164070332,
1560945.174,5177515.649,0.00013424446652701805,
1768546.283,5911429.307,0.00013424446652701805,
1760649.471,5912972.58,0.00013424446652701805,
1774210.171,5895666.557,0.00023653277238849137,
1565912.816,5178786.334,0.00013424446652701805,
1752217.184,5931092.337,0.00013424446652701805,
1772722.024,5896963.109,0.00023653277238849137,
1571394.588,5179783.732,0.00013424446652701805,
1763783.777,5911945.857,0.00023653277238849137,
1405827,4916194,0.0008135077219865082,
1565184.548,5184665.154,0.00013424446652701805,
1758819,5906416,0.00023653277238849137,
1821021.289,5529197.443,0.00011301151164070332,
1793029.991,5500072.186,0.00011301151164070332,
1819312.393,5529996.089,0.00013424446652701805,
1769156.164,5911183.09,0.00023653277238849137,
1529354.963,5184642.67,0.00013424446652701805,
1760776.765,5912517.932,0.00023653277238849137,
1407179.647,4917004.297,0.0008135077219865082,
1759425.088,5432219.084,0.00011301151164070332,
1683901,5401953,0.00011301151164070332,
1792628,5499386,0.00011301151164070332,
1563078.666,5179107.543,0.00013424446652701805,
1768504.998,5908897.709,0.00013424446652701805,
1752162.408,5932254.183,0.00013424446652701805,
1767930.501,5910251.842,0.00023653277238849137,
1574647,5177033,0.0002762667165412659,
1793391,5518629,0.00013424446652701805,
1767395.643,5910674.737,0.00023653277238849137,
1933965.719,5621572.703,0.0009226248739539693,
1765478.758,5908104.014,0.00013424446652701805,
1769371.8,5910633.871,0.00013424446652701805,
1765484.28,5912032.811,0.00013424446652701805,
1765184.95,5904391.278,0.00023653277238849137,
1564321.77,5178452.085,0.00013424446652701805,
1760765.394,5912385.063,0.00013424446652701805,
1762683.155,5915351.803,0.00023653277238849137,
1927957.416,5606733.413,0.0009226248739539693,
1403909.236,4917088.546,0.0008135077219865082,
1763745.79,5910413.928,0.00013424446652701805,
1744819.424,5916087.03,0.00013424446652701805,
1752347.687,5931229.091,0.00023653277238849137,
1754031.079,5439462.64,0.00013424446652701805,
1760732.88,5911871.44,0.00023653277238849137,
1709935.607,5617203.585,0.00013424446652701805,
1763740.354,5911498.746,0.00023653277238849137,
1565469.998,5178439.693,0.0002762667165412659,
1700457.847,5678955.916,0.00013424446652701805,
1761623.998,5913683.499,0.00013424446652701805,
1769306.627,5912983.283,0.00023653277238849137,
1560771.065,5177239.621,0.0002762667165412659,
1561018.952,5179475.095,0.0002762667165412659,
1407368.172,4916948.02,0.0008135077219865082,
1763462.959,5915452.19,0.00023653277238849137,
1570381.115,5189067.254,0.0002762667165412659,
1790678.024,5839760.15,0.00013424446652701805,
1752148.209,5931397.881,0.00013424446652701805,
1769270.25,5910693.952,0.00013424446652701805,
1769051.766,5909162.409,0.00013424446652701805,
1749854.868,5916817.87,0.00023653277238849137,
1749208.879,5426487.113,0.00011301151164070332,
1764260.463,5912095.744,0.00013424446652701805,
1769383.38,5911220.556,0.00023653277238849137,
1623049.65,5430665.881,0.00013424446652701805,
1752123.932,5931719.744,0.00013424446652701805,
1745076.612,5915418.276,0.00013424446652701805,
1760544.381,5911853.489,0.00013424446652701805,
1765223.366,5912096.4,0.00013424446652701805,
1748962.99,5918129.22,0.00023653277238849137,
1406056.902,4914676.194,0.0008135077219865082,
1766790.684,5902587.216,0.00013424446652701805,
1763473.771,5915392.537,0.00013424446652701805,
1749964.448,5917061.269,0.00023653277238849137,
1569727.845,5179067.098,0.0002762667165412659,
1753086.03,5442755.139,0.00011301151164070332,
1763309.384,5437062.552,0.00011301151164070332,
1933258.741,5620186.469,0.0009226248739539693,
1748896.804,5917869.168,0.00013424446652701805,
1758600,5903114,0.00013424446652701805,
1760887.422,5913767.624,0.00013424446652701805,
1751139.692,5914070.252,0.00023653277238849137,
1760668.932,5432970.437,0.00011301151164070332,
1799291.342,5813594.605,0.00023653277238849137,
1565011.631,5178812.434,0.00013424446652701805,
1748836.78,5917684.779,0.00013424446652701805,
1766146.95,5902917.664,0.00013424446652701805,
1773034.479,5891860.501,0.00013424446652701805,
1760350.68,5912192.135,0.00023653277238849137,
1406832.219,4914446.138,0.0008135077219865082,
1751599.572,5931141.961,0.00013424446652701805,
1755923.655,5919090.672,0.00023653277238849137,
1749249,5428664,0.00011301151164070332,
1762884.327,5912127.086,0.00013424446652701805,
1755298.458,5928547.745,0.00023653277238849137,
1764242.656,5438527.339,0.00011301151164070332,
1758619.598,5435960.023,0.00011301151164070332,
1768012.788,5909100.467,0.00013424446652701805,
1762869.031,5912335.525,0.00023653277238849137,
1563773.185,5179382.308,0.0002762667165412659,
1574954.732,5175812.471,0.0002762667165412659,
1759107.53,5911599.323,0.00023653277238849137,
1405952.874,4916243.623,0.0008135077219865082,
1759366.574,5433446.94,0.00011301151164070332,
1575733.819,5179367.977,0.0002762667165412659,
1876059.061,5818883.722,0.00023653277238849137,
1747245,5421805,0.00011301151164070332,
1752017.758,5931575.918,0.00023653277238849137,
1888702.788,5774039.101,0.00023653277238849137,
1572348.901,5196224.338,0.00013424446652701805,
1749078.51,5917114.462,0.00013424446652701805,
1751745.341,5932051.858,0.00013424446652701805,
1760999.635,5913839.385,0.00023653277238849137,
1570387.347,5179387.676,0.0002762667165412659,
1751731.622,5433852.954,0.00011301151164070332,
1769749.338,5900187.45,0.00023653277238849137,
1696385,5676385,0.00023653277238849137,
1759483.481,5432595.128,0.00011301151164070332,
1762952.104,5909367.573,0.00013424446652701805,
1755316.66,5928470.492,0.00023653277238849137,
1934132,5621155,0.0009226248739539693,
1770721.129,5895668.335,0.00013424446652701805,
1797668.223,5818360.406,0.00023653277238849137,
1571020.086,5178493.333,0.0002762667165412659,
1763218.843,5908247.747,0.00013424446652701805,
1761009.096,5913650.154,0.00023653277238849137,
1879570.571,5825850.303,0.00023653277238849137,
1565485.615,5179224.875,0.00013424446652701805,
1762266.828,5912175.857,0.00013424446652701805,
1759787.191,5909841.772,0.00013424446652701805,
1744015.653,5918699.683,0.00023653277238849137,
1757728.967,5435031.954,0.00011301151164070332,
1763401.205,5908881.539,0.00023653277238849137,
1561475.789,5175849.952,0.00013424446652701805,
1752219.547,5931547.901,0.00013424446652701805,
1827700.808,5881603.697,0.00013424446652701805,
1752857.86,5931287.218,0.00013424446652701805,
1752125.225,5931141.007,0.00013424446652701805,
1751688.489,5931288.967,0.00013424446652701805,
1763773.38,5912007.327,0.00013424446652701805,
1770486.56,5899762,0.00023653277238849137,
1565454.797,5178557.78,0.00013424446652701805,
1761669,5913932,0.00023653277238849137,
1400037,4972171,0.00013424446652701805,
1761234.736,5913493.932,0.00023653277238849137,
1564632.938,5184847.354,0.0002762667165412659,
1569957.392,5178804.797,0.0002762667165412659,
1751323.071,5931877.625,0.00023653277238849137,
1568039.477,5179462.72,0.0002762667165412659,
1771745.212,5576076.962,0.00011301151164070332,
1757146.055,5434959.175,0.00011301151164070332,
1753922,5444815,0.00013424446652701805,
1762604.655,5914293.92,0.00013424446652701805,
1799149.447,5813282.622,0.00023653277238849137,
1800035.956,5812985.596,0.00023653277238849137,
1570967.01,5178713.694,0.00013424446652701805,
1760343.927,5912704.416,0.00023653277238849137,
1759401.102,5433939.394,0.00011301151164070332,
1766022.46,5904808.864,0.00013424446652701805,
1751164.934,5914390.45,0.00013424446652701805,
1799645.513,5811542.162,0.00013424446652701805,
1763601.304,5910533.417,0.00023653277238849137,
1792002.412,5500518.763,0.00013424446652701805,
1745500.519,5920513.003,0.00023653277238849137,
1619638.442,5428473.798,0.00011301151164070332,
1791603.539,5499586.674,0.00011301151164070332,
1566129.254,5178825.154,0.0002762667165412659,
1564663.362,5184574.711,0.00013424446652701805,
1751271.54,5914194.679,0.00023653277238849137,
1406724.294,4916486.311,0.0008135077219865082,
1751816.536,5931766.854,0.00023653277238849137,
1754606.582,5441539.725,0.00011301151164070332,
1760169.27,5433091.929,0.00011301151164070332,
1679999.338,5404211.558,0.00011301151164070332,
1873089.008,5822826.398,0.00023653277238849137,
1403010.95,4915002.58,0.0008135077219865082,
1759076.922,5436080.813,0.00011301151164070332,
1441138,5005367,0.0008135077219865082,
