Code,EI_min_cor,EI_max_cor,EI_avg_cor,GI_min_cor,GI_max_cor,GI_avg_cor
1,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
2,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770208835601807
3,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
4,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770217776298523
5,,,,,,
6,0.0,4.614428520202637,0.020829783752560616,0.0,4.614428520202637,0.05824316293001175
7,0.0,31.472768783569336,0.14206978678703308,0.0,31.472768783569336,0.39724820852279663
8,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
9,0.0,18.907901763916016,0.08535131067037582,0.0,18.907901763916016,0.23865492641925812
10,0.0,32.30099868774414,0.14580850303173065,0.0,32.30099868774414,0.40770208835601807
11,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770208835601807
12,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
13,0.0,16.796520233154297,0.07582041621208191,0.0,16.796520233154297,0.2120051234960556
14,0.0,28.113832473754883,0.12690740823745728,0.0,28.113832473754883,0.3548518419265747
15,0.0,32.301002502441406,0.14580845832824707,0.0,32.301002502441406,0.40770211815834045
16,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
17,0.0,25.061119079589844,0.11312727630138397,0.0,25.061119079589844,0.31632065773010254
18,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.4077022075653076
19,0.0,28.26337432861328,0.12758243083953857,0.0,28.26337432861328,0.3567393720149994
20,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770211815834045
21,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
22,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770217776298523
23,0.0,31.126420974731445,0.14050638675689697,0.0,31.126420974731445,0.3928765654563904
24,0.0,32.30099868774414,0.14580844342708588,0.0,32.30099868774414,0.40770211815834045
25,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770217776298523
26,0.0,29.325908660888672,0.1323787271976471,0.0,29.325908660888672,0.370150625705719
27,0.0,28.777254104614258,0.12990210950374603,0.0,28.777254104614258,0.3632255494594574
28,0.0,31.796295166015625,0.1435302197933197,0.0,31.796295166015625,0.4013318419456482
29,0.0,31.90708351135254,0.14403031766414642,0.0,31.90708351135254,0.40273019671440125
30,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770217776298523
31,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
32,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
33,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
34,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770223736763
35,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770214796066284
36,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770214796066284
37,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770223736763
38,0.0,24.959863662719727,0.11267019063234329,0.0,24.959863662719727,0.31504255533218384
39,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770214796066284
40,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770217776298523
41,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770217776298523
42,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770214796066284
43,0.0,30.111101150512695,0.13592316210269928,0.0,30.111101150512695,0.3800612986087799
44,0.0,32.30099868774414,0.14580850303173065,0.0,32.30099868774414,0.40770208835601807
45,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
46,0.0,0.0,0.0,0.0,0.0,0.0
47,,,,,,
48,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
49,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
50,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
51,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
52,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
53,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770214796066284
54,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770211815834045
55,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.4077022075653076
56,0.0,32.301002502441406,0.14580844342708588,0.0,32.301002502441406,0.40770214796066284
57,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770217776298523
58,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770214796066284
59,0.0,32.30099868774414,0.14580847322940826,0.0,32.30099868774414,0.40770217776298523
60,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770211815834045
61,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
62,0.0,32.30099868774414,0.14580848813056946,0.0,32.30099868774414,0.40770214796066284
63,0.0,32.301002502441406,0.14580845832824707,0.0,32.301002502441406,0.40770211815834045
64,0.0,32.30099868774414,0.14580845832824707,0.0,32.30099868774414,0.40770223736763
