Code,AU2013_NAM,area,area_sqkm
535600,Putaruru,4300831,4.3008312500
535700,Athenree,1878154,1.8781541800
535800,Katikati Community,8786687,8.7866873200
535900,Maketu Community,5154973,5.1549727700
536000,Omokoroa,7495008,7.4950075300
536201,Papamoa Beach East,1857385,1.8573854200
536202,Palm Springs,14970325,14.9703245000
536203,Doncaster,2443015,2.4430149300
536400,Island View-Pios Beach,2624252,2.6242522900
536503,Te Puna,22334527,22.3345273000
536505,Matapihi,3879816,3.8798161900
536508,Inlet-Tauranga Harbour,33180,0.0331799500
536510,Motuopae Island,34966,0.0349655300
536512,Kairua,8809047,8.8090465900
536513,Bethlehem East,1814690,1.8146902000
536514,Bethlehem,16878872,16.8788722000
536515,Pacific View,1523515,1.5235148300
536516,Palm Beach,2143429,2.1434289900
536517,Gravatt,2856165,2.8561654000
536611,Matakana Island,64557385,64.5573850000
536613,Inlet-Tauranga Harbour North,711009,0.7110091700
536614,Tahawai,82115576,82.1155764000
536615,Aongatete,165442180,165.4421800000
536620,Minden,197975467,197.9754660000
536630,Kaimai,527799908,527.7999070000
536641,Ohauiti-Ngapeke,20159553,20.1595529000
536642,Upper Papamoa,180171477,180.1714770000
536651,Paengaroa,12800370,12.8003699000
536653,Rangiuru,209846513,209.8465120000
536654,Pongakawa,385338929,385.3389280000
536810,Mt Maunganui North,2762577,2.7625770000
536821,Omanu,8729974,8.7299739100
536831,Arataki,3213141,3.2131412600
536832,Te Maunga,4864403,4.8644033700
537000,Matua,2444419,2.4444189400
537100,Bellevue,1715270,1.7152696800
537201,Otumoetai North,1720537,1.7205371400
537202,Otumoetai South,1600140,1.6001398000
537301,Brookfield,2308643,2.3086431000
537302,Te Reti,1718609,1.7186094700
537400,Judea,1209111,1.2091109400
537500,Gate Pa,1870489,1.8704889400
537601,Greerton,4321339,4.3213388500
537602,Pyes Pa,9966571,9.9665705400
537700,Yatton Park,992594,0.9925939500
537800,Poike,1298464,1.2984640800
537900,Hairini,6097107,6.0971073700
538000,Maungatapu,1661677,1.6616770800
538101,Tauranga Hospital,1655107,1.6551074200
538102,Tauranga South,2385296,2.3852955200
538201,Tauranga Central,2089036,2.0890364500
538202,Sulphur Point,1225897,1.2258967500
538301,Kaitemako,3743863,3.7438625300
538302,Welcome Bay West,1938040,1.9380402400
538303,Welcome Bay East,5975299,5.9752993300
538501,Te Puke West,9477550,9.4775499400
538502,Te Puke East,6845988,6.8459878800
538601,Ngongotaha North,6641150,6.6411504200
538602,Ngongotaha South,8017585,8.0175850300
538721,Poets Corner,94019,0.0940190900
538722,Ngapuna,12173406,12.1734058000
538731,Owhata South,233992,0.2339915900
538732,Lynmore,6645711,6.6457112300
538741,Owhata West,5502912,5.5029117500
538742,Owhata East,19594408,19.5944080000
538811,Hamurana,212015752,212.0157520000
538812,Inland Water-Lake Rotorua,81043736,81.0437357000
538820,Tikitere,531773588,531.7735880000
538831,Kaingaroa Forest,11285307,11.2853074000
538832,Tarawera,508345628,508.3456280000
538841,Golden Springs,443304499,443.3044990000
538842,Reporoa,55494770,55.4947700000
538850,Ngakuru,446353635,446.3536340000
538861,Arahiwi,62819859,62.8198585000
538863,Waiwhero,174685313,174.6853120000
538864,Mamaku,2684344,2.6843444500
539000,Selwyn Heights,896587,0.8965873600
539100,Western Heights,2238070,2.2380702600
539200,Fairy Springs,1882168,1.8821676200
539310,Pukehangi North,1001833,1.0018326200
539320,Pukehangi South,1804971,1.8049711400
539400,Mangakakahi,2430072,2.4300718100
539500,Sunnybrook,1484125,1.4841253600
539600,Fordlands,774799,0.7747988200
539700,Utuhina,671376,0.6713759700
539800,Pomare,1368087,1.3680874700
539900,Hillcrest,774479,0.7744793100
540000,Springfield,3467985,3.4679854300
540100,Kawaha Point,1031508,1.0315077600
540200,Koutu,1110034,1.1100344600
540300,Ohinemutu,196490,0.1964899400
540410,Kuirau,2487372,2.4873717100
540420,Victoria,1663386,1.6633862000
540510,Glenholme East,864821,0.8648208100
540520,Glenholme West,855532,0.8555322600
540600,Fenton,1354043,1.3540429700
540700,Whaka,2017280,2.0172796500
540900,Mangakino,3901521,3.9015214700
541000,Turangi,9720342,9.7203415600
541311,Acacia Bay,7159683,7.1596830300
541312,Wairakei-Aratiatia,69898876,69.8988760000
541313,Maunganamu,19465225,19.4652246000
541315,Taupo East,7289992,7.2899920600
541316,Wharewaka,3203604,3.2036036100
541317,Rangatira Park,2040079,2.0400785300
541318,Rangatira,3831029,3.8310289500
541319,Lakewood,2747792,2.7477917400
541320,Marotiri,1004326695,1004.3266900000
541333,Kinloch,5608506,5.6085059700
541334,Tatua,226023093,226.0230930000
541335,Oruanui,448958292,448.9582910000
541342,Rangitaiki,996245381,996.2453800000
541344,Broadlands,637840071,637.8400700000
541345,Waitahanui,14717796,14.7177964000
541346,Tongariro,515431497,515.4314960000
541347,Motuoapa,3336167,3.3361665200
541348,Tokaanu,34206071,34.2060712000
541501,Rangipo,1027670134,1027.6701300000
541502,Te More,47922782,47.9227816000
541503,Taharua,784634121,784.6341200000
541710,Nukuhau,891690,0.8916899100
541720,Taupo Central,2931481,2.9314813200
541730,Tauhara,5337357,5.3373572400
541740,Hilltop,3138446,3.1384458100
541750,Waipahihi,2556416,2.5564157300
541760,Richmond Heights,2081322,2.0813223600
541900,Ohope,6332315,6.3323147100
542000,Matata,754293,0.7542934000
542100,Taneatua,686219,0.6862193600
542200,Edgecumbe,1869231,1.8692305600
542300,Te Teko,4022310,4.0223102700
542410,Whakatane North,2401723,2.4017228200
542421,Coastlands,4256946,4.2569455700
542422,Whakatane West,1840656,1.8406555000
542430,Trident,1829951,1.8299505400
542440,Allandale-Mokorua,3406808,3.4068080900
542511,Orini,10706318,10.7063177000
542514,Maraetotara,28077924,28.0779237000
542520,Poroporo,18906310,18.9063100000
542530,Otakiri,480027021,480.0270210000
542540,Rotoma,337922065,337.9220640000
542550,Matahina-Minginui,2039300435,2039.3004300000
542561,Waimana,55783094,55.7830943000
542562,Urewera,1445998975,1445.9989700000
542600,Kawerau,23631319,23.6313194000
542700,Murupara,5968788,5.9687879500
542800,Opotiki,4977572,4.9775724100
542901,Te Kaha,16173640,16.1736396000
542903,Cape Runaway,1552348653,1552.3486500000
542904,Oponae,1255449745,1255.4497400000
542906,Waiotahi,260284855,260.2848540000
543301,East Cape,-1497173256,2797.7940400000
543302,Ruatoria,21587263,21.5872631000
543303,Tokomaru Bay,10114093,10.1140929000
543601,Tarndale-Rakauroa,-1642093944,2652.8733500000
543602,Te Karaka,2913580,2.9135798700
543800,Patutahi,5443051,5.4430505300
543901,Makaraka,20296605,20.2966053000
543902,Matokitoki,23120939,23.1209392000
543903,Wainui,14287965,14.2879652000
544001,Wharekaka,1292634626,1292.6346200000
544002,Tiniroto,1457255599,1457.2555900000
544003,Manutuke,30628175,30.6281746000
544004,Tolaga Bay,29270519,29.2705189000
544200,Mangapapa,3122146,3.1221464000
544300,Te Hapara,2692133,2.6921332900
544400,Gisborne Airport,5224603,5.2246033000
544500,Whataupoko,3334344,3.3343442900
544600,Gisborne Central,3448817,3.4488174600
544701,Kaiti North,1328080,1.3280797000
544702,Outer Kaiti,1453966,1.4539660200
544801,Kaiti South,3852006,3.8520058400
544802,Tamarau,1128861,1.1288606300
544900,Riverdale,2015685,2.0156846900
545201,Tuai,28978354,28.9783543000
545202,Frasertown,8578832,8.5788316800
545204,Ruakituri-Morere,1551844767,1551.8447600000
545205,Maungataniwha,1418062712,1418.0627100000
545206,Inland Water-Lake Waikaremoana,53144007,53.1440067000
545301,Raupunga,633852508,633.8525070000
545302,Whakaki,180462669,180.4626690000
545303,Nuhaka,24370963,24.3709633000
545304,Mahia,224217762,224.2177620000
545500,Wairoa,6630518,6.6305176500
545611,Bay View,29234031,29.2340309000
545621,Poraiti,18580714,18.5807140000
545631,Meeanee,21050712,21.0507122000
545632,Awatoto,3508266,3.5082660600
545710,Twyford,30334916,30.3349161000
545721,Karamu,13294806,13.2948063000
545722,Whakatu,10749854,10.7498536000
545730,Clive,7255539,7.2555389800
545740,Haumoana,25030197,25.0301974000
545750,Brookvale,13613523,13.6135229000
545761,Irongate,8839540,8.8395397700
545762,Longlands South,10597031,10.5970311000
545811,Tangoio,310452555,310.4525540000
545812,Eskdale,26081437,26.0814374000
545821,Sherenden-Puketapu,659673083,659.6730820000
545822,Omahu,12195079,12.1950788000
545831,Waiohiki,8422368,8.4223678100
545832,Pakowhai,25599599,25.5995994000
545841,Maraekakaho,366298745,366.2987450000
545842,Bridge Pa,27142901,27.1429010000
545851,Poukawa,356555102,356.5551010000
545852,Pakipaki,16608916,16.6089157000
545860,Waimarama,338488860,338.4888590000
545911,Tutira,1263784611,1263.7846100000
545912,Puketitiri,974600991,974.6009910000
545913,Whanawhana,672322192,672.3221920000
546100,Westshore,1046088,1.0460882600
546200,Ahuriri,1094978,1.0949784300
546300,Onekawa Central,676914,0.6769141500
546400,Onekawa West,3703472,3.7034717500
546500,Onekawa South,1707503,1.7075030300
546600,Marewa,2194833,2.1948325500
546700,Maraenui,1052253,1.0522528000
546801,Hospital Hill,1571781,1.5717808900
546802,Bluff Hill,1993979,1.9939790800
546901,Nelson Park,1406632,1.4066319700
546902,Mclean Park,1078814,1.0788137100
547001,Tamatea North,969639,0.9696388200
547002,Tamatea South,954922,0.9549223900
547100,Greenmeadows,3264138,3.2641381100
547200,Taradale North,2317909,2.3179093100
547300,Taradale South,6792247,6.7922473600
547400,Pirimai,1290147,1.2901466300
547600,Mahora,1549717,1.5497172600
547700,St Leonards,1232448,1.2324476500
547800,Frimley,1633853,1.6338529000
547900,Raureka,1936424,1.9364235100
548000,Mayfair,1595880,1.5958801100
548100,Parkvale,1390825,1.3908249800
548200,Hastings Central,2314097,2.3140966200
548300,Akina,1744267,1.7442672400
548400,Woolwich,784046,0.7840458700
548500,Camberley,1102593,1.1025927700
548611,Kingsley-Chatham,2163649,2.1636493800
548612,Lochain,1002164,1.0021642200
548620,Flaxmere East,1659075,1.6590754100
548810,Anderson Park,673146,0.6731463800
548821,Iona,2585551,2.5855506800
548822,Havelock Hills,13685154,13.6851541000
548831,Te Mata,2099214,2.0992135000
548832,Havelock North Central,1817625,1.8176251300
548833,Te Mata Hills,7411324,7.4113243100
549000,Takapau,2839919,2.8399193800
549100,Waipawa,6944302,6.9443020500
549200,Tikokino,1336229586,1336.2295800000
549400,Otane,854117,0.8541165000
549500,Waipukurau,7822874,7.8228742100
549601,Porangahau,22386438,22.3864383000
549602,Elsthorpe-Flemington,1955987596,1955.9875900000
549800,Norsewood-Herbertville,1446004099,1446.0040900000
549901,Owahanga,733326197,733.3261960000
549902,Mara,69093113,69.0931131000
550101,Dannevirke West,2074086,2.0740855800
550102,Dannevirke East,3403488,3.4034880300
550200,Papatawa,416747990,416.7479900000
550500,Woodville,4039749,4.0397492100
550600,Urenui,3654731,3.6547314000
550700,Okoki-Okau,1098292481,1098.2924800000
550800,Oakura,1516496,1.5164964000
550901,Bell Block,5169092,5.1690924400
550902,Paraite,4587664,4.5876639600
551012,Glen Avon,5204318,5.2043176100
551013,Bowden,13257595,13.2575951000
551014,Mangaoraka,16697365,16.6973649000
551021,Carrington,12228518,12.2285175000
551022,Highlands Park,3242721,3.2427205900
551023,Fernleigh,1019655,1.0196546800
551024,Barrett,2277838,2.2778380400
551030,Omata,17902315,17.9023148000
551111,Lepperton,102120991,102.1209900000
551112,Kaitake,358154139,358.1541380000
551120,Okato,1024714,1.0247141400
551301,Waitara West,3662968,3.6629681800
551302,Waitara East,2274447,2.2744466800
551400,Moturoa,4649740,4.6497402000
551501,Lynmouth,1131068,1.1310684200
551502,Spotswood,1331533,1.3315334600
551503,Marfell,1071275,1.0712750300
551600,Upper Westown,833264,0.8332636400
551700,Westown,1956132,1.9561319300
551800,New Plymouth Central,1040675,1.0406748100
551900,Kawaroa,900511,0.9005111100
552001,Mount Bryan,594650,0.5946500300
552002,Marsland Hill,874535,0.8745348800
552100,Fitzroy,2864709,2.8647088400
552200,Welbourn,1913846,1.9138460200
552300,Merrilands,1711172,1.7111717200
552400,Frankleigh,2154110,2.1541097900
552500,Struan Park,2835079,2.8350794000
552701,Egmont Village,20597719,20.5977189000
552702,Kaimata,503673509,503.6735080000
552800,Inglewood,2944435,2.9444352300
552900,Midhirst,1546617,1.5466173000
553001,Whangamomona,689591168,689.5911670000
553002,Douglas,1051425417,1051.4254100000
553003,Toko,187478126,187.4781250000
553004,Pembroke,224831024,224.8310230000
553101,Stratford West,4096479,4.0964793800
553102,Stratford East,4441353,4.4413525900
553200,Opunake,3729234,3.7292336400
553301,Rahotu,27801428,27.8014284000
553302,Kahui,612879164,612.8791630000
553400,Kaponga,2256606,2.2566061700
553500,Mangatoki-Moeroa,529280762,529.2807620000
553601,Eltham,6624039,6.6240391900
553700,Kapuni,213851731,213.8517310000
553800,Manaia,2106116,2.1061155800
553900,Normanby,1064546,1.0645459600
554010,Hawera North,3745129,3.7451291800
554020,Hawera South,3001028,3.0010281900
554111,Ohawe Beach,34710866,34.7108663000
554113,Tawhiti,37125079,37.1250792000
554114,Waingongoro,32465349,32.4653485000
554115,Hawera West,2539782,2.5397819500
554120,Ohangai,331781345,331.7813440000
554130,Okaiawa,62159272,62.1592723000
554300,Waitotara,248721,0.2487213100
554400,Whenuakura,893081576,893.0815750000
554500,Makakaho,766219660,766.2196590000
554700,Patea,6153445,6.1534448200
554800,Waverley,2275850,2.2758496300
554900,Tangiwai,-1601390835,2693.5764600000
555000,Ohakune,8470524,8.4705239700
555100,Raetihi,3882536,3.8825355400
555200,Otamatea,1270072,1.2700716500
555300,Blueskin,47131174,47.1311735000
555400,Maxwell,1044805796,1044.8057900000
555700,Castlecliff North,3383288,3.3832877800
555800,Castlecliff South,1817228,1.8172275300
555900,Mosston,2056988,2.0569882900
556000,Balgownie,3305366,3.3053660700
556100,Tawhero,1060602,1.0606016100
556200,Gonville South,1973767,1.9737668600
556300,Gonville East,857730,0.8577302400
556400,Gonville West,738386,0.7383862800
556500,Springvale West,569828,0.5698283700
556600,Springvale East,933265,0.9332646600
556700,Wanganui Collegiate,1414026,1.4140261500
556800,Laird Park,1295455,1.2954553000
556900,Wanganui Central,663433,0.6634331400
557000,Spriggens Park,981199,0.9811987600
557100,Cooks Gardens,1273842,1.2738421400
557200,St Johns Hill,1773945,1.7739446100
557300,Lower Aramoho,2327021,2.3270208500
557400,Upper Aramoho,1561632,1.5616317900
557500,Williams Domain,1260731,1.2607305500
557600,Wembley Park,1546925,1.5469247200
557700,Kowhai Park,1494899,1.4948994700
557800,Bastia Hill,1173005,1.1730047000
557900,Durie Hill,1383622,1.3836218700
558100,Putiki,1003795,1.0037949500
558200,Marybank-Gordon Park,20645919,20.6459191000
558300,Fordell-Kakatahi,1223526502,1223.5265000000
558500,Waiouru,5788390,5.7883897300
558600,Mangaweka,3951164,3.9511636000
558700,Hunterville,3218879,3.2188789000
558800,Ratana Community,214250,0.2142503100
558900,Bulls,4475571,4.4755712000
559000,Ngamatea,611663960,611.6639600000
559210,Moawhango,1405772132,1405.7721300000
559220,Pohonui-Porewa,1826839899,1826.8398900000
559230,Lake Alice,614668312,614.6683110000
559240,Koitiata,211539,0.2115386400
559400,Taihape,5085478,5.0854779000
559500,Marton,7682176,7.6821756400
559700,Kiwitea,783835617,783.8356160000
560000,Pohangina,682736710,682.7367090000
560200,Ashhurst,7070243,7.0702427100
560301,Stoney Creek,24626478,24.6264779000
560302,Whakarongo,27347798,27.3477982000
560411,Oroua Bridge,10672838,10.6728382000
560412,Maewa,15207303,15.2073032000
560421,Halcombe,17430096,17.4300955000
560422,Tokorangi-Hiwinui,400237026,400.2370260000
560710,Feilding North,2587567,2.5875670400
560720,Feilding West,2723567,2.7235674500
560730,Feilding Central,1434284,1.4342839700
560740,Feilding East,2287107,2.2871065100
560900,Sanson,604397,0.6043965800
561000,Rongotea,551313,0.5513134700
561100,Tangimoana,381535,0.3815354300
561200,Himatangi Beach,954236,0.9542358000
561300,Foxton Beach,9866568,9.8665683400
561410,Rakiraki,10768044,10.7680438000
561421,Ohakea,4947182,4.9471815600
561422,Oroua Downs-Waitohi,474629592,474.6295920000
561500,Moutoa,184213565,184.2135650000
561700,Foxton,3533553,3.5335527800
561811,Kairanga,26726960,26.7269600000
561812,Longburn,6930353,6.9303534400
561813,Massey University,10076549,10.0765492000
561820,Linton Military Camp,8812770,8.8127704400
561901,Kauwhata,154947279,154.9472780000
561902,Turitea,225173087,225.1730860000
562100,Milson,7759587,7.7595867600
562200,Kelvin Grove,4981363,4.9813633200
562310,Takaro,1951210,1.9512097200
562320,Cloverlea,1479687,1.4796866100
562401,Palmerston North Hospital,1946209,1.9462090100
562402,Papaeoia,1070347,1.0703474000
562500,Roslyn,3445151,3.4451514800
562600,Terrace End,1613815,1.6138147000
562710,Highbury,1452410,1.4524103100
562720,Westbrook,4140794,4.1407938300
562800,Palmerston North Central,2128659,2.1286589600
562910,Awapuni North,1233488,1.2334884800
562921,Awapuni West,3413488,3.4134881800
562922,Awapuni South,1705419,1.7054194800
563000,West End,2528886,2.5288858600
563101,Hokowhitu West,1474975,1.4749752600
563102,Hokowhitu Lagoon,1579762,1.5797622600
563200,Hokowhitu East,2176601,2.1766008900
563300,Aokautere,11859541,11.8595413000
563500,Shannon,3651421,3.6514212300
563600,Waitarere,1543179,1.5431787200
563701,Waikanae Beach,4365300,4.3652998300
563703,Waikanae East,4230168,4.2301680000
563704,Peka Peka,5171202,5.1712022500
563705,Waikanae Park,7360172,7.3601721200
563706,Waikanae West,4672742,4.6727417100
563801,Tokomaru,6516988,6.5169880300
563802,Opiki,95512051,95.5120513000
563920,Kaitawa,78118430,78.1184296000
564011,Lake Horowhenua,51617308,51.6173083000
564012,Waiopehu,29005808,29.0058080000
564013,Kohitere,13753408,13.7534084000
564021,Mangaore-Manakau,651679140,651.6791390000
564022,Otaki Forks,428456152,428.4561520000
564023,Te Horo,12404420,12.4044202000
564210,Levin North,3382468,3.3824681000
564220,Levin West,3613350,3.6133497300
564231,Playford Park,1853473,1.8534731400
564232,Levin South,2110199,2.1101990900
564240,Levin East,2139488,2.1394884400
564400,Otaki,16032745,16.0327450000
564510,Heretaunga,2883135,2.8831347300
564520,Trentham South,8034176,8.0341758600
564530,Pinehaven,5925223,5.9252234300
564601,Moonshine Valley,23919822,23.9198217000
564602,Riverstone Terraces,2195861,2.1958614300
564800,Glendale,5438516,5.4385159600
564900,Parkway,3410082,3.4100816200
565000,Fernlea,2985814,2.9858142000
565100,Arakura,3445728,3.4457278400
565200,Homedale West,3090406,3.0904056300
565300,Homedale East,6248882,6.2488818900
565400,Pencarrow,241290605,241.2906040000
565601,Pauatahanui,67640064,67.6400642000
565602,Endeavour,2649570,2.6495695600
565603,Resolution,5226038,5.2260381100
565604,Adventure,3939592,3.9395919400
565700,Paekakariki Hill,33256259,33.2562587000
565901,Paraparaumu Beach North,2041452,2.0414517600
565902,Otaihanga,4975101,4.9751006000
565903,Paraparaumu Beach South,2710603,2.7106029100
566000,Paraparaumu Central,10062364,10.0623639000
566101,Raumati Beach,3173857,3.1738574600
566102,Raumati South,5646721,5.6467211400
566200,Paekakariki,5812732,5.8127316600
566301,Kapiti Island,19235136,19.2351356000
566302,Maungakotukutuku,116943551,116.9435510000
566500,Te Marua,8270117,8.2701171200
566610,Akatarawa,6488162,6.4881616800
566620,Emerald Hill,2542195,2.5421953000
566700,Maoribank,3140706,3.1407064800
566800,Clouston Park,2313798,2.3137981400
566900,Totara Park,1725451,1.7254513200
567000,Ebdentown,848621,0.8486210400
567100,Upper Hutt Central,433014,0.4330141500
567200,Maidstone,1063125,1.0631251700
567300,Wallaceville,696619,0.6966187700
567400,Elderslea,1549063,1.5490632300
567500,Poets Block,1096968,1.0969675800
567600,Brentwood,982667,0.9826667700
567700,Trentham North,1023973,1.0239733700
567800,Heretaunga-Silverstream,2780601,2.7806009500
567901,Cloustonville,310100539,310.1005390000
567902,Mangaroa,151839631,151.8396310000
568101,Tawhai,6276154,6.2761536000
568102,Holborn,1488345,1.4883450200
568103,Delaney,1871355,1.8713547900
568104,Manuka,4115709,4.1157094800
568201,Taita North,1436244,1.4362442800
568202,Taita South,3108608,3.1086077600
568301,Avalon East,813878,0.8138784700
568302,Naenae North,7052822,7.0528216500
568303,Naenae South,2842430,2.8424299100
568401,Avalon West,1210814,1.2108144200
568402,Boulcott,1582547,1.5825469500
568501,Epuni West,986892,0.9868921700
568502,Epuni East,1459652,1.4596523700
568601,Waterloo West,294881,0.2948810500
568602,Waterloo East,2102056,2.1020560500
568701,Waiwhetu North,974927,0.9749272200
568702,Waiwhetu South,1686829,1.6868290600
568800,Gracefield,4208585,4.2085852800
568900,Moera,623682,0.6236820500
569001,Woburn North,468093,0.4680930200
569002,Woburn South,156726,0.1567261600
569100,Hutt Central,2365028,2.3650277900
569201,Melling,392776,0.3927761800
569202,Alicetown,823091,0.8230908300
569301,Normandale,2652255,2.6522554300
569302,Maungaraki,5158610,5.1586100100
569401,Tirohanga,1413549,1.4135488000
569402,Belmont,20613006,20.6130057000
569500,Kelson,8331206,8.3312056000
569600,Haywards-Manor Park,5077116,5.0771159100
569800,Korokoro,2404919,2.4049188200
569900,Petone Central,1027882,1.0278820400
570000,Esplanade,974320,0.9743195100
570100,Wilford,1650869,1.6508687500
570300,Eastbourne,12839768,12.8397681000
570400,Titahi Bay North,2009680,2.0096798700
570500,Onepoto,2241320,2.2413200600
570600,Titahi Bay South,3542618,3.5426180100
570700,Elsdon-Takapuwahia,10866511,10.8665109000
570800,Porirua Central,6156775,6.1567752100
570900,Porirua East,1197161,1.1971607700
571000,Ranui Heights,2352723,2.3527233400
571100,Cannons Creek North,1114437,1.1144373500
571200,Cannons Creek South,1407981,1.4079808800
571300,Cannons Creek East,1467183,1.4671832200
571400,Waitangirua,3145144,3.1451435200
571501,Papakowhai North,1430348,1.4303477300
571502,Papakowhai South,2624724,2.6247237700
571600,Ascot Park,1139574,1.1395744500
571800,Pukerua Bay,8255007,8.2550073200
571900,Plimmerton,6413530,6.4135301800
572000,Mana-Camborne,1869851,1.8698508800
572100,Paremata-Postgate,1488089,1.4880892000
572200,Discovery,1251042,1.2510416100
572300,Mana Island,2113575,2.1135749500
572500,Tawa South,2477588,2.4775884900
572600,Tawa Central,2636655,2.6366545600
572701,Linden,1509884,1.5098839800
572702,Greenacres,1287584,1.2875841700
572900,Thorndon-Tinakori Road,2807597,2.8075969800
573000,Lambton,985140,0.9851403200
573101,Willis Street-Cambridge Terrace,1031153,1.0311528100
573200,Aro Street-Nairn Street,834622,0.8346218700
573300,Mt Cook-Wallace Street,871861,0.8718605300
573400,Mt Victoria West,1293119,1.2931187200
573511,Glenside North,2459041,2.4590414700
573513,Churton Park North,2251371,2.2513707800
573514,Churton Park South,1314916,1.3149155100
573522,Grenada North,3642495,3.6424950200
573523,Grenada Village,1510611,1.5106105400
573524,Newlands East,976052,0.9760517500
573525,Takapu,11595973,11.5959731000
573526,Horokiwi,8499846,8.4998456300
573600,Johnsonville North,617134,0.6171341300
573700,Johnsonville Central,1212480,1.2124799900
573801,Paparangi West,477883,0.4778832000
573802,Johnsonville East,406167,0.4061671100
573901,Paparangi,852157,0.8521573200
573902,Woodridge,1002655,1.0026545000
573903,Newlands North,804107,0.8041073000
574001,Newlands South,2568504,2.5685036100
574002,Ngauranga East,1202952,1.2029519800
574100,Raroa,1528198,1.5281977600
574200,Khandallah Park-Broadmeadows,3005324,3.0053240700
574302,Te Kainga,1686518,1.6865179800
574303,Ngauranga West,1062740,1.0627396100
574304,Rangoon Heights,1009850,1.0098501500
574401,Awarua,1892485,1.8924845600
574402,Ngaio South,1414711,1.4147105800
574500,Kaiwharawhara,628726,0.6287259900
574600,Wadestown,1419334,1.4193341100
574701,Crofton Downs,2616326,2.6163259400
574702,Wilton,1639429,1.6394292100
574703,Northland North,489996,0.4899961100
574800,Karori North,1889386,1.8893862800
574900,Karori Park,3130309,3.1303093200
575000,Karori East,3646111,3.6461106300
575100,Karori South,2414997,2.4149974000
575200,Northland,795872,0.7958715500
575300,Kelburn,1236019,1.2360193300
575400,Taitville,153290,0.1532902000
575500,Mitchelltown,510476,0.5104759200
575600,Brooklyn,1608267,1.6082674800
575701,Vogeltown West,350872,0.3508718800
575702,Vogeltown,270019,0.2700193400
575800,Kingston-Mornington,908235,0.9082352400
575901,Brooklyn South,1178831,1.1788310800
575902,Happy Valley-Owhiro Bay,2939525,2.9395248700
576001,Island Bay West,1280718,1.2807178100
576002,Island Bay East,1047932,1.0479315700
576100,Melrose-Houghton Bay-Southgate,2024438,2.0244383300
576200,Berhampore West,966217,0.9662166200
576301,Newtown West,660910,0.6609095600
576302,Berhampore East,392502,0.3925024800
576400,Newtown East,1437400,1.4373999100
576500,Adelaide,550549,0.5505487300
576600,Oriental Bay,164399,0.1643993100
576700,Roseneath,547045,0.5470445700
576800,Hataitai North,1294682,1.2946824300
576901,Kilbirnie East,1050549,1.0505487200
576903,Kilbirnie West-Hataitai South,918878,0.9188775300
577000,Lyall Bay-Airport-Moa Point,2579960,2.5799602800
577101,Seatoun Tunnel West,195352,0.1953523200
577102,Strathmore Park,1483026,1.4830260800
577200,Miramar South,1032786,1.0327863100
577301,Miramar North,1037594,1.0375943800
577302,Miramar,665886,0.6658861000
577400,Karaka Bay-Worser Bay,746079,0.7460793600
577500,Seatoun,1326879,1.3268793100
577601,Maupuia,1673359,1.6733590100
577602,Miramar West,146858,0.1468582900
577700,Makara-Ohariu,170274646,170.2746460000
577900,Mangatainoka,767383774,767.3837740000
578000,Pahiatua,4325327,4.3253273000
578100,Eketahuna,4154641,4.1546410900
578200,Nireaha-Tiraumea,913718263,913.7182620000
578301,Homebush-Te Ore Ore,36035610,36.0356095000
578302,Opaki-Fernridge,46667752,46.6677519000
578401,Kopuaranga,534439120,534.4391200000
578402,Whareama,1665034157,1665.0341500000
578600,Masterton Central,998650,0.9986498300
578700,Masterton West,2031883,2.0318826700
578800,Masterton East,2387618,2.3876175000
578901,Solway North,2324827,2.3248265700
578902,Solway South,4139290,4.1392895500
579000,Ngaumutawa,853353,0.8533534300
579100,Masterton Railway,1161754,1.1617536600
579200,Lansdowne,4061539,4.0615385900
579400,Waingawa,38259614,38.2596143000
579501,Mt Holdsworth,418855494,418.8554940000
579502,Te Wharau,717754518,717.7545170000
579700,Carterton,5119423,5.1194227900
579802,Tuturumuri,1128751443,1128.7514400000
579803,Kahutara,1252830210,1252.8302100000
579804,Inland Water-Lake Wairarapa,63469817,63.4698171000
579900,Greytown,5176771,5.1767705400
580000,Featherston,3178555,3.1785548500
580100,Martinborough,4498828,4.4988284000
580200,Havelock,1092399,1.0923991700
580300,Renwick,1693458,1.6934576400
580410,Woodbourne,3791973,3.7919730100
580420,Omaka,31270672,31.2706716000
580431,Spring Creek-Grovetown,34331932,34.3319321000
580432,Riverlands,15905794,15.9057942000
580442,Waikawa,29100792,29.1007917000
580446,Marlborough Sounds Terrestrial,-1723326403,2571.6408900000
580447,Wairau North,665891646,665.8916460000
580448,Tuamarina,129134203,129.1342030000
580449,Rapaura,87377073,87.3770730000
580450,Wairau South,-2002503742,2292.4635500000
580451,Weld Pass,118795925,118.7959240000
580452,Fairhall,20272090,20.2720902000
580600,Severn,1332727182,1332.7271800000
580801,Ward,-1190401752,3104.5655400000
580802,Seddon,8789303,8.7893033600
580900,Lake Tennyson,534987237,534.9872360000
581100,Picton,4691610,4.6916097100
581210,Springlands,2354763,2.3547628600
581220,Mayfield,2377308,2.3773079100
581230,Blenheim Central,2216018,2.2160175800
581240,Whitney,2170053,2.1700525000
581250,Redwoodtown,2317016,2.3170161000
581260,Witherlea,5463986,5.4639859500
581400,Kaikoura Township,6784116,6.7841156900
