,Code,left,bottom,right,top,area_hex_s,EA_Name,area_sqkm,geometry,area,Name
0,1,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1183833.4893454209 4752515.390159166, 1182974.6584134747 4751027.851349924, 1182908.9512897327 4751027.862688515, 1182807.6833934353 4751017.531676654, 1182790.167993437 4751014.838176654, 1182699.7139064297 4750996.6213036515, 1182611.323958635 4750970.144645115, 1182525.7506840657 4750935.633617924, 1182443.7226361516 4750893.382041933, 1182365.9381849845 4750843.749638455, 1182293.059571539 4750787.158967664, 1182225.7072694858 4750724.091831004, 1182208.4236694854 4750706.342031004, 1182143.4450153038 4750632.697502938, 1182127.379818133 4750610.417176132, 1182123.9326120385 4750607.226469693, 1182099.1314120383 4750581.909069692, 1182022.905335441 4750494.48382726, 1181957.3153675317 4750398.820125276, 1181925.356267531 4750345.863925275, 1181910.1641587706 4750317.478415525, 1181909.3862617752 4750316.606995166, 1181903.7069689792 4750312.927508194, 1181824.123643849 4750248.961563283, 1181804.2566438492 4750231.249963281, 1181728.5131288855 4750156.097797738, 1181661.2081108748 4750073.303096245, 1181636.1939943826 4750034.772648017, 1181632.8944038155 4750032.273400362, 1181622.3477772148 4750023.3987966245, 1181619.909509009 4750111.371622145, 1181618.487209009 4750130.251522144, 1181605.2826151752 4750233.465385787, 1181599.3918445853 4750258.472609312, 1181599.9641442895 4750282.4165643025, 1181592.7404270037 4750379.942311379, 1181576.025332905 4750476.296133636, 1181549.978716017 4750570.556555781, 1181514.849671948 4750661.822122656, 1181470.974155675 4750749.2200202625, 1181460.6847178072 4750765.5196373155, 1181505.626884477 4750796.577866044, 1181515.6495844796 4750804.214266043, 1181589.632738282 4750866.4588062335, 1181657.2590536838 4750935.55707897, 1181717.896367339 4751010.863161212, 1181770.97784832 4751091.673099999, 1181807.9547897957 4751161.931293149, 1181836.0712115422 4751201.693681774, 1181886.9520133918 4751292.34010293, 1181928.1479442597 4751387.778695465, 1181959.2138561732 4751486.978185294, 1181979.814062393 4751588.866659465, 1181989.72596472 4751692.34314886, 1181989.5055575725 4751718.274525097, 1181992.3189276126 4751742.098614253, 1181994.6574003755 4751834.195168169, 1181994.3459003756 4751849.246168169, 1181987.212839234 4751949.108516242, 1181988.375403099 4751956.425496228, 1181989.3250076491 4751959.099702106, 1182009.835673112 4752039.109001199, 1182033.1241202478 4752111.993623267, 1182053.7560300978 4752208.5640259255, 1182064.7626693135 4752306.698486066, 1182066.0367064497 4752405.440043696, 1182057.5657177102 4752503.825818703, 1182054.856417709 4752523.730418702, 1182037.8278846163 4752616.117378609, 1182012.204947539 4752706.498717369, 1181978.2137371285 4752794.076790623, 1181936.1542367386 4752878.07869374, 1181906.4843420947 4752925.594547884, 1181897.6194259669 4752943.469615841, 1181842.7033754727 4753030.42635152, 1181779.146457385 4753111.282796192, 1181767.5654957332 4753124.550538186, 1181785.905768269 4753180.138197399, 1181800.4544234038 4753243.820751796, 1181807.0193403612 4753247.430666262, 1181888.7733183852 4753303.599728721, 1181964.5605619939 4753367.591682953, 1182033.6354250147 4753438.776932822, 1182095.318302216 4753516.455109683, 1182149.0023157236 4753599.861963082, 1182194.159285895 4753688.176879971, 1182202.2314094699 4753708.7787953345, 1182208.7114400922 4753719.911255592, 1182249.4585118862 4753808.949999164, 1182281.3020673096 4753901.547027705, 1182303.9367832923 4753996.814500377, 1182317.1456331592 4754093.838971526, 1182320.801967529 4754191.690149014, 1182314.8707286573 4754289.429814054, 1182299.4087865772 4754386.120817068, 1182296.7679865784 4754398.661417069, 1182271.9992617047 4754493.136631751, 1182251.8063262333 4754547.757750157, 1182260.860341462 4754559.254773066, 1182313.471604683 4754641.432741998, 1182357.8233222323 4754728.347002885, 1182393.4932141516 4754819.170030834, 1182420.1416615641 4754913.037084936, 1182427.0771371257 4754951.367560319, 1183833.4893454209 4752515.390159166))",5044161.704994222,"-47.2487,167.4838"
1,2,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1183833.4893454209 4752515.390159166, 1187333.4893454209 4752515.390159166, 1188271.7561027885 4750890.264464353, 1188232.1300717364 4750847.257935355, 1188174.1802882892 4750770.796271145, 1188123.8245247998 4750689.1331792455, 1188081.5262840907 4750603.02033277, 1188047.6749030042 4750513.250362881, 1188045.2385030035 4750505.712262881, 1188043.747308525 4750500.200844584, 1188037.2713070356 4750497.137057816, 1187917.8039321923 4750430.247854519, 1187883.4596641064 4750407.799489195, 1187814.7130842493 4750374.055101954, 1187732.5424131597 4750323.347730165, 1187660.9450296937 4750268.976511607, 1187640.934341034 4750258.676016492, 1187610.0954655749 4750239.0249944255, 1187556.8941849458 4750222.125133018, 1187514.5311849462 4750206.540633019, 1187420.670605718 4750166.461909164, 1187331.383937225 4750117.025047731, 1187261.646637223 4750073.621147731, 1187193.2249568456 4750026.998840657, 1187111.2007568462 4749965.986740657, 1187049.2860567484 4749915.9859477095, 1187033.9570268984 4749901.447127889, 1187024.0597332534 4749894.070344634, 1186978.8027143886 4749878.862625238, 1186865.5112474011 4749832.909305211, 1186758.6740332562 4749773.47468746, 1186729.4466332558 4749754.78858746, 1186650.110470508 4749698.447026456, 1186576.625828829 4749634.661403835, 1186509.688504765 4749564.035680029, 1186484.2652047651 4749534.452680028, 1186444.7607488022 4749484.301245921, 1186399.1252772566 4749490.435259867, 1186295.4776551065 4749493.532351136, 1186290.976575713 4749493.19925791, 1186243.26068888 4749495.357591123, 1186173.879548685 4749492.003037605, 1186163.9580868282 4749498.100229873, 1186090.4075334587 4749534.036950668, 1186021.0261915338 4749603.447712979, 1185941.3089924147 4749668.283317503, 1185914.7142924152 4749687.731417502, 1185832.3237740018 4749741.955644419, 1185744.9922330263 4749787.799578153, 1185653.5692712686 4749824.817227627, 1185558.944293749 4749852.648467964, 1185462.037856184 4749871.022543931, 1185363.7927093927 4749879.760703989, 1185265.1646277795 4749878.777939259, 1185167.1131111162 4749868.083810532, 1185070.592050083 4749847.782355258, 1184992.0469500816 4749827.16945526, 1184906.095644347 4749800.424256625, 1184822.897631293 4749766.058238069, 1184767.9557312934 4749740.411138067, 1184689.195389641 4749699.289534629, 1184614.3959359361 4749651.3393582795, 1184574.6655359361 4749623.3042582795, 1184482.5527701667 4749549.808685006, 1184474.7174404408 4749541.879370159, 1184471.3346030063 4749542.687816512, 1184468.4244610697 4749589.756457399, 1184452.5715547986 4749687.491703271, 1184427.131201503 4749783.180163114, 1184407.208469336 4749836.285224315, 1184407.2161358797 4749836.831821182, 1184412.6387669826 4749877.099945893, 1184416.4170585724 4749970.352984549, 1184416.3079585705 4749987.985584549, 1184410.2293372736 4750092.063175368, 1184401.8091404038 4750143.377662745, 1184401.8094931294 4750143.436690261, 1184393.094705702 4750239.475111628, 1184375.1699365266 4750334.227570955, 1184348.2018738736 4750426.812934243, 1184312.441302546 4750516.370220026, 1184268.2207717514 4750602.066605916, 1184215.9515026165 4750683.105173294, 1184156.1195641102 4750758.73231811, 1184089.281352927 4750828.244758898, 1184016.0584193757 4750890.996076818, 1183937.1316873785 4750946.402726913, 1183853.2351223384 4750993.949464686, 1183765.1489057553 4751033.1941375295, 1183673.6921800645 4751063.77179644, 1183579.7154311638 4751085.398089801, 1183484.0925794682 4751097.871907663, 1183387.7128530385 4751101.077251929, 1183291.4725183614 4751094.984315058, 1183196.2665456734 4751079.649757256, 1183102.9802863419 4751055.216179572, 1183024.7192536856 4751026.4146212535, 1183010.74478814 4751027.845122766, 1182974.6584134747 4751027.851349924, 1183833.4893454209 4752515.390159166))",10914544.731442092,"-47.2617,167.5241"
2,3,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1187333.4893454209 4752515.390159166, 1187612.5684826626 4752998.769404202, 1187650.8645668216 4752952.293136847, 1187717.8869643728 4752885.101782584, 1187790.9770507845 4752824.566510802, 1187869.4765270476 4752771.232543317, 1187952.67837351 4752725.580242098, 1187962.67497351 4752720.697342099, 1188047.8899944825 4752683.8690727865, 1188136.1530122214 4752655.101714209, 1188226.7033829927 4752634.643181195, 1188318.7607508348 4752622.669783771, 1188411.5317726042 4752619.284707733, 1188425.402865979 4752620.067781707, 1188442.3520732985 4752616.651361228, 1188442.355542731 4752616.650819909, 1188522.3526636944 4752574.779800218, 1188613.6128249145 4752537.933047871, 1188708.0529984494 4752510.235506335, 1188804.7584273166 4752491.955456773, 1188902.7924130438 4752483.269961574, 1188984.3684085258 4752484.093229831, 1188937.647019761 4752402.791021076, 1188896.35897349 4752310.426173169, 1188864.6150995414 4752214.362161383, 1188842.7403271892 4752115.582293859, 1188839.458627189 4752096.15289386, 1188827.7481082182 4751996.735704187, 1188826.0358998487 4751896.645833573, 1188834.3391599732 4751796.886273989, 1188852.5746823372 4751698.456707389, 1188878.1751643121 4751610.533158334, 1188843.7931941822 4751574.614390891, 1188784.2272410137 4751499.002376229, 1188732.206935754 4751418.013689494, 1188688.2142610727 4751332.3987135105, 1188652.6568213985 4751242.950694962, 1188626.3564956798 4751152.19759381, 1188617.6905630783 4751147.557268758, 1188562.9475630778 4751114.372968759, 1188485.6092731373 4751062.3942134315, 1188445.8900756417 4751038.674152276, 1188368.6130987566 4750981.816150739, 1188297.1404726799 4750917.8143756315, 1188271.7561027885 4750890.264464353, 1187333.4893454209 4752515.390159166))",1802495.0703166183,"-47.2559,167.5566"
3,4,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1187333.4893454209 4758577.567985658, 1188933.5056806076 4755806.258400174, 1188861.3593673478 4755854.742342882, 1188778.307566289 4755899.809526836, 1188691.372823032 4755936.836586447, 1188601.33134771 4755965.49291996, 1188508.9870893864 4755985.522664924, 1188481.2866893862 4755990.173064925, 1188376.0671114735 4756002.15174896, 1188270.170779864 4756002.936222695, 1188164.7852846892 4755992.517688533, 1188147.2544846896 4755989.840988533, 1188046.979985281 4755969.229897726, 1188039.9255516548 4755967.007922024, 1187987.5124678137 4755963.319540365, 1187873.0089936876 4755941.671639263, 1187810.455593688 4755926.021739263, 1187729.4500384557 4755902.077830133, 1187650.7542205981 4755871.3828954585, 1187574.929651362 4755834.1559500685, 1187532.589551362 4755811.100250068, 1187448.6679856922 4755759.899828739, 1187370.1792297657 4755700.706691285, 1187303.1443297653 4755644.776791285, 1187235.4438873027 4755582.806291945, 1187173.7102910138 4755514.889756496, 1187118.4635657435 4755441.599292963, 1187101.216765743 4755416.391092963, 1187041.4790376371 4755317.206528784, 1187001.4301382804 4755229.01076395, 1186957.7085357504 4755153.1836891575, 1186916.3927913988 4755061.198564699, 1186899.819513738 4755011.399300422, 1186853.7768329394 4754936.809086455, 1186809.030029584 4754844.20778841, 1186774.0309385406 4754747.5002890285, 1186749.1497548835 4754647.709490303, 1186734.6496537798 4754545.890907135, 1186730.6840068123 4754443.121502862, 1186730.9411068142 4754423.156702861, 1186736.9535678753 4754325.790013402, 1186743.9503320095 4754282.230019379, 1186754.9488333578 4754192.127663375, 1186775.2529101188 4754099.666749201, 1186804.2089233026 4754009.540030169, 1186841.5573900782 4753922.5551567, 1186886.9636205197 4753839.491624269, 1186940.0207168555 4753761.093788129, 1187000.2532197922 4753688.064192943, 1187067.1213692355 4753621.057277084, 1187140.0259412304 4753560.67350803, 1187158.6457412296 4753546.682908031, 1187251.4537552735 4753484.735475948, 1187350.5855284783 4753433.5133776525, 1187415.7298045426 4753408.599207788, 1187423.020131625 4753375.102282035, 1187425.693931626 4753365.130482034, 1187454.5947627905 4753274.734564984, 1187491.934671385 4753187.485432682, 1187537.3773488072 4753104.168910131, 1187590.5135074093 4753025.535402576, 1187612.5684826623 4752998.769404202, 1187333.4893454209 4752515.390159167, 1183833.4893454209 4752515.390159167, 1182427.0771371257 4754951.36756032, 1182437.5149402427 4755009.054441613, 1182445.4476363587 4755106.3079039045, 1182443.8642214148 4755203.871505685, 1182432.7797713638 4755300.816327942, 1182412.2998230676 4755396.219343161, 1182385.6408971176 4755479.709422431, 1182447.3791812402 4755489.42131125, 1182539.7929383477 4755513.164164712, 1182629.5231815972 4755545.606560424, 1182715.7530045582 4755586.453141987, 1182797.6973687147 4755635.332041076, 1182924.5652687151 4755719.463641076, 1183039.281522305 4755808.151069855, 1183059.1682223042 4755825.972669855, 1183067.7730499234 4755834.56010191, 1183094.4086540474 4755843.898672684, 1183119.3139540465 4755854.258872684, 1183174.077134495 4755880.713481968, 1183253.2700938664 4755904.587900418, 1183354.4957913621 4755947.73169018, 1183450.3684666322 4756001.735935984, 1183470.2408666324 4756014.418535984, 1183550.7480484264 4756071.580932895, 1183625.2256529178 4756136.404018058, 1183692.9476019666 4756208.255834723, 1183753.253677953 4756286.43590341, 1183757.388572231 4756293.056675028, 1183777.8758854556 4756317.974341853, 1183831.8882818094 4756399.2452181345, 1183845.7786442102 4756415.024115488, 1183908.0162172224 4756503.372798336, 1183960.3565092941 4756597.921722609, 1183982.3339092957 4756643.241722609, 1183990.3195939225 4756662.283806455, 1184003.278166629 4756664.477683332, 1184094.4579028075 4756688.943407477, 1184182.9242139633 4756721.898342434, 1184267.8886603808 4756763.04878341, 1184271.7407354165 4756765.386565906, 1184289.0819163492 4756772.172683536, 1184348.6984423588 4756731.355518767, 1184434.5270875283 4756684.200515511, 1184524.5564959636 4756645.666682579, 1184617.9232720735 4756616.123565233, 1184713.7320144083 4756595.85448642, 1184811.0639026938 4756585.05382966, 1184908.985509457 4756583.8251748765, 1185006.557751736 4756592.180305057, 1185102.8448970267 4756610.039093243, 1185196.9235370986 4756637.230270964, 1185251.824237097 4756656.056170966, 1185253.8314499245 4756656.746842438, 1185272.9210499257 4756663.338142437, 1185365.3081299474 4756700.482498378, 1185453.543154711 4756746.630695939, 1185536.7512672637 4756801.325172246, 1185614.1074528678 4756864.0236274265, 1185684.8447190847 4756934.1044015465, 1185748.261700563 4757010.872638425, 1185803.729613128 4757093.567175178, 1185820.7496595348 4757125.383471146, 1185822.7045740273 4757127.379020567, 1185886.9472010233 4757199.636240919, 1185943.9114433497 4757277.7598360265, 1185993.064786679 4757361.019489255, 1186033.9477346947 4757448.636870966, 1186066.1781045625 4757539.79291451, 1186067.079923255 4757543.428727078, 1186088.916342238 4757554.4917759495, 1186169.1695698213 4757605.247157935, 1186244.246882576 4757663.385668817, 1186313.4713316963 4757728.383091705, 1186323.3327316984 4757738.565491705, 1186388.7580917003 4757813.20040093, 1186446.4627092618 4757893.953261673, 1186495.8781450014 4757980.028589829, 1186536.5176150014 4758070.578470471, 1186548.088167091 4758105.195588361, 1186550.6408516648 4758110.767857721, 1186582.6330569293 4758203.825758454, 1186605.3242231808 4758299.5774428295, 1186618.4946256368 4758397.095721044, 1186621.502627361 4758481.082011635, 1186637.7470838206 4758504.346705823, 1186649.4402838212 4758523.141805824, 1186679.6922415535 4758577.567985658, 1187333.4893454209 4758577.567985658))",20959151.79827177,"-47.2264,167.5247"
4,5,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1192583.4893454209 4761608.656898903, 1193273.7118055068 4760413.1565295085, 1193257.6056245922 4760403.811221211, 1193201.453478443 4760363.540937955, 1193196.836773121 4760365.690800444, 1193099.5631263324 4760399.31851571, 1192999.348235122 4760422.769766706, 1192897.2536743889 4760435.7961346675, 1192834.6252086184 4760437.295608965, 1192823.7128671603 4760439.6105760615, 1192724.2035280943 4760455.529926472, 1192623.5972448015 4760461.35315932, 1192522.9157278398 4760457.021136563, 1192423.1814518068 4760442.577852208, 1192325.4072715607 4760418.169985523, 1192230.5861361413 4760384.045411437, 1192139.6810048393 4760340.55068323, 1192053.615067832 4760288.127513106, 1192046.1297678319 4760283.034013105, 1191964.4686069787 4760221.114542023, 1191889.5735688186 4760151.1624201825, 1191886.4574949902 4760147.587892566, 1191857.2191597836 4760154.008784619, 1191756.5702144862 4760165.615776748, 1191657.0685170651 4760166.95465082, 1191609.9148917268 4760173.973286035, 1191500.5298699297 4760178.158374642, 1191473.0175699308 4760177.703874643, 1191369.0110423218 4760170.550694535, 1191266.3144346264 4760152.60821592, 1191166.0439075723 4760124.07144709, 1191143.5227075722 4760116.372047089, 1191049.466081037 4760078.795804443, 1190959.6929211896 4760031.898013689, 1190875.1241770328 4759976.159781582, 1190796.6274074316 4759912.152905633, 1190752.1732665494 4759867.699155107, 1190741.3414866459 4759865.616083255, 1190661.3654866463 4759847.119583257, 1190556.130785849 4759816.620663293, 1190454.8643326703 4759774.792062652, 1190358.7817829181 4759722.135913876, 1190269.0365620947 4759659.284329088, 1190242.844762095 4759638.713929088, 1190168.0412364313 4759573.722120265, 1190100.0373271536 4759501.645973109, 1190039.5007988305 4759423.193239539, 1189987.0260900632 4759339.134286383, 1189943.1284763943 4759250.294530755, 1189908.2390105582 4759157.546334872, 1189882.700289758 4759061.8004398905, 1189866.7630915302 4758963.997022882, 1189860.5839112354 4758865.096464761, 1189864.2234253513 4758766.06991982, 1189877.6458956592 4758667.889779482, 1189900.7195201758 4758571.520123897, 1189933.2177273843 4758477.907255155, 1189974.8214010515 4758387.97040507, 1189986.39650105 4758365.890005072, 1190039.6809923395 4758276.004073607, 1190102.0541773646 4758192.16909596, 1190172.835020927 4758115.300442585, 1190180.5077209282 4758107.795642583, 1190252.3312257358 4758043.998500772, 1190329.944979093 4757987.387579247, 1190356.9108191119 4757971.439742135, 1190371.460714435 4757957.483130795, 1190429.2963144334 4757909.029830796, 1190508.761905287 4757848.930421276, 1190589.2321858904 4757799.832132338, 1190548.6999936558 4757754.319298536, 1190492.7351857522 4757678.032585812, 1190444.2305436858 4757596.79822141, 1190430.9650287386 4757568.884047613, 1190381.0229925832 4757508.651788261, 1190326.828075474 4757428.688153488, 1190304.7323593984 4757388.145584072, 1190280.3725340348 4757363.884793053, 1190225.6567578295 4757299.285627649, 1190176.6009452436 4757230.290007583, 1190156.9498452444 4757200.014707583, 1190100.8705641478 4757101.885181346, 1190056.222678549 4756998.05428036, 1190048.875078549 4756977.897980362, 1190021.758116675 4756891.5510353865, 1190002.5590240976 4756803.106027772, 1189996.7688038992 4756756.353841031, 1189993.7499148552 4756748.173887244, 1189969.2208434446 4756654.847984157, 1189953.8010225391 4756559.592387709, 1189947.6340322525 4756463.294060816, 1189949.9734649197 4756391.51352604, 1189871.6566592124 4756368.574545175, 1189780.9888895685 4756332.075714409, 1189694.3172635452 4756286.900075599, 1189612.4697386404 4756233.479182996, 1189536.2281886349 4756172.323356191, 1189466.3209345012 4756104.016805121, 1189403.415786893 4756029.21204923, 1189396.9251581633 4756020.679586933, 1189377.1037044984 4756001.666272107, 1189317.7095045003 4755938.369172108, 1189252.7789236205 4755861.808111522, 1189195.8515716847 4755779.122847218, 1189156.01363225 4755706.635584345, 1189121.6779398057 4755660.3981540445, 1189111.1967325949 4755642.856467674, 1189089.3785547598 4755668.932118865, 1189022.5518682334 4755735.044009687, 1188949.8125855168 4755794.5888238195, 1188939.7866855182 4755802.037423821, 1188933.5056806076 4755806.258400174, 1187333.4893454209 4758577.567985658, 1188042.496936531 4759805.605156412, 1188075.5781424972 4759807.704750582, 1188172.5709633739 4759823.526352536, 1188190.7926937162 4759828.373951477, 1188241.616696566 4759836.5694908155, 1188338.0465112503 4759862.19029704, 1188338.9232280634 4759862.519806156, 1188371.8697377266 4759861.144204993, 1188387.0134377265 4759861.195804993, 1188485.5677159247 4759866.401666295, 1188583.128883218 4759881.296812466, 1188678.7466892763 4759905.736164087, 1188771.4898121993 4759939.481680731, 1188816.0055122015 4759958.215280729, 1188899.7841272682 4759998.144348124, 1188979.5002266204 4760045.6683449, 1189054.4672006052 4760100.377938, 1189124.0393446751 4760161.801903477, 1189187.6174209593 4760229.411185248, 1189244.6538196125 4760302.62345194, 1189294.657275481 4760380.808112627, 1189337.19709946 4760463.291748224, 1189347.2386994585 4760485.202148225, 1189381.21016437 4760569.173812707, 1189407.4436468512 4760655.875054111, 1189414.5212540075 4760690.224761767, 1189417.8448555844 4760699.823621191, 1189442.601238544 4760814.106396062, 1189471.8778405292 4760866.922387268, 1189485.2560140216 4760898.125100457, 1189529.1508051986 4760986.985570652, 1189565.4256665262 4761085.087936237, 1189569.7714866698 4761102.140860529, 1189601.3442698433 4761145.5643942235, 1189615.2991698426 4761167.076794225, 1189664.542422099 4761251.8132981835, 1189705.2544718685 4761340.963183206, 1189734.6969711161 4761426.824833522, 1189752.7477740431 4761446.443071478, 1189809.573947156 4761521.215799486, 1189859.1349189342 4761600.989760656, 1189862.9523321015 4761608.656898903, 1192583.4893454209 4761608.656898903))",13585887.631197192,"-47.1929,167.5841"
6,6,1082531.7547305487,4880002.275301593,1094078.7654981362,4890002.279964096,5.05322,1093331_4885606,1.493,"POLYGON ((1192583.4893454209 4767670.834725394, 1194333.4893454209 4764639.745812149, 1192583.4893454209 4761608.656898904, 1189862.952332102 4761608.656898904, 1189900.9935529432 4761685.061334706, 1189934.7806487137 4761772.688995657, 1189960.1981981553 4761863.099852221, 1189977.0220140384 4761955.49646484, 1189979.376214039 4761973.074764838, 1189987.4362338516 4762066.093192805, 1189986.785742146 4762159.457900918, 1189977.4304095127 4762252.354992433, 1189959.451790053 4762343.974647, 1189933.0066104375 4762433.518180189, 1189898.3254036596 4762520.20500593, 1189855.7104993893 4762603.279441196, 1189805.533388446 4762682.017293579, 1189774.3900303473 4762722.0810395675, 1189775.5147804888 4762750.951590361, 1189775.3114804884 4762765.8958903635, 1189766.2523544787 4762887.273070441, 1189759.983201188 4762918.800361732, 1189787.9604085695 4762983.884538752, 1189817.1309147098 4763074.805332541, 1189837.496708667 4763168.093829196, 1189845.9601086674 4763218.246829196, 1189857.9220114076 4763321.754954768, 1189860.9248114058 4763369.406654767, 1189862.2888412361 4763467.379384381, 1189854.058264423 4763565.015309791, 1189836.3120987532 4763661.377075702, 1189831.0133987553 4763683.892375704, 1189801.060257562 4763786.314682071, 1189760.3635091884 4763884.962004289, 1189709.386588651 4763978.710994051, 1189663.397464371 4764045.245175495, 1189640.4177630313 4764105.262417262, 1189598.3245943447 4764190.129565892, 1189595.068983919 4764195.979750336, 1189574.21942124 4764247.490532294, 1189580.8211396062 4764254.547317445, 1189639.4433909063 4764330.717924266, 1189690.481999337 4764412.164778965, 1189733.4654431986 4764498.135432357, 1189767.996618669 4764587.835642009, 1189793.7565084582 4764680.43670987, 1189810.5071290596 4764775.083138225, 1189812.8611557283 4764804.814070924, 1189862.6035924552 4764842.0453310395, 1189934.282329262 4764907.441134057, 1189999.2858989765 4764979.475766609, 1190057.0023285889 4765057.471062079, 1190106.8882495216 4765140.692737473, 1190148.4740131486 4765228.357306291, 1190181.3681122793 4765319.639454628, 1190205.2608669843 4765413.679811046, 1190219.9273400626 4765509.593037089, 1190225.2294547022 4765606.47616226, 1190221.1172943974 4765703.417084993, 1190207.6295728856 4765799.503159588, 1190184.893269678 4765893.829788272, 1190153.1224346187 4765985.508937496, 1190112.6161727202 4766073.677498274, 1190063.755828256 4766157.50541189, 1190007.0013946116 4766236.203484449, 1189942.8871836984 4766309.030816691, 1189925.386323277 4766325.395886744, 1189946.9228508936 4766373.748338469, 1189977.7963668574 4766466.540558355, 1189999.4586302177 4766561.904683714, 1190011.7024724016 4766658.928693051, 1190014.4107985666 4766756.684690457, 1190007.5577074455 4766854.237779601, 1189995.8962425736 4766923.010686642, 1190007.4784059701 4766933.303980952, 1190009.1462422851 4766934.334890456, 1190086.598124641 4766993.341009799, 1190157.9443732523 4767059.599813059, 1190216.130755177 4767125.283514565, 1190259.5019642825 4767154.851300979, 1190334.5307672918 4767217.5596622, 1190403.07634548 4767287.29604839, 1190464.4832893447 4767363.393663946, 1190518.1644465758 4767445.124889352, 1190563.6065362077 4767531.708238432, 1190600.375056437 4767622.3158306535, 1190614.7308547425 4767670.834725394, 1192583.4893454209 4767670.834725394))",21078696.39288082,"-47.1456,167.6149"
