left,bottom,right,top,area_hex_s,Code,EA_Name,area_sqkm
1541525.433,5445002.539,1553072.444,5455002.543,5.05322,1565,"-41.09955, 172.37242",86.666
1541525.433,5455002.543,1553072.444,5465002.548,5.05322,1566,"-41.00947, 172.37328",86.666
1541525.433,5465002.548,1553072.444,5475002.553,5.05322,1567,"-40.91939, 172.37413",86.666
1541525.433,5475002.553,1553072.444,5485002.557,5.05322,1568,"-40.82931, 172.37498",86.666
1541525.433,5485002.557,1553072.444,5495002.562,5.05322,1569,"-40.74134, 172.3777",81.688
1541525.433,5495002.562,1553072.444,5505002.567,5.05322,1570,"-40.67061, 172.41217",15.316
1550185.691,5140002.397,1561732.702,5150002.401,5.05322,1571,"-43.82775, 172.44806",45.145
1550185.691,5150002.401,1561732.702,5160002.406,5.05322,1572,"-43.75671, 172.45292",86.668
1550185.691,5160002.406,1561732.702,5170002.411,5.05322,1573,"-43.66668, 172.45373",86.668
1550185.691,5170002.411,1561732.702,5180002.415,5.05322,1574,"-43.57664, 172.45455",86.668
1550185.691,5180002.415,1561732.702,5190002.42,5.05322,1575,"-43.4866, 172.45536",86.668
1550185.691,5190002.42,1561732.702,5200002.425,5.05322,1576,"-43.39656, 172.45617",86.668
1550185.691,5200002.425,1561732.702,5210002.429,5.05322,1577,"-43.30652, 172.45697",86.668
1550185.691,5210002.429,1561732.702,5220002.434,5.05322,1578,"-43.21648, 172.45777",86.668
1550185.691,5220002.434,1561732.702,5230002.438,5.05322,1579,"-43.12643, 172.45857",86.668
1550185.691,5230002.438,1561732.702,5240002.443,5.05322,1580,"-43.03639, 172.45936",86.668
1550185.691,5240002.443,1561732.702,5250002.448,5.05322,1581,"-42.94634, 172.46015",86.668
1550185.691,5250002.448,1561732.702,5260002.452,5.05322,1582,"-42.85629, 172.46093",86.668
1550185.691,5260002.452,1561732.702,5270002.457,5.05322,1583,"-42.76624, 172.46171",86.668
1550185.691,5270002.457,1561732.702,5280002.462,5.05322,1584,"-42.67619, 172.46249",86.668
1550185.691,5280002.462,1561732.702,5290002.466,5.05322,1585,"-42.58614, 172.46327",86.668
1550185.691,5290002.466,1561732.702,5300002.471,5.05322,1586,"-42.49608, 172.46404",86.668
1550185.691,5300002.471,1561732.702,5310002.476,5.05322,1587,"-42.40603, 172.4648",86.668
1550185.691,5310002.476,1561732.702,5320002.48,5.05322,1588,"-42.31597, 172.46557",86.668
1550185.691,5320002.48,1561732.702,5330002.485,5.05322,1589,"-42.22591, 172.46633",86.668
1550185.691,5330002.485,1561732.702,5340002.49,5.05322,1590,"-42.13585, 172.46709",86.668
1550185.691,5340002.49,1561732.702,5350002.494,5.05322,1591,"-42.04579, 172.46784",86.668
1550185.691,5350002.494,1561732.702,5360002.499,5.05322,1592,"-41.95573, 172.46859",86.668
1550185.691,5360002.499,1561732.702,5370002.504,5.05322,1593,"-41.86567, 172.46934",86.668
1550185.691,5370002.504,1561732.702,5380002.508,5.05322,1594,"-41.7756, 172.47008",86.668
1550185.691,5380002.508,1561732.702,5390002.513,5.05322,1595,"-41.68553, 172.47082",86.668
1550185.691,5390002.513,1561732.702,5400002.518,5.05322,1596,"-41.59546, 172.47155",86.668
1550185.691,5400002.518,1561732.702,5410002.522,5.05322,1597,"-41.50539, 172.47229",86.668
1550185.691,5410002.522,1561732.702,5420002.527,5.05322,1598,"-41.41532, 172.47302",86.668
1550185.691,5420002.527,1561732.702,5430002.532,5.05322,1599,"-41.32525, 172.47374",86.668
1550185.691,5430002.532,1561732.702,5440002.536,5.05322,1600,"-41.23518, 172.47447",86.668
1550185.691,5440002.536,1561732.702,5450002.541,5.05322,1601,"-41.1451, 172.47519",86.668
1550185.691,5450002.541,1561732.702,5460002.546,5.05322,1602,"-41.05502, 172.4759",86.668
1550185.691,5460002.546,1561732.702,5470002.55,5.05322,1603,"-40.96494, 172.47662",86.668
1550185.691,5470002.55,1561732.702,5480002.555,5.05322,1604,"-40.87486, 172.47733",86.668
1550185.691,5480002.555,1561732.702,5490002.56,5.05322,1605,"-40.78478, 172.47803",86.668
1550185.691,5490002.56,1561732.702,5500002.564,5.05322,1606,"-40.6947, 172.47874",86.668
1550185.691,5500002.564,1561732.702,5510002.569,5.05322,1607,"-40.6258, 172.49239",30.226
1558845.949,5145002.399,1570392.96,5155002.404,5.05322,1608,"-43.79852, 172.55939",79.221
1558845.949,5155002.404,1570392.96,5165002.408,5.05322,1609,"-43.71216, 172.56082",86.669
1558845.949,5165002.408,1570392.96,5175002.413,5.05322,1610,"-43.62212, 172.56148",86.669
1558845.949,5175002.413,1570392.96,5185002.418,5.05322,1611,"-43.53208, 172.56213",86.669
1558845.949,5185002.418,1570392.96,5195002.422,5.05322,1612,"-43.44204, 172.56278",86.669
1558845.949,5195002.422,1570392.96,5205002.427,5.05322,1613,"-43.352, 172.56343",86.669
1558845.949,5205002.427,1570392.96,5215002.431,5.05322,1614,"-43.26196, 172.56407",86.669
1558845.949,5215002.431,1570392.96,5225002.436,5.05322,1615,"-43.17191, 172.56471",86.669
1558845.949,5225002.436,1570392.96,5235002.441,5.05322,1616,"-43.08187, 172.56535",86.669
1558845.949,5235002.441,1570392.96,5245002.445,5.05322,1617,"-42.99182, 172.56599",86.669
1558845.949,5245002.445,1570392.96,5255002.45,5.05322,1618,"-42.90177, 172.56662",86.669
1558845.949,5255002.45,1570392.96,5265002.455,5.05322,1619,"-42.81172, 172.56725",86.669
1558845.949,5265002.455,1570392.96,5275002.459,5.05322,1620,"-42.72167, 172.56787",86.669
1558845.949,5275002.459,1570392.96,5285002.464,5.05322,1621,"-42.63161, 172.5685",86.669
1558845.949,5285002.464,1570392.96,5295002.469,5.05322,1622,"-42.54156, 172.56912",86.669
1558845.949,5295002.469,1570392.96,5305002.473,5.05322,1623,"-42.4515, 172.56974",86.669
1558845.949,5305002.473,1570392.96,5315002.478,5.05322,1624,"-42.36144, 172.57035",86.669
1558845.949,5315002.478,1570392.96,5325002.483,5.05322,1625,"-42.27138, 172.57096",86.669
1558845.949,5325002.483,1570392.96,5335002.487,5.05322,1626,"-42.18132, 172.57157",86.669
1558845.949,5335002.487,1570392.96,5345002.492,5.05322,1627,"-42.09126, 172.57218",86.669
1558845.949,5345002.492,1570392.96,5355002.497,5.05322,1628,"-42.0012, 172.57278",86.669
1558845.949,5355002.497,1570392.96,5365002.501,5.05322,1629,"-41.91113, 172.57338",86.669
1558845.949,5365002.501,1570392.96,5375002.506,5.05322,1630,"-41.82107, 172.57398",86.669
1558845.949,5375002.506,1570392.96,5385002.511,5.05322,1631,"-41.731, 172.57458",86.669
1558845.949,5385002.511,1570392.96,5395002.515,5.05322,1632,"-41.64093, 172.57517",86.669
1558845.949,5395002.515,1570392.96,5405002.52,5.05322,1633,"-41.55086, 172.57576",86.669
1558845.949,5405002.52,1570392.96,5415002.525,5.05322,1634,"-41.46079, 172.57635",86.669
1558845.949,5415002.525,1570392.96,5425002.529,5.05322,1635,"-41.37071, 172.57693",86.669
1558845.949,5425002.529,1570392.96,5435002.534,5.05322,1636,"-41.28064, 172.57752",86.669
1558845.949,5435002.534,1570392.96,5445002.539,5.05322,1637,"-41.19056, 172.57809",86.669
1558845.949,5445002.539,1570392.96,5455002.543,5.05322,1638,"-41.10048, 172.57867",86.669
1558845.949,5455002.543,1570392.96,5465002.548,5.05322,1639,"-41.01041, 172.57925",86.669
1558845.949,5465002.548,1570392.96,5475002.553,5.05322,1640,"-40.92033, 172.57982",86.669
1558845.949,5475002.553,1570392.96,5485002.557,5.05322,1641,"-40.83024, 172.58039",86.669
1558845.949,5485002.557,1570392.96,5495002.562,5.05322,1642,"-40.74016, 172.58095",86.669
1558845.949,5495002.562,1570392.96,5505002.567,5.05322,1643,"-40.65112, 172.58202",84.448
1558845.949,5505002.567,1570392.96,5515002.571,5.05322,1644,"-40.5666, 172.60047",34.348
1558845.949,6175002.879,1570392.96,6185002.884,5.05322,1645,"-34.47703, 172.64512",0.066
1558845.949,6185002.884,1570392.96,6195002.888,5.05322,1646,"-34.46818, 172.64208",0.446
1567506.207,5140002.397,1579053.218,5150002.401,5.05322,1647,"-43.81685, 172.66595",22.015
1567506.207,5150002.401,1579053.218,5160002.406,5.05322,1648,"-43.75754, 172.66807",86.67
1567506.207,5160002.406,1579053.218,5170002.411,5.05322,1649,"-43.67314, 172.66612",72.272
1567506.207,5170002.411,1579053.218,5180002.415,5.05322,1650,"-43.57518, 172.66708",79.753
1567506.207,5180002.415,1579053.218,5190002.42,5.05322,1651,"-43.48763, 172.66728",83.475
1567506.207,5190002.42,1579053.218,5200002.425,5.05322,1652,"-43.39763, 172.66348",76.897
1567506.207,5200002.425,1579053.218,5210002.429,5.05322,1653,"-43.30682, 172.66555",79.302
1567506.207,5210002.429,1579053.218,5220002.434,5.05322,1654,"-43.21729, 172.67102",86.67
1567506.207,5220002.434,1579053.218,5230002.438,5.05322,1655,"-43.12724, 172.6715",86.67
1567506.207,5230002.438,1579053.218,5240002.443,5.05322,1656,"-43.0372, 172.67198",86.67
1567506.207,5240002.443,1579053.218,5250002.448,5.05322,1657,"-42.94715, 172.67246",86.67
1567506.207,5250002.448,1579053.218,5260002.452,5.05322,1658,"-42.8571, 172.67293",86.67
1567506.207,5260002.452,1579053.218,5270002.457,5.05322,1659,"-42.76704, 172.67341",86.67
1567506.207,5270002.457,1579053.218,5280002.462,5.05322,1660,"-42.67699, 172.67388",86.67
1567506.207,5280002.462,1579053.218,5290002.466,5.05322,1661,"-42.58693, 172.67435",86.67
1567506.207,5290002.466,1579053.218,5300002.471,5.05322,1662,"-42.49688, 172.67482",86.67
1567506.207,5300002.471,1579053.218,5310002.476,5.05322,1663,"-42.40682, 172.67528",86.67
1567506.207,5310002.476,1579053.218,5320002.48,5.05322,1664,"-42.31676, 172.67575",86.67
1567506.207,5320002.48,1579053.218,5330002.485,5.05322,1665,"-42.2267, 172.67621",86.67
1567506.207,5330002.485,1579053.218,5340002.49,5.05322,1666,"-42.13664, 172.67667",86.67
1567506.207,5340002.49,1579053.218,5350002.494,5.05322,1667,"-42.04657, 172.67712",86.67
1567506.207,5350002.494,1579053.218,5360002.499,5.05322,1668,"-41.95651, 172.67758",86.67
1567506.207,5360002.499,1579053.218,5370002.504,5.05322,1669,"-41.86644, 172.67803",86.67
1567506.207,5370002.504,1579053.218,5380002.508,5.05322,1670,"-41.77637, 172.67848",86.67
1567506.207,5380002.508,1579053.218,5390002.513,5.05322,1671,"-41.6863, 172.67893",86.67
1567506.207,5390002.513,1579053.218,5400002.518,5.05322,1672,"-41.59623, 172.67938",86.67
1567506.207,5400002.518,1579053.218,5410002.522,5.05322,1673,"-41.50616, 172.67982",86.67
1567506.207,5410002.522,1579053.218,5420002.527,5.05322,1674,"-41.41609, 172.68027",86.67
1567506.207,5420002.527,1579053.218,5430002.532,5.05322,1675,"-41.32601, 172.68071",86.67
1567506.207,5430002.532,1579053.218,5440002.536,5.05322,1676,"-41.23593, 172.68115",86.67
1567506.207,5440002.536,1579053.218,5450002.541,5.05322,1677,"-41.14586, 172.68158",86.67
1567506.207,5450002.541,1579053.218,5460002.546,5.05322,1678,"-41.05578, 172.68202",86.67
1567506.207,5460002.546,1579053.218,5470002.55,5.05322,1679,"-40.96569, 172.68245",86.67
1567506.207,5470002.55,1579053.218,5480002.555,5.05322,1680,"-40.87561, 172.68288",86.67
1567506.207,5480002.555,1579053.218,5490002.56,5.05322,1681,"-40.78668, 172.6817",83.38
1567506.207,5490002.56,1579053.218,5500002.564,5.05322,1682,"-40.70181, 172.65782",40.625
1567506.207,5500002.564,1579053.218,5510002.569,5.05322,1683,"-40.60076, 172.65891",43.18
1567506.207,5510002.569,1579053.218,5520002.574,5.05322,1684,"-40.52924, 172.68374",50.297
1567506.207,6170002.877,1579053.218,6180002.881,5.05322,1685,"-34.52985, 172.73406",4.313
1567506.207,6180002.881,1579053.218,6190002.886,5.05322,1686,"-34.47374, 172.71652",68.686
1567506.207,6190002.886,1579053.218,6200002.891,5.05322,1687,"-34.42821, 172.68943",1.628
1576166.465,5135002.394,1587713.476,5145002.399,5.05322,1688,"-43.86181, 172.79903",11.217
1576166.465,5145002.399,1587713.476,5155002.404,5.05322,1689,"-43.80244, 172.7759",85.752
1576166.465,5155002.404,1587713.476,5165002.408,5.05322,1690,"-43.71278, 172.77582",86.671
1576166.465,5165002.408,1587713.476,5175002.413,5.05322,1691,"-43.62909, 172.77329",54.814
1576166.465,5175002.413,1587713.476,5185002.418,5.05322,1692,"-43.54481, 172.73623",12.701
1576166.465,5185002.418,1587713.476,5195002.422,5.05322,1693,"-43.44391, 172.71221",1.129
1576166.465,5195002.422,1587713.476,5205002.427,5.05322,1694,"-43.35226, 172.70878",0.211
1576166.465,5205002.427,1587713.476,5215002.431,5.05322,1695,"-43.24663, 172.72912",7.898
1576166.465,5215002.431,1587713.476,5225002.436,5.05322,1696,"-43.16392, 172.75666",48.366
1576166.465,5225002.436,1587713.476,5235002.441,5.05322,1697,"-43.08248, 172.77813",86.671
1576166.465,5235002.441,1587713.476,5245002.445,5.05322,1698,"-42.99243, 172.77845",86.671
1576166.465,5245002.445,1587713.476,5255002.45,5.05322,1699,"-42.90238, 172.77878",86.671
1576166.465,5255002.45,1587713.476,5265002.455,5.05322,1700,"-42.81232, 172.7791",86.671
1576166.465,5265002.455,1587713.476,5275002.459,5.05322,1701,"-42.72227, 172.77942",86.671
1576166.465,5275002.459,1587713.476,5285002.464,5.05322,1702,"-42.63221, 172.77974",86.671
1576166.465,5285002.464,1587713.476,5295002.469,5.05322,1703,"-42.54216, 172.78005",86.671
1576166.465,5295002.469,1587713.476,5305002.473,5.05322,1704,"-42.4521, 172.78037",86.671
1576166.465,5305002.473,1587713.476,5315002.478,5.05322,1705,"-42.36204, 172.78068",86.671
1576166.465,5315002.478,1587713.476,5325002.483,5.05322,1706,"-42.27198, 172.781",86.671
1576166.465,5325002.483,1587713.476,5335002.487,5.05322,1707,"-42.18191, 172.78131",86.671
1576166.465,5335002.487,1587713.476,5345002.492,5.05322,1708,"-42.09185, 172.78162",86.671
1576166.465,5345002.492,1587713.476,5355002.497,5.05322,1709,"-42.00179, 172.78192",86.671
1576166.465,5355002.497,1587713.476,5365002.501,5.05322,1710,"-41.91172, 172.78223",86.671
1576166.465,5365002.501,1587713.476,5375002.506,5.05322,1711,"-41.82165, 172.78254",86.671
1576166.465,5375002.506,1587713.476,5385002.511,5.05322,1712,"-41.73158, 172.78284",86.671
1576166.465,5385002.511,1587713.476,5395002.515,5.05322,1713,"-41.64151, 172.78314",86.671
1576166.465,5395002.515,1587713.476,5405002.52,5.05322,1714,"-41.55144, 172.78344",86.671
1576166.465,5405002.52,1587713.476,5415002.525,5.05322,1715,"-41.46136, 172.78374",86.671
1576166.465,5415002.525,1587713.476,5425002.529,5.05322,1716,"-41.37129, 172.78404",86.671
1576166.465,5425002.529,1587713.476,5435002.534,5.05322,1717,"-41.28121, 172.78434",86.671
1576166.465,5435002.534,1587713.476,5445002.539,5.05322,1718,"-41.19113, 172.78464",86.671
1576166.465,5445002.539,1587713.476,5455002.543,5.05322,1719,"-41.10105, 172.78493",86.671
1576166.465,5455002.543,1587713.476,5465002.548,5.05322,1720,"-41.01097, 172.78522",86.671
1576166.465,5465002.548,1587713.476,5475002.553,5.05322,1721,"-40.92089, 172.78552",86.671
1576166.465,5475002.553,1587713.476,5485002.557,5.05322,1722,"-40.83783, 172.77815",67.157
1576166.465,5485002.557,1587713.476,5495002.562,5.05322,1723,"-40.78386, 172.75142",0.082
1576166.465,5505002.567,1587713.476,5515002.571,5.05322,1724,"-40.51588, 172.75333",0.017
1576166.465,5515002.571,1587713.476,5525002.576,5.05322,1725,"-40.50952, 172.79022",6.524
1576166.465,6165002.874,1587713.476,6175002.879,5.05322,1726,"-34.59199, 172.82967",24.154
1576166.465,6175002.879,1587713.476,6185002.884,5.05322,1727,"-34.52126, 172.80336",86.158
1576166.465,6185002.884,1587713.476,6195002.888,5.05322,1728,"-34.45825, 172.80844",26.277
1584826.723,5130002.392,1596373.734,5140002.397,5.05322,1729,"-43.89501, 172.89078",0.879
1584826.723,5140002.397,1596373.734,5150002.401,5.05322,1730,"-43.84873, 172.87415",69.347
1584826.723,5150002.401,1596373.734,5160002.406,5.05322,1731,"-43.75661, 172.87857",78.536
1584826.723,5160002.406,1596373.734,5170002.411,5.05322,1732,"-43.67002, 172.88176",76.604
1584826.723,5170002.411,1596373.734,5180002.415,5.05322,1733,"-43.61599, 172.86822",5.297
1584826.723,5220002.434,1596373.734,5230002.438,5.05322,1734,"-43.10332, 172.86246",24.176
1584826.723,5230002.438,1596373.734,5240002.443,5.05322,1735,"-43.03761, 172.88461",86.672
1584826.723,5240002.443,1596373.734,5250002.448,5.05322,1736,"-42.94756, 172.88478",86.672
1584826.723,5250002.448,1596373.734,5260002.452,5.05322,1737,"-42.8575, 172.88494",86.672
1584826.723,5260002.452,1596373.734,5270002.457,5.05322,1738,"-42.76745, 172.88511",86.672
1584826.723,5270002.457,1596373.734,5280002.462,5.05322,1739,"-42.6774, 172.88528",86.672
1584826.723,5280002.462,1596373.734,5290002.466,5.05322,1740,"-42.58734, 172.88544",86.672
1584826.723,5290002.466,1596373.734,5300002.471,5.05322,1741,"-42.49728, 172.88561",86.672
1584826.723,5300002.471,1596373.734,5310002.476,5.05322,1742,"-42.40722, 172.88577",86.672
1584826.723,5310002.476,1596373.734,5320002.48,5.05322,1743,"-42.31716, 172.88593",86.672
1584826.723,5320002.48,1596373.734,5330002.485,5.05322,1744,"-42.2271, 172.88609",86.672
1584826.723,5330002.485,1596373.734,5340002.49,5.05322,1745,"-42.13703, 172.88626",86.672
1584826.723,5340002.49,1596373.734,5350002.494,5.05322,1746,"-42.04697, 172.88642",86.672
1584826.723,5350002.494,1596373.734,5360002.499,5.05322,1747,"-41.9569, 172.88658",86.672
1584826.723,5360002.499,1596373.734,5370002.504,5.05322,1748,"-41.86684, 172.88674",86.672
1584826.723,5370002.504,1596373.734,5380002.508,5.05322,1749,"-41.77677, 172.88689",86.672
1584826.723,5380002.508,1596373.734,5390002.513,5.05322,1750,"-41.6867, 172.88705",86.672
1584826.723,5390002.513,1596373.734,5400002.518,5.05322,1751,"-41.59662, 172.88721",86.672
1584826.723,5400002.518,1596373.734,5410002.522,5.05322,1752,"-41.50655, 172.88737",86.672
1584826.723,5410002.522,1596373.734,5420002.527,5.05322,1753,"-41.41647, 172.88752",86.672
1584826.723,5420002.527,1596373.734,5430002.532,5.05322,1754,"-41.3264, 172.88768",86.672
1584826.723,5430002.532,1596373.734,5440002.536,5.05322,1755,"-41.23632, 172.88783",86.672
1584826.723,5440002.536,1596373.734,5450002.541,5.05322,1756,"-41.14624, 172.88799",86.672
1584826.723,5450002.541,1596373.734,5460002.546,5.05322,1757,"-41.05616, 172.88814",86.672
1584826.723,5460002.546,1596373.734,5470002.55,5.05322,1758,"-40.96608, 172.88829",86.672
1584826.723,5470002.55,1596373.734,5480002.555,5.05322,1759,"-40.87656, 172.88878",85.499
1584826.723,5480002.555,1596373.734,5490002.56,5.05322,1760,"-40.81905, 172.91698",5.985
1584826.723,5510002.569,1596373.734,5520002.574,5.05322,1761,"-40.51672, 172.88504",9.089
1584826.723,6150002.867,1596373.734,6160002.872,5.05322,1762,"-34.72217, 172.93705",5.332
1584826.723,6160002.872,1596373.734,6170002.877,5.05322,1763,"-34.65032, 172.90924",61.778
1584826.723,6170002.877,1596373.734,6180002.881,5.05322,1764,"-34.57246, 172.89223",65.784
1584826.723,6180002.881,1596373.734,6190002.886,5.05322,1765,"-34.47288, 172.8949",73.79
1584826.723,6190002.886,1596373.734,6200002.891,5.05322,1766,"-34.42459, 172.89344",9.2
1593486.981,5135002.394,1605033.992,5145002.399,5.05322,1767,"-43.86862, 172.98376",27.892
1593486.981,5145002.399,1605033.992,5155002.404,5.05322,1768,"-43.80408, 172.99901",73.719
1593486.981,5155002.404,1605033.992,5165002.408,5.05322,1769,"-43.71331, 172.99076",86.032
1593486.981,5165002.408,1605033.992,5175002.413,5.05322,1770,"-43.65137, 172.97452",19.001
1593486.981,5225002.436,1605033.992,5235002.441,5.05322,1771,"-43.05962, 172.97429",30.795
1593486.981,5235002.441,1605033.992,5245002.445,5.05322,1772,"-42.99264, 172.99093",86.672
1593486.981,5245002.445,1605033.992,5255002.45,5.05322,1773,"-42.90259, 172.99094",86.672
1593486.981,5255002.45,1605033.992,5265002.455,5.05322,1774,"-42.81254, 172.99095",86.672
1593486.981,5265002.455,1605033.992,5275002.459,5.05322,1775,"-42.72248, 172.99097",86.672
1593486.981,5275002.459,1605033.992,5285002.464,5.05322,1776,"-42.63242, 172.99098",86.672
1593486.981,5285002.464,1605033.992,5295002.469,5.05322,1777,"-42.54237, 172.99099",86.672
1593486.981,5295002.469,1605033.992,5305002.473,5.05322,1778,"-42.45231, 172.99101",86.672
1593486.981,5305002.473,1605033.992,5315002.478,5.05322,1779,"-42.36225, 172.99102",86.672
1593486.981,5315002.478,1605033.992,5325002.483,5.05322,1780,"-42.27219, 172.99103",86.672
1593486.981,5325002.483,1605033.992,5335002.487,5.05322,1781,"-42.18212, 172.99105",86.672
1593486.981,5335002.487,1605033.992,5345002.492,5.05322,1782,"-42.09206, 172.99106",86.672
1593486.981,5345002.492,1605033.992,5355002.497,5.05322,1783,"-42.00199, 172.99107",86.672
1593486.981,5355002.497,1605033.992,5365002.501,5.05322,1784,"-41.91193, 172.99108",86.672
1593486.981,5365002.501,1605033.992,5375002.506,5.05322,1785,"-41.82186, 172.9911",86.672
1593486.981,5375002.506,1605033.992,5385002.511,5.05322,1786,"-41.73179, 172.99111",86.672
1593486.981,5385002.511,1605033.992,5395002.515,5.05322,1787,"-41.64171, 172.99112",86.672
1593486.981,5395002.515,1605033.992,5405002.52,5.05322,1788,"-41.55164, 172.99113",86.672
1593486.981,5405002.52,1605033.992,5415002.525,5.05322,1789,"-41.46157, 172.99114",86.672
1593486.981,5415002.525,1605033.992,5425002.529,5.05322,1790,"-41.37149, 172.99116",86.672
1593486.981,5425002.529,1605033.992,5435002.534,5.05322,1791,"-41.28141, 172.99117",86.672
1593486.981,5435002.534,1605033.992,5445002.539,5.05322,1792,"-41.19269, 172.98922",82.72
1593486.981,5445002.539,1605033.992,5455002.543,5.05322,1793,"-41.10267, 172.97999",67.498
1593486.981,5455002.543,1605033.992,5465002.548,5.05322,1794,"-41.00947, 172.97939",66.508
1593486.981,5465002.548,1605033.992,5475002.553,5.05322,1795,"-40.92111, 172.99086",86.183
1593486.981,5475002.553,1605033.992,5485002.557,5.05322,1796,"-40.83493, 172.97721",56.637
1593486.981,5485002.557,1605033.992,5495002.562,5.05322,1797,"-40.78406, 172.98434",0.771
1593486.981,5505002.567,1605033.992,5515002.571,5.05322,1798,"-40.5382, 172.98608",5.734
1593486.981,6145002.865,1605033.992,6155002.87,5.05322,1799,"-34.77992, 173.01177",42.498
1593486.981,6155002.87,1605033.992,6165002.874,5.05322,1800,"-34.702, 172.99193",86.672
1593486.981,6165002.874,1605033.992,6175002.879,5.05322,1801,"-34.62188, 172.97845",47.11
1593486.981,6175002.879,1605033.992,6185002.884,5.05322,1802,"-34.51714, 172.97868",30.065
1593486.981,6185002.884,1605033.992,6195002.888,5.05322,1803,"-34.43811, 172.98384",44.667
1602147.239,5140002.397,1613694.25,5150002.401,5.05322,1804,"-43.82945, 173.06678",22.529
1602147.239,5150002.401,1613694.25,5160002.406,5.05322,1805,"-43.75835, 173.08078",57.896
1602147.239,5160002.406,1613694.25,5170002.411,5.05322,1806,"-43.69049, 173.06627",16.612
1602147.239,5230002.438,1613694.25,5240002.443,5.05322,1807,"-43.0193, 173.0756",33.416
1602147.239,5240002.443,1613694.25,5250002.448,5.05322,1808,"-42.94757, 173.09709",86.672
1602147.239,5250002.448,1613694.25,5260002.452,5.05322,1809,"-42.85752, 173.09695",86.672
1602147.239,5260002.452,1613694.25,5270002.457,5.05322,1810,"-42.76747, 173.09681",86.672
1602147.239,5270002.457,1613694.25,5280002.462,5.05322,1811,"-42.67741, 173.09667",86.672
1602147.239,5280002.462,1613694.25,5290002.466,5.05322,1812,"-42.58736, 173.09653",86.672
1602147.239,5290002.466,1613694.25,5300002.471,5.05322,1813,"-42.4973, 173.09639",86.672
1602147.239,5300002.471,1613694.25,5310002.476,5.05322,1814,"-42.40724, 173.09626",86.672
1602147.239,5310002.476,1613694.25,5320002.48,5.05322,1815,"-42.31718, 173.09612",86.672
1602147.239,5320002.48,1613694.25,5330002.485,5.05322,1816,"-42.22711, 173.09598",86.672
1602147.239,5330002.485,1613694.25,5340002.49,5.05322,1817,"-42.13705, 173.09585",86.672
1602147.239,5340002.49,1613694.25,5350002.494,5.05322,1818,"-42.04699, 173.09571",86.672
1602147.239,5350002.494,1613694.25,5360002.499,5.05322,1819,"-41.95692, 173.09558",86.672
1602147.239,5360002.499,1613694.25,5370002.504,5.05322,1820,"-41.86685, 173.09544",86.672
1602147.239,5370002.504,1613694.25,5380002.508,5.05322,1821,"-41.77678, 173.09531",86.672
1602147.239,5380002.508,1613694.25,5390002.513,5.05322,1822,"-41.68671, 173.09518",86.672
1602147.239,5390002.513,1613694.25,5400002.518,5.05322,1823,"-41.59664, 173.09504",86.672
1602147.239,5400002.518,1613694.25,5410002.522,5.05322,1824,"-41.50657, 173.09491",86.672
1602147.239,5410002.522,1613694.25,5420002.527,5.05322,1825,"-41.41649, 173.09478",86.672
1602147.239,5420002.527,1613694.25,5430002.532,5.05322,1826,"-41.32743, 173.0943",84.602
1602147.239,5430002.532,1613694.25,5440002.536,5.05322,1827,"-41.24285, 173.07308",42.61
1602147.239,5440002.536,1613694.25,5450002.541,5.05322,1828,"-41.17304, 173.05067",2.647
1602147.239,5460002.546,1613694.25,5470002.55,5.05322,1829,"-40.96008, 173.04782",9.183
1602147.239,5470002.55,1613694.25,5480002.555,5.05322,1830,"-40.87979, 173.04732",11.279
1602147.239,6090002.839,1613694.25,6100002.844,5.05322,1831,"-35.24886, 173.11965",0.832
1602147.239,6100002.844,1613694.25,6110002.849,5.05322,1832,"-35.19847, 173.10377",42.074
1602147.239,6130002.858,1613694.25,6140002.863,5.05322,1833,"-34.91273, 173.11571",27.136
1602147.239,6140002.863,1613694.25,6150002.867,5.05322,1834,"-34.83663, 173.08803",76.752
1602147.239,6150002.867,1613694.25,6160002.872,5.05322,1835,"-34.75237, 173.07528",60.047
1602147.239,6160002.872,1613694.25,6170002.877,5.05322,1836,"-34.67792, 173.04005",1.721
1602147.239,6190002.886,1613694.25,6200002.891,5.05322,1837,"-34.41076, 173.04359",0.396
1610807.497,5235002.441,1622354.508,5245002.445,5.05322,1838,"-42.9632, 173.1867",19.64
1610807.497,5245002.445,1622354.508,5255002.45,5.05322,1839,"-42.90241, 173.20311",86.671
1610807.497,5255002.45,1622354.508,5265002.455,5.05322,1840,"-42.81236, 173.20281",86.671
1610807.497,5265002.455,1622354.508,5275002.459,5.05322,1841,"-42.7223, 173.20252",86.671
1610807.497,5275002.459,1622354.508,5285002.464,5.05322,1842,"-42.63225, 173.20223",86.671
1610807.497,5285002.464,1622354.508,5295002.469,5.05322,1843,"-42.54219, 173.20193",86.671
1610807.497,5295002.469,1622354.508,5305002.473,5.05322,1844,"-42.45213, 173.20164",86.671
1610807.497,5305002.473,1622354.508,5315002.478,5.05322,1845,"-42.36207, 173.20136",86.671
1610807.497,5315002.478,1622354.508,5325002.483,5.05322,1846,"-42.27201, 173.20107",86.671
1610807.497,5325002.483,1622354.508,5335002.487,5.05322,1847,"-42.18195, 173.20078",86.671
1610807.497,5335002.487,1622354.508,5345002.492,5.05322,1848,"-42.09188, 173.2005",86.671
1610807.497,5345002.492,1622354.508,5355002.497,5.05322,1849,"-42.00182, 173.20022",86.671
