left,bottom,right,top,area_hex_s,Code,EA_Name,area_sqkm
1359660.013,5090002.373,1371207.024,5100002.378,5.05322,874,"-44.26042, 170.06144",86.555
1359660.013,5100002.378,1371207.024,5110002.383,5.05322,875,"-44.17051, 170.06591",86.555
1359660.013,5110002.383,1371207.024,5120002.387,5.05322,876,"-44.08059, 170.07036",86.555
1359660.013,5120002.387,1371207.024,5130002.392,5.05322,877,"-43.99067, 170.07479",86.555
1359660.013,5130002.392,1371207.024,5140002.397,5.05322,878,"-43.90075, 170.0792",86.555
1359660.013,5140002.397,1371207.024,5150002.401,5.05322,879,"-43.81083, 170.08359",86.555
1359660.013,5150002.401,1371207.024,5160002.406,5.05322,880,"-43.72091, 170.08796",86.555
1359660.013,5160002.406,1371207.024,5170002.411,5.05322,881,"-43.63099, 170.09231",86.555
1359660.013,5170002.411,1371207.024,5180002.415,5.05322,882,"-43.54106, 170.09664",86.555
1359660.013,5180002.415,1371207.024,5190002.42,5.05322,883,"-43.45113, 170.10095",86.555
1359660.013,5190002.42,1371207.024,5200002.425,5.05322,884,"-43.36121, 170.10524",86.555
1359660.013,5200002.425,1371207.024,5210002.429,5.05322,885,"-43.28051, 170.12212",58.62
1359660.013,5210002.429,1371207.024,5220002.434,5.05322,886,"-43.22679, 170.14631",0.018
1368320.271,4875002.273,1379867.282,4885002.278,5.05322,887,"-46.18342, 170.06007",54.137
1368320.271,4885002.278,1379867.282,4895002.282,5.05322,888,"-46.10616, 170.07689",86.563
1368320.271,4895002.282,1379867.282,4905002.287,5.05322,889,"-46.01628, 170.08163",86.563
1368320.271,4905002.287,1379867.282,4915002.292,5.05322,890,"-45.92639, 170.08636",86.563
1368320.271,4915002.292,1379867.282,4925002.296,5.05322,891,"-45.8365, 170.09105",86.563
1368320.271,4925002.296,1379867.282,4935002.301,5.05322,892,"-45.74661, 170.09573",86.563
1368320.271,4935002.301,1379867.282,4945002.306,5.05322,893,"-45.65672, 170.10039",86.563
1368320.271,4945002.306,1379867.282,4955002.31,5.05322,894,"-45.56683, 170.10502",86.563
1368320.271,4955002.31,1379867.282,4965002.315,5.05322,895,"-45.47693, 170.10963",86.563
1368320.271,4965002.315,1379867.282,4975002.32,5.05322,896,"-45.38703, 170.11422",86.563
1368320.271,4975002.32,1379867.282,4985002.324,5.05322,897,"-45.29713, 170.11879",86.563
1368320.271,4985002.324,1379867.282,4995002.329,5.05322,898,"-45.20723, 170.12333",86.563
1368320.271,4995002.329,1379867.282,5005002.334,5.05322,899,"-45.11733, 170.12786",86.563
1368320.271,5005002.334,1379867.282,5015002.338,5.05322,900,"-45.02742, 170.13236",86.563
1368320.271,5015002.338,1379867.282,5025002.343,5.05322,901,"-44.93751, 170.13684",86.563
1368320.271,5025002.343,1379867.282,5035002.348,5.05322,902,"-44.84761, 170.1413",86.563
1368320.271,5035002.348,1379867.282,5045002.352,5.05322,903,"-44.7577, 170.14574",86.563
1368320.271,5045002.352,1379867.282,5055002.357,5.05322,904,"-44.66778, 170.15016",86.563
1368320.271,5055002.357,1379867.282,5065002.362,5.05322,905,"-44.57787, 170.15456",86.563
1368320.271,5065002.362,1379867.282,5075002.366,5.05322,906,"-44.48795, 170.15894",86.563
1368320.271,5075002.366,1379867.282,5085002.371,5.05322,907,"-44.39804, 170.1633",86.563
1368320.271,5085002.371,1379867.282,5095002.376,5.05322,908,"-44.30812, 170.16764",86.563
1368320.271,5095002.376,1379867.282,5105002.38,5.05322,909,"-44.2182, 170.17195",86.563
1368320.271,5105002.38,1379867.282,5115002.385,5.05322,910,"-44.12827, 170.17625",86.563
1368320.271,5115002.385,1379867.282,5125002.39,5.05322,911,"-44.03835, 170.18053",86.563
1368320.271,5125002.39,1379867.282,5135002.394,5.05322,912,"-43.94842, 170.18479",86.563
1368320.271,5135002.394,1379867.282,5145002.399,5.05322,913,"-43.85849, 170.18902",86.563
1368320.271,5145002.399,1379867.282,5155002.404,5.05322,914,"-43.76857, 170.19324",86.563
1368320.271,5155002.404,1379867.282,5165002.408,5.05322,915,"-43.67863, 170.19744",86.563
1368320.271,5165002.408,1379867.282,5175002.413,5.05322,916,"-43.5887, 170.20162",86.563
1368320.271,5175002.413,1379867.282,5185002.418,5.05322,917,"-43.49877, 170.20578",86.563
1368320.271,5185002.418,1379867.282,5195002.422,5.05322,918,"-43.40883, 170.20992",86.563
1368320.271,5195002.422,1379867.282,5205002.427,5.05322,919,"-43.31889, 170.21404",86.563
1368320.271,5205002.427,1379867.282,5215002.431,5.05322,920,"-43.23063, 170.22074",81.563
1368320.271,5215002.431,1379867.282,5225002.436,5.05322,921,"-43.15202, 170.25166",32.489
1376980.529,4880002.275,1388527.54,4890002.28,5.05322,922,"-46.13905, 170.15158",25.646
1376980.529,4890002.28,1388527.54,4900002.285,5.05322,923,"-46.06033, 170.17125",55.7
1376980.529,4900002.285,1388527.54,4910002.289,5.05322,924,"-45.97413, 170.19565",86.571
1376980.529,4910002.289,1388527.54,4920002.294,5.05322,925,"-45.88424, 170.20018",86.571
1376980.529,4920002.294,1388527.54,4930002.299,5.05322,926,"-45.79434, 170.20469",86.571
1376980.529,4930002.299,1388527.54,4940002.303,5.05322,927,"-45.70444, 170.20917",86.571
1376980.529,4940002.303,1388527.54,4950002.308,5.05322,928,"-45.61453, 170.21364",86.571
1376980.529,4950002.308,1388527.54,4960002.313,5.05322,929,"-45.52463, 170.21808",86.571
1376980.529,4960002.313,1388527.54,4970002.317,5.05322,930,"-45.43472, 170.22251",86.571
1376980.529,4970002.317,1388527.54,4980002.322,5.05322,931,"-45.34482, 170.22691",86.571
1376980.529,4980002.322,1388527.54,4990002.327,5.05322,932,"-45.25491, 170.2313",86.571
1376980.529,4990002.327,1388527.54,5000002.331,5.05322,933,"-45.165, 170.23566",86.571
1376980.529,5000002.331,1388527.54,5010002.336,5.05322,934,"-45.07508, 170.24",86.571
1376980.529,5010002.336,1388527.54,5020002.341,5.05322,935,"-44.98517, 170.24432",86.571
1376980.529,5020002.341,1388527.54,5030002.345,5.05322,936,"-44.89525, 170.24862",86.571
1376980.529,5030002.345,1388527.54,5040002.35,5.05322,937,"-44.80534, 170.2529",86.571
1376980.529,5040002.35,1388527.54,5050002.355,5.05322,938,"-44.71542, 170.25716",86.571
1376980.529,5050002.355,1388527.54,5060002.359,5.05322,939,"-44.6255, 170.2614",86.571
1376980.529,5060002.359,1388527.54,5070002.364,5.05322,940,"-44.53557, 170.26562",86.571
1376980.529,5070002.364,1388527.54,5080002.369,5.05322,941,"-44.44565, 170.26983",86.571
1376980.529,5080002.369,1388527.54,5090002.373,5.05322,942,"-44.35572, 170.27401",86.571
1376980.529,5090002.373,1388527.54,5100002.378,5.05322,943,"-44.26579, 170.27817",86.571
1376980.529,5100002.378,1388527.54,5110002.383,5.05322,944,"-44.17586, 170.28231",86.571
1376980.529,5110002.383,1388527.54,5120002.387,5.05322,945,"-44.08593, 170.28644",86.571
1376980.529,5120002.387,1388527.54,5130002.392,5.05322,946,"-43.996, 170.29054",86.571
1376980.529,5130002.392,1388527.54,5140002.397,5.05322,947,"-43.90606, 170.29463",86.571
1376980.529,5140002.397,1388527.54,5150002.401,5.05322,948,"-43.81613, 170.29869",86.571
1376980.529,5150002.401,1388527.54,5160002.406,5.05322,949,"-43.72619, 170.30274",86.571
1376980.529,5160002.406,1388527.54,5170002.411,5.05322,950,"-43.63625, 170.30677",86.571
1376980.529,5170002.411,1388527.54,5180002.415,5.05322,951,"-43.5463, 170.31078",86.571
1376980.529,5180002.415,1388527.54,5190002.42,5.05322,952,"-43.45636, 170.31477",86.571
1376980.529,5190002.42,1388527.54,5200002.425,5.05322,953,"-43.36641, 170.31875",86.571
1376980.529,5200002.425,1388527.54,5210002.429,5.05322,954,"-43.27647, 170.3227",86.571
1376980.529,5210002.429,1388527.54,5220002.434,5.05322,955,"-43.18652, 170.32664",86.571
1376980.529,5220002.434,1388527.54,5230002.438,5.05322,956,"-43.11426, 170.34172",44.455
1385640.787,4895002.282,1397187.798,4905002.287,5.05322,957,"-45.99402, 170.25798",2.747
1385640.787,4905002.287,1397187.798,4915002.292,5.05322,958,"-45.92482, 170.30331",69.133
1385640.787,4915002.292,1397187.798,4925002.296,5.05322,959,"-45.84196, 170.31383",86.579
1385640.787,4925002.296,1397187.798,4935002.301,5.05322,960,"-45.75205, 170.31815",86.579
1385640.787,4935002.301,1397187.798,4945002.306,5.05322,961,"-45.66214, 170.32245",86.579
1385640.787,4945002.306,1397187.798,4955002.31,5.05322,962,"-45.57223, 170.32673",86.579
1385640.787,4955002.31,1397187.798,4965002.315,5.05322,963,"-45.48232, 170.33099",86.579
1385640.787,4965002.315,1397187.798,4975002.32,5.05322,964,"-45.39241, 170.33522",86.579
1385640.787,4975002.32,1397187.798,4985002.324,5.05322,965,"-45.30249, 170.33944",86.579
1385640.787,4985002.324,1397187.798,4995002.329,5.05322,966,"-45.21257, 170.34364",86.579
1385640.787,4995002.329,1397187.798,5005002.334,5.05322,967,"-45.12265, 170.34782",86.579
1385640.787,5005002.334,1397187.798,5015002.338,5.05322,968,"-45.03273, 170.35198",86.579
1385640.787,5015002.338,1397187.798,5025002.343,5.05322,969,"-44.94281, 170.35612",86.579
1385640.787,5025002.343,1397187.798,5035002.348,5.05322,970,"-44.85288, 170.36024",86.579
1385640.787,5035002.348,1397187.798,5045002.352,5.05322,971,"-44.76295, 170.36434",86.579
1385640.787,5045002.352,1397187.798,5055002.357,5.05322,972,"-44.67303, 170.36842",86.579
1385640.787,5055002.357,1397187.798,5065002.362,5.05322,973,"-44.58309, 170.37249",86.579
1385640.787,5065002.362,1397187.798,5075002.366,5.05322,974,"-44.49316, 170.37653",86.579
1385640.787,5075002.366,1397187.798,5085002.371,5.05322,975,"-44.40323, 170.38056",86.579
1385640.787,5085002.371,1397187.798,5095002.376,5.05322,976,"-44.31329, 170.38456",86.579
1385640.787,5095002.376,1397187.798,5105002.38,5.05322,977,"-44.22336, 170.38855",86.579
1385640.787,5105002.38,1397187.798,5115002.385,5.05322,978,"-44.13342, 170.39252",86.579
1385640.787,5115002.385,1397187.798,5125002.39,5.05322,979,"-44.04348, 170.39647",86.579
1385640.787,5125002.39,1397187.798,5135002.394,5.05322,980,"-43.95354, 170.4004",86.579
1385640.787,5135002.394,1397187.798,5145002.399,5.05322,981,"-43.86359, 170.40432",86.579
1385640.787,5145002.399,1397187.798,5155002.404,5.05322,982,"-43.77365, 170.40821",86.579
1385640.787,5155002.404,1397187.798,5165002.408,5.05322,983,"-43.6837, 170.41209",86.579
1385640.787,5165002.408,1397187.798,5175002.413,5.05322,984,"-43.59375, 170.41595",86.579
1385640.787,5175002.413,1397187.798,5185002.418,5.05322,985,"-43.5038, 170.4198",86.579
1385640.787,5185002.418,1397187.798,5195002.422,5.05322,986,"-43.41385, 170.42362",86.579
1385640.787,5195002.422,1397187.798,5205002.427,5.05322,987,"-43.32389, 170.42743",86.579
1385640.787,5205002.427,1397187.798,5215002.431,5.05322,988,"-43.23394, 170.43122",86.579
1385640.787,5215002.431,1397187.798,5225002.436,5.05322,989,"-43.14398, 170.43499",86.579
1385640.787,5225002.436,1397187.798,5235002.441,5.05322,990,"-43.06339, 170.44755",62.171
1394301.045,4900002.285,1405848.056,4910002.289,5.05322,991,"-45.94693, 170.38663",0.04
1394301.045,4910002.289,1405848.056,4920002.294,5.05322,992,"-45.88704, 170.42242",81.623
1394301.045,4920002.294,1405848.056,4930002.299,5.05322,993,"-45.79957, 170.42731",86.587
1394301.045,4930002.299,1405848.056,4940002.303,5.05322,994,"-45.70965, 170.43144",86.587
1394301.045,4940002.303,1405848.056,4950002.308,5.05322,995,"-45.61974, 170.43556",86.587
1394301.045,4950002.308,1405848.056,4960002.313,5.05322,996,"-45.52982, 170.43965",86.587
1394301.045,4960002.313,1405848.056,4970002.317,5.05322,997,"-45.43989, 170.44372",86.587
1394301.045,4970002.317,1405848.056,4980002.322,5.05322,998,"-45.34997, 170.44777",86.587
1394301.045,4980002.322,1405848.056,4990002.327,5.05322,999,"-45.26004, 170.45181",86.587
1394301.045,4990002.327,1405848.056,5000002.331,5.05322,1000,"-45.17012, 170.45582",86.587
1394301.045,5000002.331,1405848.056,5010002.336,5.05322,1001,"-45.08019, 170.45982",86.587
1394301.045,5010002.336,1405848.056,5020002.341,5.05322,1002,"-44.99026, 170.4638",86.587
1394301.045,5020002.341,1405848.056,5030002.345,5.05322,1003,"-44.90033, 170.46776",86.587
1394301.045,5030002.345,1405848.056,5040002.35,5.05322,1004,"-44.81039, 170.4717",86.587
1394301.045,5040002.35,1405848.056,5050002.355,5.05322,1005,"-44.72046, 170.47562",86.587
1394301.045,5050002.355,1405848.056,5060002.359,5.05322,1006,"-44.63052, 170.47953",86.587
1394301.045,5060002.359,1405848.056,5070002.364,5.05322,1007,"-44.54058, 170.48341",86.587
1394301.045,5070002.364,1405848.056,5080002.369,5.05322,1008,"-44.45064, 170.48728",86.587
1394301.045,5080002.369,1405848.056,5090002.373,5.05322,1009,"-44.3607, 170.49113",86.587
1394301.045,5090002.373,1405848.056,5100002.378,5.05322,1010,"-44.27076, 170.49496",86.587
1394301.045,5100002.378,1405848.056,5110002.383,5.05322,1011,"-44.18081, 170.49878",86.587
1394301.045,5110002.383,1405848.056,5120002.387,5.05322,1012,"-44.09086, 170.50257",86.587
1394301.045,5120002.387,1405848.056,5130002.392,5.05322,1013,"-44.00091, 170.50635",86.587
1394301.045,5130002.392,1405848.056,5140002.397,5.05322,1014,"-43.91096, 170.51011",86.587
1394301.045,5140002.397,1405848.056,5150002.401,5.05322,1015,"-43.82101, 170.51385",86.587
1394301.045,5150002.401,1405848.056,5160002.406,5.05322,1016,"-43.73106, 170.51758",86.587
1394301.045,5160002.406,1405848.056,5170002.411,5.05322,1017,"-43.6411, 170.52129",86.587
1394301.045,5170002.411,1405848.056,5180002.415,5.05322,1018,"-43.55114, 170.52498",86.587
1394301.045,5180002.415,1405848.056,5190002.42,5.05322,1019,"-43.46119, 170.52866",86.587
1394301.045,5190002.42,1405848.056,5200002.425,5.05322,1020,"-43.37123, 170.53232",86.587
1394301.045,5200002.425,1405848.056,5210002.429,5.05322,1021,"-43.28126, 170.53596",86.587
1394301.045,5210002.429,1405848.056,5220002.434,5.05322,1022,"-43.1913, 170.53958",86.587
1394301.045,5220002.434,1405848.056,5230002.438,5.05322,1023,"-43.10133, 170.54319",86.587
1394301.045,5230002.438,1405848.056,5240002.443,5.05322,1024,"-43.02894, 170.55519",46.457
1402961.304,4905002.287,1414508.314,4915002.292,5.05322,1025,"-45.90178, 170.52765",13.248
1402961.304,4915002.292,1414508.314,4925002.296,5.05322,1026,"-45.84319, 170.53036",71.378
1402961.304,4925002.296,1414508.314,4935002.301,5.05322,1027,"-45.75849, 170.53823",81.672
1402961.304,4935002.301,1414508.314,4945002.306,5.05322,1028,"-45.66714, 170.54457",86.594
1402961.304,4945002.306,1414508.314,4955002.31,5.05322,1029,"-45.57721, 170.5485",86.594
1402961.304,4955002.31,1414508.314,4965002.315,5.05322,1030,"-45.48728, 170.5524",86.594
1402961.304,4965002.315,1414508.314,4975002.32,5.05322,1031,"-45.39735, 170.55629",86.594
1402961.304,4975002.32,1414508.314,4985002.324,5.05322,1032,"-45.30742, 170.56016",86.594
1402961.304,4985002.324,1414508.314,4995002.329,5.05322,1033,"-45.21749, 170.56401",86.594
1402961.304,4995002.329,1414508.314,5005002.334,5.05322,1034,"-45.12755, 170.56784",86.594
1402961.304,5005002.334,1414508.314,5015002.338,5.05322,1035,"-45.03761, 170.57166",86.594
1402961.304,5015002.338,1414508.314,5025002.343,5.05322,1036,"-44.94768, 170.57546",86.594
1402961.304,5025002.343,1414508.314,5035002.348,5.05322,1037,"-44.85774, 170.57924",86.594
1402961.304,5035002.348,1414508.314,5045002.352,5.05322,1038,"-44.76779, 170.583",86.594
1402961.304,5045002.352,1414508.314,5055002.357,5.05322,1039,"-44.67785, 170.58674",86.594
1402961.304,5055002.357,1414508.314,5065002.362,5.05322,1040,"-44.5879, 170.59047",86.594
1402961.304,5065002.362,1414508.314,5075002.366,5.05322,1041,"-44.49796, 170.59418",86.594
1402961.304,5075002.366,1414508.314,5085002.371,5.05322,1042,"-44.40801, 170.59787",86.594
1402961.304,5085002.371,1414508.314,5095002.376,5.05322,1043,"-44.31806, 170.60155",86.594
1402961.304,5095002.376,1414508.314,5105002.38,5.05322,1044,"-44.22811, 170.6052",86.594
1402961.304,5105002.38,1414508.314,5115002.385,5.05322,1045,"-44.13815, 170.60884",86.594
1402961.304,5115002.385,1414508.314,5125002.39,5.05322,1046,"-44.0482, 170.61247",86.594
1402961.304,5125002.39,1414508.314,5135002.394,5.05322,1047,"-43.95824, 170.61608",86.594
1402961.304,5135002.394,1414508.314,5145002.399,5.05322,1048,"-43.86828, 170.61967",86.594
1402961.304,5145002.399,1414508.314,5155002.404,5.05322,1049,"-43.77832, 170.62324",86.594
1402961.304,5155002.404,1414508.314,5165002.408,5.05322,1050,"-43.68836, 170.6268",86.594
1402961.304,5165002.408,1414508.314,5175002.413,5.05322,1051,"-43.5984, 170.63034",86.594
1402961.304,5175002.413,1414508.314,5185002.418,5.05322,1052,"-43.50843, 170.63386",86.594
1402961.304,5185002.418,1414508.314,5195002.422,5.05322,1053,"-43.41847, 170.63737",86.594
1402961.304,5195002.422,1414508.314,5205002.427,5.05322,1054,"-43.3285, 170.64086",86.594
1402961.304,5205002.427,1414508.314,5215002.431,5.05322,1055,"-43.23853, 170.64434",86.594
1402961.304,5215002.431,1414508.314,5225002.436,5.05322,1056,"-43.14855, 170.6478",86.594
1402961.304,5225002.436,1414508.314,5235002.441,5.05322,1057,"-43.05858, 170.65124",86.594
1402961.304,5235002.441,1414508.314,5245002.445,5.05322,1058,"-42.98242, 170.66811",50.176
1411621.562,4910002.289,1423168.572,4920002.294,5.05322,1059,"-45.87673, 170.63467",39.515
1411621.562,4920002.294,1423168.572,4930002.299,5.05322,1060,"-45.79957, 170.64769",56.365
1411621.562,4930002.299,1423168.572,4940002.303,5.05322,1061,"-45.71342, 170.61732",15.98
1411621.562,4940002.303,1423168.572,4950002.308,5.05322,1062,"-45.61739, 170.64257",58.594
1411621.562,4950002.308,1423168.572,4960002.313,5.05322,1063,"-45.53457, 170.66127",86.601
1411621.562,4960002.313,1423168.572,4970002.317,5.05322,1064,"-45.44463, 170.66499",86.601
1411621.562,4970002.317,1423168.572,4980002.322,5.05322,1065,"-45.3547, 170.66869",86.601
1411621.562,4980002.322,1423168.572,4990002.327,5.05322,1066,"-45.26476, 170.67238",86.601
1411621.562,4990002.327,1423168.572,5000002.331,5.05322,1067,"-45.17481, 170.67605",86.601
1411621.562,5000002.331,1423168.572,5010002.336,5.05322,1068,"-45.08487, 170.6797",86.601
1411621.562,5010002.336,1423168.572,5020002.341,5.05322,1069,"-44.99493, 170.68333",86.601
1411621.562,5020002.341,1423168.572,5030002.345,5.05322,1070,"-44.90498, 170.68695",86.601
1411621.562,5030002.345,1423168.572,5040002.35,5.05322,1071,"-44.81503, 170.69055",86.601
1411621.562,5040002.35,1423168.572,5050002.355,5.05322,1072,"-44.72508, 170.69414",86.601
1411621.562,5050002.355,1423168.572,5060002.359,5.05322,1073,"-44.63513, 170.6977",86.601
1411621.562,5060002.359,1423168.572,5070002.364,5.05322,1074,"-44.54518, 170.70125",86.601
1411621.562,5070002.364,1423168.572,5080002.369,5.05322,1075,"-44.45522, 170.70479",86.601
1411621.562,5080002.369,1423168.572,5090002.373,5.05322,1076,"-44.36527, 170.7083",86.601
1411621.562,5090002.373,1423168.572,5100002.378,5.05322,1077,"-44.27531, 170.7118",86.601
1411621.562,5100002.378,1423168.572,5110002.383,5.05322,1078,"-44.18535, 170.71529",86.601
1411621.562,5110002.383,1423168.572,5120002.387,5.05322,1079,"-44.09539, 170.71876",86.601
1411621.562,5120002.387,1423168.572,5130002.392,5.05322,1080,"-44.00542, 170.72221",86.601
1411621.562,5130002.392,1423168.572,5140002.397,5.05322,1081,"-43.91546, 170.72565",86.601
1411621.562,5140002.397,1423168.572,5150002.401,5.05322,1082,"-43.82549, 170.72907",86.601
1411621.562,5150002.401,1423168.572,5160002.406,5.05322,1083,"-43.73553, 170.73247",86.601
1411621.562,5160002.406,1423168.572,5170002.411,5.05322,1084,"-43.64556, 170.73586",86.601
1411621.562,5170002.411,1423168.572,5180002.415,5.05322,1085,"-43.55558, 170.73923",86.601
1411621.562,5180002.415,1423168.572,5190002.42,5.05322,1086,"-43.46561, 170.74259",86.601
1411621.562,5190002.42,1423168.572,5200002.425,5.05322,1087,"-43.37564, 170.74593",86.601
1411621.562,5200002.425,1423168.572,5210002.429,5.05322,1088,"-43.28566, 170.74926",86.601
1411621.562,5210002.429,1423168.572,5220002.434,5.05322,1089,"-43.19568, 170.75257",86.601
1411621.562,5220002.434,1423168.572,5230002.438,5.05322,1090,"-43.1057, 170.75587",86.601
1411621.562,5230002.438,1423168.572,5240002.443,5.05322,1091,"-43.01572, 170.75915",86.601
1411621.562,5240002.443,1423168.572,5250002.448,5.05322,1092,"-42.93407, 170.77223",63.237
1411621.562,5250002.448,1423168.572,5260002.452,5.05322,1093,"-42.87909, 170.80073",0.055
1420281.82,4915002.292,1431828.83,4925002.296,5.05322,1094,"-45.84724, 170.72193",20.26
1420281.82,4925002.296,1431828.83,4935002.301,5.05322,1095,"-45.78855, 170.72713",5.781
1420281.82,4945002.306,1431828.83,4955002.31,5.05322,1096,"-45.56895, 170.72239",12.518
1420281.82,4955002.31,1431828.83,4965002.315,5.05322,1097,"-45.48562, 170.76111",63.054
1420281.82,4965002.315,1431828.83,4975002.32,5.05322,1098,"-45.40077, 170.77412",81.514
1420281.82,4975002.32,1431828.83,4985002.324,5.05322,1099,"-45.31143, 170.77634",80.079
1420281.82,4985002.324,1431828.83,4995002.329,5.05322,1100,"-45.22198, 170.78443",86.607
1420281.82,4995002.329,1431828.83,5005002.334,5.05322,1101,"-45.13203, 170.78792",86.607
1420281.82,5005002.334,1431828.83,5015002.338,5.05322,1102,"-45.04208, 170.79139",86.607
1420281.82,5015002.338,1431828.83,5025002.343,5.05322,1103,"-44.95213, 170.79485",86.607
1420281.82,5025002.343,1431828.83,5035002.348,5.05322,1104,"-44.86217, 170.79828",86.607
1420281.82,5035002.348,1431828.83,5045002.352,5.05322,1105,"-44.77222, 170.80171",86.607
1420281.82,5045002.352,1431828.83,5055002.357,5.05322,1106,"-44.68226, 170.80511",86.607
1420281.82,5055002.357,1431828.83,5065002.362,5.05322,1107,"-44.5923, 170.8085",86.607
1420281.82,5065002.362,1431828.83,5075002.366,5.05322,1108,"-44.50234, 170.81188",86.607
1420281.82,5075002.366,1431828.83,5085002.371,5.05322,1109,"-44.41238, 170.81524",86.607
1420281.82,5085002.371,1431828.83,5095002.376,5.05322,1110,"-44.32241, 170.81858",86.607
1420281.82,5095002.376,1431828.83,5105002.38,5.05322,1111,"-44.23245, 170.82191",86.607
1420281.82,5105002.38,1431828.83,5115002.385,5.05322,1112,"-44.14248, 170.82522",86.607
1420281.82,5115002.385,1431828.83,5125002.39,5.05322,1113,"-44.05251, 170.82852",86.607
1420281.82,5125002.39,1431828.83,5135002.394,5.05322,1114,"-43.96254, 170.8318",86.607
1420281.82,5135002.394,1431828.83,5145002.399,5.05322,1115,"-43.87257, 170.83506",86.607
1420281.82,5145002.399,1431828.83,5155002.404,5.05322,1116,"-43.78259, 170.83831",86.607
1420281.82,5155002.404,1431828.83,5165002.408,5.05322,1117,"-43.69262, 170.84155",86.607
1420281.82,5165002.408,1431828.83,5175002.413,5.05322,1118,"-43.60264, 170.84477",86.607
1420281.82,5175002.413,1431828.83,5185002.418,5.05322,1119,"-43.51266, 170.84798",86.607
1420281.82,5185002.418,1431828.83,5195002.422,5.05322,1120,"-43.42268, 170.85117",86.607
1420281.82,5195002.422,1431828.83,5205002.427,5.05322,1121,"-43.3327, 170.85435",86.607
1420281.82,5205002.427,1431828.83,5215002.431,5.05322,1122,"-43.24272, 170.85751",86.607
1420281.82,5215002.431,1431828.83,5225002.436,5.05322,1123,"-43.15273, 170.86065",86.607
1420281.82,5225002.436,1431828.83,5235002.441,5.05322,1124,"-43.06275, 170.86379",86.607
1420281.82,5235002.441,1431828.83,5245002.445,5.05322,1125,"-42.97276, 170.86691",86.607
1420281.82,5245002.445,1431828.83,5255002.45,5.05322,1126,"-42.88346, 170.87082",84.883
1420281.82,5255002.45,1431828.83,5265002.455,5.05322,1127,"-42.80546, 170.9042",30.549
1428942.078,4960002.313,1440489.089,4970002.317,5.05322,1128,"-45.46728, 170.82793",0.016
1428942.078,4970002.317,1440489.089,4980002.322,5.05322,1129,"-45.37276, 170.84531",11.577
1428942.078,4980002.322,1440489.089,4990002.327,5.05322,1130,"-45.25746, 170.84662",14.556
1428942.078,4990002.327,1440489.089,5000002.331,5.05322,1131,"-45.17229, 170.87541",51.444
1428942.078,5000002.331,1440489.089,5010002.336,5.05322,1132,"-45.08913, 170.89963",86.614
1428942.078,5010002.336,1440489.089,5020002.341,5.05322,1133,"-44.99917, 170.90292",86.614
1428942.078,5020002.341,1440489.089,5030002.345,5.05322,1134,"-44.90921, 170.9062",86.614
1428942.078,5030002.345,1440489.089,5040002.35,5.05322,1135,"-44.81925, 170.90946",86.614
1428942.078,5040002.35,1440489.089,5050002.355,5.05322,1136,"-44.72929, 170.9127",86.614
1428942.078,5050002.355,1440489.089,5060002.359,5.05322,1137,"-44.63932, 170.91593",86.614
1428942.078,5060002.359,1440489.089,5070002.364,5.05322,1138,"-44.54936, 170.91914",86.614
1428942.078,5070002.364,1440489.089,5080002.369,5.05322,1139,"-44.45939, 170.92234",86.614
1428942.078,5080002.369,1440489.089,5090002.373,5.05322,1140,"-44.36942, 170.92553",86.614
1428942.078,5090002.373,1440489.089,5100002.378,5.05322,1141,"-44.27945, 170.9287",86.614
1428942.078,5100002.378,1440489.089,5110002.383,5.05322,1142,"-44.18948, 170.93185",86.614
1428942.078,5110002.383,1440489.089,5120002.387,5.05322,1143,"-44.0995, 170.93499",86.614
1428942.078,5120002.387,1440489.089,5130002.392,5.05322,1144,"-44.00953, 170.93812",86.614
1428942.078,5130002.392,1440489.089,5140002.397,5.05322,1145,"-43.91955, 170.94123",86.614
1428942.078,5140002.397,1440489.089,5150002.401,5.05322,1146,"-43.82957, 170.94433",86.614
1428942.078,5150002.401,1440489.089,5160002.406,5.05322,1147,"-43.73959, 170.94741",86.614
1428942.078,5160002.406,1440489.089,5170002.411,5.05322,1148,"-43.64961, 170.95048",86.614
1428942.078,5170002.411,1440489.089,5180002.415,5.05322,1149,"-43.55962, 170.95353",86.614
1428942.078,5180002.415,1440489.089,5190002.42,5.05322,1150,"-43.46964, 170.95657",86.614
1428942.078,5190002.42,1440489.089,5200002.425,5.05322,1151,"-43.37965, 170.9596",86.614
1428942.078,5200002.425,1440489.089,5210002.429,5.05322,1152,"-43.28966, 170.96261",86.614
1428942.078,5210002.429,1440489.089,5220002.434,5.05322,1153,"-43.19967, 170.96561",86.614
1428942.078,5220002.434,1440489.089,5230002.438,5.05322,1154,"-43.10968, 170.96859",86.614
1428942.078,5230002.438,1440489.089,5240002.443,5.05322,1155,"-43.01969, 170.97156",86.614
1428942.078,5240002.443,1440489.089,5250002.448,5.05322,1156,"-42.92969, 170.97452",86.614
1428942.078,5250002.448,1440489.089,5260002.452,5.05322,1157,"-42.8397, 170.97746",86.614
1428942.078,5260002.452,1440489.089,5270002.457,5.05322,1158,"-42.75227, 170.985",78.035
1428942.078,5270002.457,1440489.089,5280002.462,5.05322,1159,"-42.68308, 171.01801",14.86
1437602.336,4995002.329,1449149.347,5005002.334,5.05322,1160,"-45.11718, 170.96202",7.909
