Code,proportionToHere,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,erp96,erp01,erp06,erp13,erp18,a0014,a1539,a4064,a6500,median_age,Eurother,Maori,Pacific,Asian,MELAA,p0014,p1539,p4064,p6500,sex_ratio,pEurother,pMaori,pPacific,pAsian,pMELAA,SHAPE_Length
100100,0.000338742,North Cape,North Cape,1710,1520,1380,1470,1660,320,400,600,340,47.2,900,980,90,20,10,19.5,23.9,36,20.5,102,54.3,58.9,5.4,1.5,0.3,415962.2761
100200,0.000491789,Rangaunu Harbour,Rangaunu Harbour,2050,2100,2070,2200,2410,590,660,780,370,37.4,1590,1480,120,50,0,24.6,27.3,32,15.6,104,66,61.3,4.9,2.2,0.2,149155.4201
100400,0.00026528,Karikari Peninsula,Karikari Peninsula,860,1040,970,1280,1300,230,240,490,330,51.6,910,590,70,20,0,18,18.3,38,25.6,101,70,45.2,5.6,1.7,0.3,140012.3704
100500,0.000240793,Tangonge,Tangonge,940,1010,1090,1240,1180,270,310,410,190,41.6,750,710,50,10,10,22.8,26,35,16.4,103,63.8,60.1,4.2,1,0.9,101331.8216
102100,0.00026324,Hokianga South,Hokianga South,1190,1180,1090,1370,1290,280,290,440,280,45.8,670,830,90,20,10,21.8,22.4,34,22,98,51.8,64,6.7,1.4,0.4,145583.915
102200,0.000448936,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,960,1360,1690,2040,2200,420,510,870,400,47,2030,370,60,70,10,19.2,23.3,40,18,101,92.1,16.9,2.8,3.2,0.3,59539.76896
102300,0.00026324,Ōkaihau,Okaihau,980,1050,1110,1220,1290,270,370,480,160,40.2,980,480,70,20,0,21.2,28.6,38,12.6,108,75.9,37.6,5.1,1.2,0.2,88056.98427
102400,0.000316296,Rangitane-Purerua,Rangitane-Purerua,1020,1120,1190,1260,1550,310,340,600,290,46.6,1220,480,30,20,10,19.9,22,39,19,101,79,31.1,2.1,1.3,0.8,168925.8635
102500,0.000183655,Waipapa,Waipapa,390,500,560,780,900,210,280,290,120,36.7,780,220,30,40,10,23.4,30.8,33,13.1,96,86,24.2,2.9,4.7,1.3,24124.17286
102600,0.000359148,Puketotara,Puketotara,800,1060,1300,1490,1760,330,410,690,330,46.3,1590,300,50,40,20,18.9,23.2,39,18.8,101,90.3,17.2,2.8,2.4,1,59201.36678
102700,0.000234671,Waimā Forest,Waima Forest,1040,1150,1050,970,1150,300,340,370,140,33.5,370,950,100,30,0,26.2,29.6,32,12,116,31.7,82.9,9,2.6,0.2,96017.27888
102800,0.000444854,Riverview,Riverview,1230,1450,1790,1920,2180,390,450,770,570,49.2,2000,320,50,70,20,17.9,20.7,35,26.2,98,91.6,14.9,2.2,3.2,1,20639.88723
102900,0.000257118,Waipoua Forest,Waipoua Forest,1300,1360,1150,1130,1260,230,270,440,320,50.2,740,730,50,30,10,18.4,21.1,35,25.7,92,58.6,58.2,3.9,2.2,0.4,105049.1821
103800,0.000159168,Russell,Russell,800,810,810,760,780,70,140,300,280,57.9,680,160,10,20,0,9.1,17.5,38,35.3,97,86.9,20.2,1.1,2.6,0.1,12456.88665
104000,0.000108153,Mataraua Forest,Mataraua Forest,580,590,570,520,530,130,160,190,60,36,240,370,30,10,0,24.5,29.3,35,11.1,96,45.4,70.6,5.1,2.1,0.2,101486.9923
104100,0.000293849,Matawaia-Taumarere,Matawaia-Taumarere,1400,1290,1260,1230,1440,340,360,510,220,41.2,700,940,70,20,0,23.6,25,36,15.7,108,49,65.3,4.6,1.5,0.3,175262.7965
104700,0.00016529,Maromaku,Maromaku,810,670,730,730,810,220,200,280,110,38.6,610,370,40,20,20,27.2,24.7,35,13.2,93,75.2,45.6,4.5,2,2.3,91911.96279
104800,0.000408123,Mangakahia-Hūkerenui,Mangakahia-Hukerenui,1810,1770,1720,1760,2000,450,640,680,230,36.2,1430,830,60,30,10,22.4,32,34,11.7,109,71.7,41.4,3,1.7,0.5,194591.9987
104900,0.00052852,Whangaruru,Whangaruru,1910,2010,2130,2280,2590,530,670,940,450,44,2010,940,80,30,10,20.6,25.8,36,17.2,112,77.7,36.2,3.2,1,0.5,293153.6701
105100,0.000626469,Matarau,Matarau,1470,1740,2300,2780,3070,660,800,1150,460,42,2830,490,60,90,10,21.6,26,38,15,108,92.1,16,1.9,2.9,0.4,83839.88244
105300,0.000367311,Kauri,Kauri,820,1020,1400,1610,1800,370,390,700,340,45.9,1670,310,40,40,10,20.7,21.8,39,18.7,101,92.5,17.3,2.1,2.2,0.5,57381.87125
105400,0.0007285,Maungatapere,Maungatapere,2130,2340,2820,3230,3570,750,910,1320,590,43.6,3220,680,50,100,20,21.1,25.4,37,16.4,104,90.2,19.1,1.3,2.9,0.5,93316.28271
105600,0.000355067,Matapouri-Tutukaka,Matapouri-Tutukaka,1130,1090,1230,1460,1740,300,370,700,380,48.9,1580,310,50,30,10,17.1,21,40,21.9,100,90.5,18,2.8,1.8,0.8,86785.32352
106000,0.000355067,Kamo Central,Kamo Central,1580,1540,1580,1620,1740,400,570,500,260,35.1,1400,560,90,80,0,23.3,32.7,29,15,94,80.7,32.3,5.3,4.7,0.1,5205.092442
106700,0.000277524,Abbey Caves-Glenbervie,Abbey Caves-Glenbervie,760,830,1020,1220,1360,260,320,530,240,45.2,1260,220,20,40,0,19.3,23.9,39,17.4,100,92.7,16,1.5,3.3,0.2,39070.46009
107700,0.000283646,Otaika-Portland,Otaika-Portland,930,1080,1140,1240,1390,270,400,500,210,41.2,1170,430,60,30,10,19.7,29.1,36,14.9,109,84.3,30.9,4.1,2,0.4,60201.39713
106800,0.000522398,Mairtown,Mairtown,2190,2240,2260,2460,2560,410,700,710,740,47.1,1990,700,90,180,20,16.2,27.3,28,28.8,81,77.6,27.3,3.7,7.1,0.6,4981.221458
107000,0.000608104,Woodhill-Vinetown,Woodhill-Vinetown,2500,2460,2560,2670,2980,560,1120,820,480,35,1920,950,170,460,20,18.8,37.6,27,16.1,96,64.4,31.9,5.6,15.5,0.7,8040.818459
107400,0.000422408,Tarewa,Tarewa,1830,1710,1820,1820,2070,560,770,560,170,29.8,1050,1300,160,130,20,27.2,37.4,27,8.4,112,50.9,62.9,7.6,6.1,0.8,4788.50656
107600,0.000246915,Ngunguru,Ngunguru,700,810,900,990,1210,270,270,430,250,44,1080,220,30,30,20,22.2,21.9,35,20.6,94,89.2,17.9,2.7,2.7,1.2,17798.92723
107800,0.000485667,Oakleigh-Mangapai,Oakleigh-Mangapai,1570,1710,2040,2370,2380,460,600,970,350,44.1,2180,450,60,40,0,19.1,25.3,41,14.7,101,91.4,19.1,2.3,1.6,0.1,144718.5814
108000,0.00033262,Pataua,Pataua,810,930,1160,1390,1630,360,370,680,210,43.8,1500,270,30,20,10,22.1,22.8,42,13.1,102,92.1,16.3,1.9,1.2,0.6,129135.601
108500,0.000516276,Parua Bay,Parua Bay,1580,1720,1980,2170,2530,480,500,930,630,49.8,2300,390,50,70,10,18.8,19.8,37,24.8,100,91,15.3,2,2.8,0.5,55697.84122
108600,0.000436692,Bream Bay,Bream Bay,1300,1370,1550,1770,2140,450,530,810,350,44.7,1890,460,70,50,10,21.1,24.6,38,16.3,110,88.4,21.5,3.2,2.5,0.3,138896.336
108800,0.000542804,Ruakākā,Ruakaka,1730,1720,1980,2190,2660,540,720,840,570,43,2070,910,130,100,10,20.1,27.1,32,21.2,99,77.7,34.2,4.9,3.6,0.3,22745.58154
108900,0.000293849,Bream Head,Bream Head,1140,1110,1090,1200,1440,240,280,560,350,51.5,1360,180,30,30,10,16.8,19.4,39,24.6,101,94.5,12.8,2.1,2.3,0.7,81353.93319
109000,0.000569332,Waipu,Waipu,1430,1520,1850,2230,2790,420,580,980,820,53.1,2590,410,50,70,20,14.9,20.6,35,29.4,100,93.1,14.6,1.8,2.7,0.6,76248.3106
109700,0.000455057,Kaiwaka,Kaiwaka,1260,1350,1490,1750,2230,460,600,790,380,42.3,1790,590,80,80,20,20.8,26.9,35,16.9,103,80.2,26.5,3.6,3.7,0.8,204783.048
109800,0.000444854,Mangawhai Rural,Mangawhai Rural,520,690,1030,1510,2180,390,450,890,450,50.3,2070,260,60,40,20,17.8,20.7,41,20.6,101,94.9,12,3,1.8,0.8,89663.64717
109900,0.000428529,Mangawhai Heads,Mangawhai Heads,750,770,950,1330,2100,310,430,650,700,54.4,1930,240,50,80,10,15,20.6,31,33.2,102,91.9,11.6,2.6,3.9,0.6,14769.93016
110200,0.000314255,Okahukura Peninsula,Okahukura Peninsula,1250,1340,1400,1420,1540,310,430,580,220,41.8,1360,320,40,50,0,20.2,27.9,37,14.4,108,88.6,20.7,2.9,3.3,0.3,202686.3618
110400,0.000744825,Cape Rodney,Cape Rodney,2580,2740,2860,3220,3650,700,920,1350,680,45,3400,570,130,70,30,19.1,25.1,37,18.7,105,93.1,15.6,3.6,2,1,162705.8888
111800,0.000195899,Barrier Islands,Barrier Islands,1210,1070,910,950,960,140,190,400,230,52.2,880,200,20,10,0,14.3,19.8,42,23.8,119,92.1,21.2,2.6,1.5,0.3,371185.7396
111900,0.000248955,Algies Bay-Scotts Landing,Algies Bay-Scotts Landing,640,800,930,1080,1220,140,190,400,480,60.2,1150,80,20,60,0,11.6,15.8,33,39.6,93,94.3,6.2,2,4.8,0.2,44993.37586
112100,0.000355067,Wainui-Waiwera,Wainui-Waiwera,940,1060,1360,1480,1740,290,460,680,300,45.7,1610,160,30,70,10,17,26.3,39,17.3,100,93.1,9.2,1.8,3.8,0.8,67273.89817
116300,0.000212224,Paremoremo West,Paremoremo West,480,480,700,840,1040,170,310,430,130,42.9,840,90,40,120,10,16.4,30.1,41,12.1,118,81.1,8.9,4.1,11.7,0.8,19221.69266
116400,0.000342824,Taupaki,Taupaki,1300,1410,1490,1570,1680,290,480,610,290,43.1,1510,150,60,130,10,17.5,28.8,36,17.2,92,89.8,8.8,3.7,7.8,0.7,27019.06332
116600,0.000504032,Paremoremo East,Paremoremo East,1970,2050,2120,2550,2470,430,860,930,250,37.9,1900,380,130,270,30,17.3,35,38,10,129,76.9,15.5,5.3,10.8,1.3,25710.88403
202300,0.000487707,Thornton-Awakeri,Thornton-Awakeri,2100,2120,2080,2200,2390,490,680,870,360,41.2,1840,830,40,60,20,20.4,28.3,36,15.1,104,77,34.6,1.7,2.5,0.8,62114.50773
221400,0.000367311,Normanby-Tawhiti,Normanby-Tawhiti,1500,1430,1390,1540,1800,460,570,570,190,35.1,1450,570,60,10,10,25.8,31.9,32,10.3,107,80.8,31.6,3.3,0.4,0.5,61591.02171
112200,0.000234671,Parakai,Parakai,660,720,850,1060,1150,260,370,330,190,37.1,920,280,80,80,10,22.7,31.9,29,16.3,102,80.2,24.7,6.9,6.9,0.5,7121.779869
112300,0.000322417,Helensville Rural,Helensville Rural,810,910,1250,1400,1580,310,440,630,190,42.1,1480,190,50,50,10,19.9,28,40,12.2,103,93.9,11.9,3.1,3,0.6,79317.23028
112400,0.000593819,Helensville,Helensville,2140,2300,2620,2760,2910,650,910,920,430,36.5,2460,610,230,130,10,22.4,31.4,32,14.7,103,84.6,20.8,7.8,4.3,0.4,16088.927
112600,0.000367311,Waikoukou Valley,Waikoukou Valley,940,1100,1450,1590,1800,390,460,740,210,42.2,1710,160,40,60,10,21.6,25.4,41,11.9,95,95.1,8.9,2.4,3.1,0.7,42405.4187
112800,0.000326499,Hatfields Beach,Hatfields Beach,1170,1160,1240,1450,1600,300,480,580,230,40.5,1500,200,40,60,10,18.9,30.1,36,14.6,99,94.2,12.2,2.8,3.6,0.4,4314.585524
118700,0.000634632,Browns Bay South East,Browns Bay South East,2000,2110,2540,2890,3110,590,1070,1090,360,38,1950,140,50,1050,100,19.1,34.4,35,11.6,100,62.6,4.5,1.6,33.8,3.2,4406.861332
132700,0.000555048,Hobson Ridge North,Hobson Ridge North,460,770,1970,2430,2720,140,2030,440,110,29.6,820,80,80,1640,230,5.1,74.8,16,3.9,120,30,2.9,3.1,60.3,8.6,2058.547251
222800,0.000222427,National Park,National Park,1300,1220,1160,1100,1090,230,300,410,150,41.7,950,220,10,30,10,21.2,27.3,37,14,104,87,20.3,1.2,3.1,0.8,251135.2011
113000,0.000650957,Orewa Central,Orewa Central,2430,2420,2750,3020,3190,340,660,950,1240,57.9,2760,270,120,340,30,10.8,20.6,30,38.8,81,86.7,8.4,3.7,10.6,0.8,6968.135211
113200,0.000312214,Waipatukahu,Waipatukahu,1090,1210,1220,1290,1530,340,430,600,160,39.6,1390,250,60,30,10,22.2,28.3,39,10.4,101,91,16.7,3.7,2,0.5,52792.15938
113700,0,Riverhead Forest,Riverhead Forest,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43764.852
114300,2.24E-05,Gulf Islands,Gulf Islands,220,190,160,120,110,0,10,50,40,61.1,100,10,0,0,0,3.6,10.6,48,38.1,106,94.5,8.2,0.9,0,1,152786.733
116800,0.000942765,Awaruku,Awaruku,3420,4190,4350,4390,4620,900,1590,1600,530,37.1,3650,220,90,870,80,19.5,34.3,35,11.5,100,78.9,4.8,2.1,18.8,1.8,6352.529955
117000,0.000842775,Whenuapai,Whenuapai,3820,3710,3800,3930,4130,700,1670,1340,420,34.6,3370,530,250,510,50,16.9,40.4,32,10.3,113,81.5,12.8,6.1,12.2,1.2,44526.80907
117100,0.000269361,Waitakere Ranges North,Waitakere Ranges North,960,990,1110,1190,1320,250,400,510,160,40.7,1220,140,60,60,0,19,30.3,39,12.1,103,92.2,10.3,4.4,4.5,0.3,61060.06634
133200,0.00049791,Queen Street,Queen Street,300,580,1160,1760,2440,80,1800,450,110,29.5,1220,80,60,970,220,3.2,73.8,18,4.6,124,50.2,3.3,2.4,39.5,9.2,1960.102078
114400,0.000616266,Vipond,Vipond,1770,1960,2560,2890,3020,560,930,910,630,40.6,2730,320,90,180,60,18.5,30.7,30,20.7,94,90.2,10.5,2.9,5.9,1.9,6351.996898
114700,0.000346905,Kumeu Rural West,Kumeu Rural West,1260,1380,1530,1600,1700,270,530,620,280,43.6,1530,160,70,110,20,16.2,31.2,36,16.3,100,89.9,9.7,4.3,6.6,1.2,34112.63943
114800,0.000285686,Okura Bush,Okura Bush,880,1010,1180,1340,1400,240,460,510,180,40,1180,80,20,210,10,17.2,32.8,37,13.1,106,84.3,5.9,1.7,15,0.4,37449.43382
115300,0.000236712,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,720,800,850,980,1160,250,350,440,130,39.3,1120,120,30,20,10,21.2,29.9,38,10.8,105,97.1,10.3,2.9,1.5,0.5,45433.59266
115500,0.00049587,Coatesville,Coatesville,1390,1690,2050,2340,2430,450,680,990,310,42.9,2160,110,50,260,10,18.6,28.1,41,12.6,99,89,4.6,2,10.6,0.4,26169.73297
115600,0.000346905,Dairy Flat South,Dairy Flat South,800,900,1180,1590,1700,270,550,700,180,41.7,1440,80,20,240,20,15.7,32.5,41,10.8,101,84.8,4.5,1.4,14.3,1.2,19028.17938
116000,0.000334661,Army Bay,Army Bay,990,1130,1330,1480,1640,310,430,600,300,43.4,1500,130,50,90,20,18.8,26.3,36,18.5,97,91.9,8.2,3.3,5.4,1.2,15701.87717
116100,0.000432611,Kumeu Rural East,Kumeu Rural East,1220,1350,1630,1860,2120,370,630,750,370,42.8,1710,280,80,290,10,17.3,30,35,17.3,106,80.6,13.2,4,13.7,0.6,24961.05517
117300,0.000120396,Albany Central,Albany Central,80,90,210,290,590,50,370,140,30,28.6,310,40,20,250,20,8,63.2,23,5.6,86,52.7,7.2,2.8,42.5,4.1,9298.195528
117900,0.000824409,Waiake,Waiake,3590,3610,3790,3890,4040,740,1340,1370,580,38.9,3300,200,80,620,80,18.4,33.1,34,14.4,98,81.8,5,2,15.5,2,5809.287127
136700,0.000848896,Titirangi South,Titirangi South,3640,3660,3770,3950,4160,790,1090,1660,620,43.1,3800,290,140,310,60,19,26.3,40,14.9,99,91.3,6.9,3.3,7.4,1.5,17012.59023
222900,0.000271402,Tangiwai,Tangiwai,1520,1300,1410,1290,1330,280,390,510,150,39.8,1040,450,40,40,10,21.2,29.1,38,11.3,113,78.8,33.9,2.6,2.7,0.6,424676.5358
336700,0.000308133,Cairnbrae,Cairnbrae,1300,1310,1270,1460,1510,360,500,520,120,35,1260,80,20,220,10,24.1,33.2,35,8,117,83.5,5.2,1.4,14.6,0.5,133236.9899
119200,0.000250996,Hobsonville,Hobsonville,510,740,810,810,1230,210,450,400,170,37.1,850,70,60,350,20,16.8,36.6,32,14.1,97,69.2,5.7,4.7,28.5,1.5,10031.10744
120200,0.000820328,Hobsonville Point,Hobsonville Point,1290,1030,880,850,4020,880,1620,990,530,34.7,2800,210,90,1180,90,21.9,40.3,24,13.2,92,69.7,5.2,2.3,29.3,2.3,11979.22639
120900,0.000648916,Massey Royal Road West,Massey Royal Road West,2100,2530,2790,3000,3180,730,1350,860,250,31.4,1610,640,660,820,100,22.8,42.5,27,7.7,105,50.5,20,20.8,25.6,3.2,4351.704554
121300,0.000622388,Sunnynook North,Sunnynook North,2160,2420,2790,2840,3050,640,1220,960,230,33.6,1470,180,100,1480,90,21,40.1,31,7.6,100,48.2,6,3.2,48.4,3.1,3924.54746
121500,0.000691769,Totara Vale North,Totara Vale North,2600,2820,3070,3110,3390,600,1520,990,280,33,1380,200,170,1730,170,17.7,44.9,29,8.2,97,40.7,5.8,4.9,51,5.1,4153.525046
131200,0.000714216,Ponsonby East,Ponsonby East,3230,3450,3420,3480,3500,470,1570,1130,330,34.9,2970,290,270,300,90,13.3,44.8,32,9.5,94,85,8.4,7.7,8.4,2.6,3718.069799
122600,0.000536682,Forrest Hill North,Forrest Hill North,2040,2110,2280,2460,2630,520,1020,840,260,35.5,1270,110,40,1290,70,19.9,38.6,32,9.8,96,48.3,4.3,1.7,49.1,2.6,3742.610728
123000,0.000873384,Rānui North,Ranui North,3720,3880,3940,4080,4280,1150,1660,1130,340,29.4,1780,1100,1540,700,80,26.9,38.8,26,8,102,41.7,25.8,36,16.4,1.8,5259.785246
123400,0.000865221,Forrest Hill West,Forrest Hill West,3250,3380,3610,4030,4240,700,1710,1270,570,35.4,1790,210,130,2240,130,16.4,40.2,30,13.4,97,42.3,5,3.1,52.7,3.2,5766.652844
123600,0.000755028,Forrest Hill East,Forrest Hill East,3010,3090,3290,3560,3700,710,1370,1230,390,35.8,2050,160,110,1500,80,19.1,37,33,10.7,96,55.3,4.4,3,40.7,2.2,4209.044588
132400,0.00046322,Victoria Park,Victoria Park,90,560,1120,1460,2270,150,1710,330,80,29,720,70,60,1370,160,6.8,75.2,14,3.7,115,31.9,3.1,2.9,60.2,7.2,3346.684498
123700,0.000957049,Castor Bay,Castor Bay,4050,4090,4310,4530,4690,820,1390,1740,730,41.9,3570,190,60,1040,100,17.6,29.6,37,15.6,94,76,4.1,1.3,22.2,2.2,5357.810003
124600,0.000504032,Glenfield East,Glenfield East,1840,1970,2100,2220,2470,430,1040,770,240,34.5,820,170,100,1490,50,17.3,42.1,31,9.6,105,33.3,7.1,4.1,60.3,2,3412.459786
124700,0.000304052,Henderson Valley,Henderson Valley,1340,1350,1390,1420,1490,280,450,580,180,40.3,1330,200,80,90,10,19,30.4,39,11.8,104,89.3,13.8,5.5,6,0.5,25791.79105
125000,0.000634632,Rānui South East,Ranui South East,830,1220,1850,2110,3110,750,1240,880,240,31.6,1000,430,570,1450,100,24.1,40,28,7.8,96,32,13.8,18.2,46.8,3.2,6305.90074
131600,0.000655038,Grey Lynn North,Grey Lynn North,2950,3120,3090,3230,3210,500,1400,1100,210,34.5,2610,330,370,260,70,15.6,43.6,34,6.7,99,81.3,10.4,11.6,8.2,2.2,4170.559036
152300,7.14E-05,East Tamaki,East Tamaki,130,80,200,220,350,30,140,160,20,41,180,20,30,140,10,8.4,38.5,46,6.9,158,51.5,5.6,9,39.6,3.1,24836.68741
125200,0.000989699,Birkenhead West,Birkenhead West,3580,3820,4120,4240,4850,840,1800,1370,830,37.1,3640,360,170,1030,130,17.4,37.2,28,17.1,91,75.2,7.5,3.5,21.3,2.6,9396.283458
126400,0.000801962,Te Atatū South-Edmonton,Te Atatu South-Edmonton,2920,3060,3350,3650,3930,830,1550,1160,390,33.6,2000,700,860,1120,90,21.2,39.4,30,9.8,97,50.9,17.7,21.9,28.5,2.3,5539.7652
126700,0.000816247,Henderson North,Henderson North,2490,2760,3210,3570,4000,780,1530,1220,470,34.7,1710,550,790,1430,120,19.5,38.3,30,11.7,96,42.6,13.8,19.8,35.9,2.9,6951.634389
127200,0.000253036,Akoranga,Akoranga,1100,1070,1190,1260,1240,110,480,230,410,43.3,770,150,140,260,40,9.1,38.7,19,33.4,69,62.1,11.9,11.6,20.6,3,5677.980715
127600,0.000457098,Waiatarua,Waiatarua,1930,1990,2090,2150,2240,380,630,910,320,43.4,1980,270,120,160,30,17.1,27.9,41,14.3,103,88.4,11.9,5.2,7,1.4,24995.12466
127900,0.000571373,Henderson North East,Henderson North East,2330,2430,2470,2520,2800,510,960,790,550,38,1380,370,510,880,70,18.1,34.3,28,19.6,91,49.5,13.2,18.1,31.4,2.5,5218.373455
128700,8.16E-06,Rosebank Peninsula,Rosebank Peninsula,30,30,30,20,40,0,20,20,10,44.7,30,0,0,10,0,3,40.8,42,13.7,443,70.1,3.1,4.8,32.5,0,18099.22664
129000,0.000555048,Sunnyvale West-Parrs Park,Sunnyvale West-Parrs Park,1020,1050,1780,2470,2720,690,1170,690,170,29.2,930,480,890,840,120,25.3,43.2,25,6.1,99,34.2,17.6,32.7,30.9,4.4,4172.09587
336800,0.000469342,Ashburton Forks,Ashburton Forks,1670,1680,1720,2100,2300,510,920,670,190,32.9,1920,130,30,250,100,22.2,40.1,29,8.4,120,83.7,5.5,1.3,10.9,4.3,144787.8308
337000,0.00033262,Ealing-Lowcliffe,Ealing-Lowcliffe,1030,1070,1230,1450,1630,420,710,420,90,30.3,1220,130,40,290,80,25.6,43.6,25,5.4,121,74.3,8.2,2.2,18,4.8,91560.11487
129300,0.000640754,Belmont (Auckland),Belmont (Auckland),2740,2760,3010,3110,3140,650,1110,960,420,35.4,2360,280,130,610,90,20.8,35.4,31,13.2,97,75.2,9.1,4.3,19.4,2.9,5531.491319
130000,0.000450976,Oratia,Oratia,1740,1850,1900,2130,2210,440,590,930,250,42.5,2070,180,70,120,40,20.1,26.7,42,11.3,106,93.5,7.9,3.2,5.4,1.6,26994.28514
130400,0.000485667,Ponsonby West,Ponsonby West,2380,2320,2370,2400,2380,500,820,860,200,36.7,1940,230,250,260,50,21,34.6,36,8.2,96,81.6,9.6,10.3,10.9,2,4129.239887
131800,0.000936643,Freemans Bay,Freemans Bay,3730,3660,4040,4410,4590,410,2090,1550,540,37.4,3670,370,250,560,170,8.9,45.4,34,11.9,99,80,8.1,5.4,12.3,3.7,4939.594369
342300,0.000144884,Lyalldale,Lyalldale,610,580,600,660,710,140,180,280,110,43.1,690,70,10,20,0,20.3,25.6,39,15.1,118,96.5,9.9,0.7,2.6,0,49327.12949
130600,0.000932562,Avondale Rosebank,Avondale Rosebank,3640,3750,4150,4150,4570,960,1800,1320,490,32.8,1860,660,1570,1190,170,21,39.3,29,10.6,101,40.7,14.5,34.3,26,3.7,6311.139476
130800,0.000516276,Glen Eden North,Glen Eden North,1750,1900,2200,2480,2530,530,1040,720,230,32.3,1160,380,610,740,60,20.9,41.3,28,9.3,102,45.9,14.9,24.2,29.3,2.5,4106.601657
130900,0.000908074,Glen Eden Woodglen,Glen Eden Woodglen,3480,3640,3890,4260,4450,1010,1700,1380,360,33.9,2830,690,880,810,90,22.6,38.2,31,8.1,97,63.7,15.4,19.8,18.2,2.1,5801.119518
131000,0.00056117,Kelston South,Kelston South,1930,2110,2360,2490,2750,590,1220,730,200,30.6,770,430,960,1020,100,21.5,44.5,27,7.4,106,27.9,15.6,35,37.2,3.5,4672.415287
133700,0.000353027,Shortland Street,Shortland Street,290,650,900,1820,1730,50,1120,430,130,32.5,870,60,30,720,130,2.8,64.8,25,7.6,108,50.3,3.5,1.7,41.8,7.7,2082.022008
133800,0.000440773,Hobson Ridge South,Hobson Ridge South,90,520,1020,1680,2160,90,1710,300,60,28.3,480,50,40,1480,190,4,79.2,14,2.9,111,22.2,2.3,2,68.7,8.6,2035.061278
134100,0.000361189,Queen Street South West,Queen Street South West,630,760,1280,1570,1770,70,1180,400,120,30.4,690,130,60,850,160,3.9,66.7,23,6.6,116,39,7.1,3.2,48.1,8.9,2155.959637
134500,0.000616266,Anzac Avenue,Anzac Avenue,720,1340,2320,2690,3020,100,2100,630,190,30.8,1350,130,70,1390,230,3.3,69.7,21,6.1,109,44.9,4.4,2.4,46.2,7.7,1500.052822
134700,0.000671363,Kaurilands,Kaurilands,2800,2970,3100,3200,3290,730,1030,1190,340,37.9,2720,390,200,420,70,22.2,31.3,36,10.2,97,82.7,11.7,6.1,12.8,2.2,5997.530605
134800,2.45E-05,Auckland-University,Auckland-University,10,100,110,120,120,10,80,20,10,29.3,30,10,0,70,10,5,73.2,15,6.8,109,30.3,7.6,2.8,61.4,10.4,2559.630302
135900,0.000450976,Symonds Street East,Symonds Street East,400,670,1270,2390,2210,40,1960,170,40,23.9,760,120,70,1260,160,1.9,88.8,8,1.7,86,34.5,5.3,3.3,57,7.1,1576.713609
136800,0.000442814,Ōwairaka East,Owairaka East,1830,1910,1970,2080,2170,470,900,620,180,32.5,960,190,380,820,120,21.5,41.5,29,8.4,100,44.1,8.8,17.6,37.8,5.4,3102.809052
137300,0.000377514,Green Bay North,Green Bay North,1640,1700,1750,1740,1850,380,520,570,380,40.8,1270,170,190,450,40,20.8,28.1,31,20.6,92,68.7,9.2,10.1,24.2,2.2,5246.066979
137900,0.000746866,Wesley West,Wesley West,2980,3230,3340,3440,3660,830,1670,900,270,28.5,650,290,1420,1350,330,22.7,45.6,24,7.3,109,17.8,7.8,38.9,36.9,9,4212.847397
139300,0.000644835,Maungawhau,Maungawhau,2690,2770,2820,3000,3160,610,1260,1050,240,32.7,2170,180,140,900,60,19.4,39.8,33,7.8,96,68.6,5.7,4.5,28.6,1.9,3939.128272
140200,0.000846856,Epsom Central-North,Epsom Central-North,3210,3480,3800,4060,4150,610,1590,1410,540,36.9,1520,120,90,2550,90,14.7,38.4,34,13.1,88,36.6,2.9,2.2,61.5,2.1,4365.09217
140300,0.000765231,Mount St John,Mount St John,3000,3290,3300,3970,3750,470,1470,1220,580,38.3,1750,190,130,1860,90,12.6,39.3,32,15.6,88,46.8,5,3.5,49.7,2.5,5301.764194
152600,0.000381595,Massey Road South,Massey Road South,1700,1640,1770,1910,1870,500,740,480,140,28.5,170,340,1280,310,0,26.6,39.8,26,7.7,89,9.1,18.2,68.3,16.6,0.2,2392.282368
152800,0.000812165,Māngere South East,Mangere South East,1100,1240,3070,3460,3980,940,1650,1140,250,28.7,520,550,2010,1360,30,23.5,41.5,29,6.4,97,13,13.7,50.4,34,0.7,18931.72185
140400,0.000724419,Mount Roskill Central North,Mount Roskill Central North,2470,2830,3140,3290,3550,580,1610,1010,360,31.7,740,220,550,2180,120,16.2,45.4,28,10,101,20.7,6.3,15.4,61.4,3.5,4083.041086
140800,0.000842775,Epsom Central-South,Epsom Central-South,3570,3690,3920,4150,4130,690,1580,1430,440,35.4,1860,150,130,2140,120,16.6,38.2,35,10.6,92,45.1,3.6,3.1,51.7,2.9,4405.416849
141200,0.000293849,Three Kings East,Three Kings East,840,870,1350,1350,1440,200,600,480,170,36.9,860,80,80,520,20,13.8,41.3,33,11.4,88,59.4,5.5,5.6,35.7,1.7,3721.425008
