Code,proportionToHere,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,erp96,erp01,erp06,erp13,erp18,a0014,a1539,a4064,a6500,median_age,Eurother,Maori,Pacific,Asian,MELAA,p0014,p1539,p4064,p6500,sex_ratio,pEurother,pMaori,pPacific,pAsian,pMELAA,SHAPE_Length
150600,0.000848896,Mellons Bay,Mellons Bay,3510,3530,3730,3880,4160,720,1160,1600,680,43.8,3060,190,60,1090,60,17.3,27.9,38,16.3,98,73.5,4.5,1.3,26.3,1.5,7060.58884
150700,0.000673403,Pakuranga Heights East,Pakuranga Heights East,2660,2700,2970,3150,3300,750,1220,980,350,34.7,1530,370,320,1390,80,22.7,37.1,30,10.6,103,46.3,11.4,9.8,42.1,2.4,7652.286891
154900,0.001112136,Papatoetoe Central,Papatoetoe Central,3310,3540,4060,4580,5450,910,2340,1440,760,33.1,1350,550,890,3160,80,16.6,43.1,26,13.9,100,24.9,10.2,16.4,58,1.4,6307.200053
150900,0.000499951,Ōtāhuhu East,Otahuhu East,1720,1750,2020,2220,2450,590,1030,640,190,29.7,630,370,1220,540,40,24.1,42.2,26,7.6,105,25.9,15,49.8,22.2,1.6,8482.612663
151100,0.000273443,Onetangi,Onetangi,930,1080,1230,1170,1340,230,330,510,270,46.6,1200,160,50,50,50,16.9,24.7,38,20,102,90,12.2,4,3.6,3.7,14453.08901
151200,0.0007285,Harania South,Harania South,2990,3180,3220,3250,3570,1000,1390,850,330,27.1,420,650,2490,470,30,28,39,24,9.2,92,11.7,18.1,69.9,13.1,0.8,4395.196631
151300,0.000971333,Highland Park (Auckland),Highland Park (Auckland),4010,4150,4390,4530,4760,740,1640,1490,890,39.9,2270,210,200,2230,120,15.6,34.5,31,18.7,91,47.7,4.4,4.2,46.8,2.6,5919.365945
151400,0.000838693,Ōtāhuhu South West,Otahuhu South West,3510,3570,3670,3540,4110,980,1710,1150,280,29.6,980,750,2010,1000,30,23.7,41.6,28,6.7,115,23.9,18.2,48.9,24.4,0.7,6507.441063
153700,0.000626469,Northpark North,Northpark North,2300,2920,3030,3060,3070,570,980,1040,480,39.7,1480,110,50,1510,90,18.6,31.9,34,15.8,96,48.1,3.6,1.7,49.3,3.1,4225.20024
151500,0.000738703,Pakuranga Heights South West,Pakuranga Heights South West,2990,3120,3330,3340,3620,760,1460,1020,370,33.8,1680,400,430,1490,80,20.9,40.5,28,10.3,106,46.4,11,11.8,41.3,2.3,6139.516388
151600,0.00079584,Māngere Mascot,Mangere Mascot,3440,3500,3630,3560,3900,1060,1470,970,390,28.4,460,640,2880,460,20,27.3,37.6,25,10.1,96,11.8,16.5,74,11.9,0.5,4053.516371
230200,0.000508113,Roslyn (Palmerston North City),Roslyn (Palmerston North City),2290,2210,2250,2320,2490,540,1000,640,310,31.1,1690,590,210,400,30,21.6,40.2,26,12.6,101,67.7,23.8,8.6,16.2,1.1,4958.532434
151900,0.000791759,Ōtāhuhu South,Otahuhu South,3350,3380,3480,3660,3880,920,1540,1060,360,30.9,760,540,1870,1150,50,23.6,39.7,27,9.3,98,19.6,13.8,48.3,29.8,1.2,6509.043504
152000,0.000720338,Howick Central,Howick Central,2460,2650,3080,3450,3530,730,1150,1090,570,37.9,2450,200,140,920,80,20.6,32.4,31,16.2,89,69.5,5.7,4,26,2.2,4240.682958
152400,0.000769312,Howick East,Howick East,2680,2950,3240,3570,3770,710,1280,1170,610,38.3,2780,260,130,870,70,18.9,34,31,16.1,93,73.7,6.8,3.5,23,1.9,5207.0682
152500,0.000367311,Burswood,Burswood,980,1750,1840,1730,1800,330,670,590,210,36.5,720,110,130,940,70,18.3,37.2,33,11.6,98,39.8,6.1,7.4,52.2,3.7,5164.837706
153800,0.000965212,Somerville,Somerville,4000,4440,4760,4610,4730,820,1460,1670,770,41.4,2210,160,110,2400,80,17.5,31,35,16.2,97,46.7,3.5,2.4,50.7,1.7,5226.607499
153900,0.000467301,Northpark South,Northpark South,1750,2190,2290,2240,2290,360,750,810,370,41.3,1000,70,60,1230,60,15.7,32.9,35,16.1,98,43.6,3.2,2.7,53.7,2.6,3592.237477
152700,6.12E-06,Middlemore,Middlemore,90,80,280,110,30,0,10,10,10,45.8,20,10,10,10,0,12.7,28.6,28,30.4,112,61.8,17.7,34.1,17.2,3.2,4139.182797
153100,0.00052852,Golflands,Golflands,1300,2270,2500,2520,2590,410,790,910,480,43.1,1410,120,90,1090,70,15.9,30.4,35,18.6,94,54.3,4.4,3.5,42.2,2.8,6282.084062
153000,0.000475464,Grange,Grange,2020,1980,1890,1950,2330,640,970,580,140,26.6,330,390,1500,440,20,27.3,41.6,25,6.2,104,14.4,16.8,64.5,18.9,0.8,10330.43936
153300,0.000846856,Māngere East,Mangere East,2540,2830,3110,3500,4150,960,1810,1070,310,29.5,710,550,1790,1700,40,23.1,43.7,26,7.5,110,17.1,13.3,43.1,41,1,4354.489217
153400,0.000891749,Cockle Bay,Cockle Bay,3720,3970,4290,4270,4370,780,1200,1620,770,43.5,3620,240,90,650,50,17.9,27.4,37,17.6,100,83,5.4,2.1,15,1.1,7465.225023
153500,0.0007285,Ōtara West,Otara West,3230,3290,3450,3220,3570,1120,1400,840,200,24.2,370,940,2760,140,20,31.5,39.4,24,5.6,96,10.4,26.2,77.4,3.9,0.5,7532.677702
154000,0.001044796,Papatoetoe North,Papatoetoe North,3100,3640,3890,4350,5120,1000,2380,1280,460,30.2,1060,600,1520,2620,40,19.5,46.6,25,8.9,101,20.8,11.6,29.7,51.2,0.7,5937.700939
154200,0.001069283,Aorere South,Aorere South,3630,3880,4200,4680,5240,1290,2270,1320,360,28.9,930,880,2380,2010,20,24.7,43.3,25,6.9,104,17.8,16.7,45.4,38.3,0.3,4949.224674
154300,0.000604022,Shelly Park,Shelly Park,2650,2790,2890,2950,2960,560,890,1080,420,40.8,2330,140,70,560,30,18.9,30.2,36,14.3,95,78.7,4.8,2.4,18.8,1,6092.203574
154400,0.000589738,Ōtara Central,Otara Central,2630,2560,2800,2710,2890,770,1220,660,230,26.4,310,640,2240,210,10,26.8,42.3,23,8,101,10.7,22.1,77.7,7.1,0.4,6509.894655
154500,0.000408123,Huntington Park,Huntington Park,20,640,1940,2100,2000,290,680,590,440,41.5,960,60,50,930,90,14.3,33.9,30,22.1,86,47.8,3.2,2.3,46.8,4.7,3399.092088
154600,2.04E-06,Botany Central,Botany Central,0,0,0,0,10,0,0,0,0,31.4,0,0,0,0,0,19.3,61.7,19,0,62,19,0,0,80.9,0,3580.530381
154700,0.000546885,Botany North,Botany North,680,2010,2160,2250,2680,400,650,840,800,49.6,1290,70,60,1350,50,14.7,24.4,31,29.7,87,48.1,2.5,2.4,50.3,2,4042.789882
155000,0.000679525,Sunkist Bay,Sunkist Bay,2240,2460,2890,3130,3330,820,920,1230,370,38.7,3160,310,110,90,10,24.5,27.7,37,11,104,94.9,9.4,3.3,2.8,0.4,6538.495324
155100,0.00086114,Ōtara East,Otara East,3760,3760,3950,3770,4220,1230,1670,1030,300,26,390,940,3370,200,10,29,39.5,24,7,95,9.3,22.2,79.9,4.8,0.3,4605.133046
155200,0.000534642,Redcastle,Redcastle,10,10,2640,2670,2620,500,1030,860,230,35.3,930,170,190,1380,170,19,39.3,33,8.8,101,35.4,6.3,7.1,52.6,6.5,3611.77036
155800,0.000952968,Ferguson,Ferguson,4420,4280,4670,4270,4670,1420,1880,1070,300,24.5,490,1080,3740,220,10,30.4,40.3,23,6.4,98,10.4,23,80,4.8,0.3,4493.919206
155900,0.000812165,Papatoetoe South West,Papatoetoe South West,2520,2680,2950,3500,3980,950,1730,1010,290,29,700,640,1450,1820,40,24,43.5,25,7.2,104,17.7,16,36.4,45.8,1.1,4377.781933
156000,4.08E-05,Botany Junction,Botany Junction,20,20,110,170,200,30,100,60,10,33.2,50,10,20,120,10,14.7,50.2,31,3.7,125,23.4,7.3,10.5,61.8,3,6859.901477
156100,0.000532601,Dannemora North,Dannemora North,30,80,2360,2430,2610,500,1000,870,230,35.2,690,100,140,1700,170,19.1,38.6,33,8.9,95,26.3,4,5.3,65.4,6.6,3272.882397
156200,0.000873384,Papatoetoe South,Papatoetoe South,2750,2870,3400,3770,4280,750,1840,1250,430,32.5,820,420,800,2570,120,17.5,43.1,29,10.1,102,19.3,9.9,18.8,60.2,2.9,3709.256594
156300,0.000593819,East Tamaki Heights,East Tamaki Heights,210,1640,2310,2720,2910,500,970,1100,350,39.6,1190,110,90,1600,120,17.2,33.2,38,11.9,93,40.8,3.6,3,55,4,5008.546382
156500,0.000836653,Puhinui North,Puhinui North,2370,2650,2980,3440,4100,820,1830,1080,380,31.7,880,390,810,2430,50,20,44.5,26,9.3,104,21.5,9.5,19.7,59.2,1.3,4159.873166
156600,0.000587698,Dannemora South,Dannemora South,40,30,2570,2860,2880,600,1040,960,270,36,720,100,140,2000,100,20.8,36.3,34,9.4,109,25,3.4,4.8,69.5,3.4,3987.186826
156700,0.000544845,Puhinui South,Puhinui South,1770,1840,2020,2400,2670,540,1220,700,210,30.1,490,360,710,1470,30,20.4,45.7,26,7.7,104,18.4,13.4,26.4,55,1.3,3755.032095
156800,0.00052852,Rongomai West,Rongomai West,2480,2350,2480,2310,2590,790,1000,610,190,25.2,220,580,2090,90,10,30.4,38.5,24,7.4,96,8.4,22.5,80.7,3.6,0.3,4752.624757
156900,0.000883587,Baverstock,Baverstock,170,210,2110,4000,4330,850,1770,1360,360,34,1060,240,260,2950,130,19.6,40.8,31,8.2,96,24.5,5.5,6,68.1,3,5343.784811
158500,0.000950927,Goodwood Heights,Goodwood Heights,2010,3340,4050,4280,4660,880,1830,1490,470,34.6,1170,540,900,2590,90,18.8,39.3,32,10,103,25.2,11.5,19.3,55.6,2,5263.28009
158600,0.00019794,Ormiston East,Ormiston East,120,140,160,270,970,240,430,240,60,31.2,180,40,50,760,20,24.7,44.1,25,6.2,96,18.6,4.5,5.3,77.6,1.8,9737.869686
157400,0.00049791,Maraetai,Maraetai,1490,1590,1940,2300,2440,500,640,960,340,42.3,2310,230,80,70,20,20.4,26.1,39,14.1,101,94.8,9.4,3.3,2.9,0.6,15451.15053
158700,0.000724419,Clendon Park North,Clendon Park North,2950,2870,3190,3000,3550,1070,1420,900,160,26.3,640,1140,2030,440,40,30.1,40.1,26,4.4,94,18,32.1,57.1,12.4,1,4622.381445
159300,0.000834612,The Gardens (Auckland),The Gardens (Auckland),1230,1910,3220,3650,4090,780,1360,1450,500,38.1,2120,380,450,1600,100,19.1,33.3,36,12.2,96,51.7,9.2,11,39,2.6,10876.56773
159500,0.000704013,Clendon Park West,Clendon Park West,1380,2020,3190,3060,3450,1040,1410,850,150,25.9,600,990,1830,680,50,30.1,40.9,25,4.3,102,17.5,28.6,53.1,19.8,1.4,3830.455719
158900,0.000310174,Tuscany Heights,Tuscany Heights,380,570,880,1210,1520,250,480,610,190,42.1,780,80,60,700,20,16.3,31.3,40,12.2,105,51.4,5.1,3.8,46.1,1.2,21078.33617
159000,0.000589738,Totara Heights,Totara Heights,2170,2310,2530,2480,2890,580,1160,860,300,34.2,1090,400,680,1130,80,20.1,40,30,10.3,103,37.6,13.9,23.7,38.9,2.7,3966.877137
159100,0.000736663,Homai East,Homai East,2270,2430,2710,2950,3610,890,1630,850,230,28.5,770,670,1180,1440,130,24.8,45.1,24,6.5,112,21.4,18.6,32.7,39.9,3.5,4228.708721
159200,0.000985618,Homai West,Homai West,3650,3800,3920,3970,4830,1340,2020,1200,290,27.1,1020,1560,2230,930,90,27.6,41.7,25,5.9,102,21.2,32.3,46.1,19.2,1.9,4605.190292
160300,0.000689728,Hillpark South,Hillpark South,2450,2470,2650,2980,3380,680,1440,910,350,31.8,1470,580,670,1220,50,20.2,42.4,27,10.5,103,43.5,17.2,19.8,35.9,1.3,4581.545744
159400,0.000304052,Clarks Beach,Clarks Beach,1130,1270,1400,1410,1490,260,380,560,290,45.2,1370,230,70,70,10,17.6,25.8,37,19.2,99,91.9,15.4,4.6,5,0.8,9500.011285
160400,0.000808084,Alfriston,Alfriston,550,1510,2630,3680,3960,740,1440,1160,620,36,1570,390,570,1700,170,18.7,36.4,29,15.7,96,39.7,10,14.3,42.9,4.4,9202.764606
159700,0.000491789,Clendon Park East,Clendon Park East,1120,1900,2080,2180,2410,760,990,560,110,25.4,320,620,1390,450,20,31.5,40.8,23,4.6,96,13.5,25.8,57.8,18.6,0.8,3370.752268
159800,0.000324458,Karaka Creek,Karaka Creek,970,1160,1310,1380,1590,310,410,650,220,44.3,1450,150,50,100,10,19.5,25.6,41,13.6,108,91.4,9.2,3,6.1,0.4,57633.29139
159900,0.000752987,Rowandale West,Rowandale West,3030,3110,3200,3310,3690,1140,1500,880,170,25.4,700,1330,2070,410,50,30.9,40.7,24,4.6,104,18.9,36.2,56,11,1.2,3322.410062
160000,0.000824409,Rowandale East,Rowandale East,2960,3140,3420,3560,4040,1120,1640,1010,260,27.2,940,1310,1810,770,90,27.7,40.6,25,6.5,101,23.2,32.4,44.9,19.2,2.1,3783.74476
160200,0.00105908,Weymouth North,Weymouth North,2320,2870,3450,3560,5190,1560,2110,1280,240,27.1,1280,1630,2330,1100,80,30,40.7,25,4.7,100,24.6,31.5,45,21.2,1.6,4669.756883
164100,4.49E-05,Papakura Industrial,Papakura Industrial,150,170,210,200,220,60,70,70,10,32.5,100,70,60,40,0,26.6,34,33,6.4,103,47.5,31.4,26.3,18.6,0,5864.330162
160500,0.000801962,Weymouth East,Weymouth East,1280,1770,3320,3510,3930,1160,1530,990,250,26.9,810,1110,1710,950,160,29.4,38.9,25,6.4,98,20.7,28.2,43.4,24.3,4.2,5534.420836
161200,0.00052852,Wattle Downs North,Wattle Downs North,2250,2270,2290,2290,2590,800,1040,600,150,26.5,600,1070,1190,300,30,31,40.1,23,5.9,96,23.2,41.4,46,11.6,1.2,4061.982392
161300,0.000789719,Randwick Park West,Randwick Park West,2860,3350,3620,3710,3870,1210,1650,900,100,25.1,710,1330,1940,620,40,31.3,42.7,23,2.6,95,18.5,34.3,50.3,16.1,0.9,4706.118839
160700,0.000757069,Weymouth South,Weymouth South,2510,2650,3050,3220,3710,890,1390,1090,350,31.6,1490,1190,1450,530,80,23.9,37.4,29,9.4,96,40.3,31.9,39,14.3,2.3,5309.565667
160800,0.000624429,Manurewa East,Manurewa East,2290,2380,2440,2650,3060,720,1240,850,260,30.3,750,920,1120,850,60,23.4,40.3,28,8.5,109,24.5,29.9,36.5,27.7,2.1,3942.262652
160900,0.000848896,Manurewa South,Manurewa South,2920,2980,3310,3670,4160,1080,1750,1040,290,28.5,1130,1400,1410,1160,60,26,42,25,7,107,27.2,33.6,33.9,27.8,1.3,5673.249369
161100,0.000804003,Wattle Downs West,Wattle Downs West,1490,1600,2750,3440,3940,840,1240,1190,670,37.7,2510,640,480,870,80,21.3,31.5,30,17,94,63.9,16.3,12.3,22.1,2,8936.876881
161500,0.000471382,Wattle Downs East,Wattle Downs East,1090,1890,2140,2140,2310,410,690,760,440,42,1540,500,390,340,40,18,29.9,33,19.3,91,66.9,21.5,16.8,14.6,1.6,5607.298982
161600,0.000538723,Takanini North,Takanini North,1240,1640,1960,2090,2640,630,1140,650,220,30.2,890,720,510,920,40,23.8,43.3,24,8.4,108,33.7,27.4,19.2,34.7,1.5,10348.76674
161700,1.02E-05,Takanini Industrial,Takanini Industrial,70,60,50,70,50,10,20,10,0,36.6,30,20,0,10,0,23.3,37,33,6.7,224,66.1,38.1,5.8,14.7,0,4519.859349
165400,0.000512195,Anselmi Ridge,Anselmi Ridge,310,300,450,1350,2510,480,580,720,730,45.5,2210,190,80,230,30,19.1,23.2,29,29.1,90,87.9,7.4,3,9.2,1.3,15411.44266
161800,0.000514235,Conifer Grove West,Conifer Grove West,2680,2740,2620,2670,2520,400,760,940,420,44.2,1940,340,120,420,50,16,30,38,16.5,101,77,13.3,4.9,16.7,2,7393.641385
162100,0.000973374,Takanini South,Takanini South,220,250,620,1590,4770,1040,2440,1080,210,30,1360,600,590,2690,90,21.9,51.1,23,4.4,104,28.6,12.6,12.5,56.4,2,6690.959711
165500,0.001071324,Pukekohe West,Pukekohe West,3250,3550,4230,4580,5250,1340,1940,1420,560,31.1,2990,1670,720,650,80,25.4,36.9,27,10.7,99,56.9,31.8,13.7,12.4,1.5,7266.412831
162200,0.000250996,Takanini Central,Takanini Central,60,510,1180,1130,1230,170,360,350,330,45.8,660,160,120,440,10,14.2,29.6,29,27.3,90,53.6,13,9.7,35.7,0.7,7124.067571
163100,0.00069585,Pahurehure,Pahurehure,3010,3070,3130,3210,3410,650,1170,1100,490,37,2390,560,330,630,60,19.1,34.3,32,14.3,98,70.2,16.4,9.6,18.4,1.9,6197.744576
165600,0.00033058,Cape Hill,Cape Hill,290,420,880,1240,1620,410,530,540,130,34.8,1330,200,90,180,30,25.4,32.8,34,8.2,92,82.4,12.1,5.4,11.3,1.7,3569.522355
162900,0.000318336,Clevedon,Clevedon,1110,1220,1390,1520,1560,300,430,620,210,42.9,1450,110,30,80,10,19.1,27.3,40,13.6,101,92.9,7.2,1.9,5.4,0.7,41154.63898
163000,0.000908074,Papakura North,Papakura North,3040,3230,3430,4040,4450,1120,1810,1130,390,30.5,2340,1420,750,840,70,25.1,40.7,25,8.8,98,52.5,31.9,16.9,18.9,1.6,5509.465154
166600,2.04E-06,Islands Thames-Coromandel District,Islands Thames-Coromandel District,20,30,20,10,10,0,10,10,0,47,10,0,0,0,0,6.6,36,43,14.4,137,100,6.2,0,0,0,187075.3325
163200,0.000687688,Papakura Central,Papakura Central,2560,2490,2560,2790,3370,680,1240,950,500,35,1850,900,500,630,60,20.2,36.7,28,14.9,92,54.8,26.7,14.9,18.7,1.8,6783.943969
163300,0.000542804,Papakura North East,Papakura North East,1650,1680,1980,2100,2660,650,1090,690,230,30.6,1380,810,520,560,50,24.5,41,26,8.6,108,51.9,30.4,19.6,21,1.7,7067.991503
163400,0.000469342,Karaka Lakes,Karaka Lakes,180,170,170,660,2300,560,760,750,220,36.4,1140,160,100,1060,60,24.5,33.2,33,9.6,99,49.7,6.8,4.4,46.3,2.5,13543.34632
163500,0.000983577,Papakura Kelvin,Papakura Kelvin,3940,3860,4100,4100,4820,1470,1920,1130,300,26.7,1630,2470,1430,480,40,30.6,39.7,24,6.2,98,33.7,51.3,29.6,10,0.9,4081.647736
163900,0.000699931,Papakura East,Papakura East,1020,1120,1930,2600,3430,910,1400,900,230,30.2,1280,850,970,890,90,26.4,40.7,26,6.7,97,37.3,24.8,28.3,25.8,2.7,8273.623677
166700,0.00036527,Coromandel,Coromandel,1610,1540,1540,1590,1790,260,390,610,520,52.7,1490,540,40,60,10,14.7,22,34,29.2,97,83.4,30.2,2.1,3.4,0.3,33805.75009
166900,0.000338742,Mercury Bay North,Mercury Bay North,910,1010,1300,1380,1660,240,320,640,460,53.2,1580,190,20,30,10,14.7,19,39,27.7,101,94.9,11.7,1,1.6,0.4,187365.5339
163800,0.000493829,Patumahoe,Patumahoe,1450,1500,1630,1800,2420,530,700,880,310,39.2,2230,260,80,120,20,22.1,28.9,36,12.7,102,92.2,10.8,3.2,5.1,1,31292.42854
164000,0.000610144,Ōpaheke,Opaheke,2690,2640,2640,2730,2990,640,1110,950,290,33.6,2100,740,300,360,60,21.5,37.1,32,9.8,96,70.4,24.8,10,12,1.9,5338.377077
164200,0.000604022,Red Hill,Red Hill,2600,2460,2690,2620,2960,830,1050,820,260,29.4,1470,1170,770,260,30,27.9,35.6,28,8.8,104,49.8,39.4,26.1,8.8,1.1,7821.059133
164900,0.000222427,Kendallvale,Kendallvale,530,650,850,1090,1090,200,280,470,140,44.7,980,100,30,50,10,18.2,25.5,43,13.2,107,90.6,9.1,2.9,4.5,0.5,8918.472999
165800,0.000546885,Rooseville Park,Rooseville Park,1570,2070,2460,2530,2680,620,890,860,310,35.6,2150,420,170,290,40,23.3,33.2,32,11.5,97,80.4,15.5,6.5,10.9,1.6,6011.520225
164400,0.000522398,Tamakae,Tamakae,1650,2070,2180,2430,2560,470,720,830,530,42.7,2160,480,150,180,20,18.4,28.3,33,20.7,97,84.6,18.8,5.9,7.1,0.7,6637.620654
164700,0.000277524,Waiuku Central,Waiuku Central,560,640,820,1090,1360,330,460,410,170,34.8,1110,230,50,130,10,24.2,33.4,30,12.5,99,81.2,17.2,3.9,9.5,0.9,7478.254502
164500,0.000532601,Hamilton Estate,Hamilton Estate,2290,2180,2350,2360,2610,570,820,800,420,37.7,2070,660,130,180,20,21.7,31.5,31,16.1,98,79.4,25.1,4.8,7,0.6,10157.11635
164600,0.000589738,Drury Rural,Drury Rural,2080,2200,2560,2780,2890,470,800,1160,450,45.3,2300,380,140,430,30,16.4,27.8,40,15.6,107,79.7,13.1,5,14.8,1.1,36148.37471
165000,0.000336702,Puni,Puni,1480,1400,1510,1600,1650,320,490,600,250,40.8,1260,220,90,250,10,19.6,29.5,36,14.8,110,76.4,13.2,5.6,15.3,0.5,39390.96821
165300,0.001003983,Pukekohe North West,Pukekohe North West,2940,3210,3810,4400,4920,1220,1730,1330,640,31.7,2800,1420,870,660,30,24.7,35.1,27,13.1,95,56.9,28.9,17.7,13.5,0.7,12607.36253
165100,0.000420367,Ramarama,Ramarama,1910,1840,1980,2030,2060,350,560,840,300,45.5,1780,250,110,150,10,17.1,27.3,41,14.7,106,86.6,12,5.2,7.1,0.5,35189.61984
165200,0.000283646,Hunua,Hunua,1030,1010,1140,1210,1390,270,370,580,160,42.6,1320,140,30,40,10,19.5,26.9,42,11.8,100,95.1,10,2.3,2.6,0.7,51605.81718
165900,0.000508113,Cloverlea (Auckland),Cloverlea (Auckland),1410,1760,1930,2350,2490,460,710,790,530,42.4,1980,310,120,360,10,18.5,28.6,32,21.3,90,79.4,12.3,4.7,14.6,0.5,8347.389866
166000,8.16E-05,Pukekohe Central,Pukekohe Central,340,320,300,320,400,70,140,130,50,36.7,230,90,60,60,10,17.7,35.5,33,13.6,121,58.4,21.9,14.7,15.3,2.3,9220.189894
166100,0.000346905,Pukekohe Hospital,Pukekohe Hospital,830,880,1240,1590,1700,310,530,540,320,40.5,1350,200,90,280,20,18.1,31.3,31,19.1,97,79,12,5,16.2,0.9,4931.732894
175800,0.000801962,Flagstaff East,Flagstaff East,1810,3470,3680,3710,3930,770,1090,1160,900,42.1,3010,380,80,730,70,19.6,27.9,30,22.9,87,76.7,9.5,2,18.5,1.9,5735.449196
175900,0.001014186,Rototuna Central,Rototuna Central,130,790,2600,4380,4970,1290,1660,1520,510,34.9,3220,540,110,1470,150,25.9,33.4,31,10.2,96,64.8,10.8,2.2,29.6,3,5685.921692
166300,0.000420367,Bombay Hills,Bombay Hills,1450,1580,1710,1700,2060,390,500,830,350,45.4,1780,210,80,190,40,18.7,24.1,40,16.8,95,86.2,10.3,3.9,9.4,1.9,37345.82986
166400,0.000444854,Ararimu,Ararimu,1270,1520,1760,1920,2180,480,540,930,230,42.2,2060,180,40,60,10,22.1,24.9,43,10.4,105,94.6,8.4,2.1,2.9,0.6,58867.41745
167000,0.000312214,Whitianga North,Whitianga North,780,830,1040,1110,1530,240,300,560,420,52.6,1430,180,30,50,10,15.6,19.7,37,27.8,97,93.8,11.6,2.2,3.2,0.3,25978.54679
179900,0.000838693,Greensboro,Greensboro,2270,2370,2540,3120,4110,510,3050,470,80,22.4,1970,870,450,1160,230,12.5,74.1,12,1.9,101,48,21.2,11,28.3,5.6,3361.818449
167100,0.000836653,Whitianga South,Whitianga South,2320,2370,2870,3480,4100,660,940,1320,1190,50.8,3690,650,80,180,10,16,22.9,32,29,97,90,15.9,2.1,4.4,0.3,11496.94826
167400,0.000255077,Mercury Bay South,Mercury Bay South,910,1000,1200,1150,1250,200,290,480,290,49.5,1190,130,20,20,10,15.7,22.9,38,23.2,101,95.1,10.8,1.9,1.7,0.6,135825.7667
167500,0.000124478,Kauaeranga,Kauaeranga,510,520,550,590,610,110,130,240,140,48.5,540,120,10,10,0,17.4,20.6,40,22.4,104,89.1,19.7,1.4,1,0.7,79811.87901
180000,0.000440773,Hamilton East Cook,Hamilton East Cook,1870,1830,2060,2160,2160,450,1030,520,160,27.1,1280,600,210,380,100,20.7,47.8,24,7.6,95,59.1,27.8,9.5,17.4,4.5,3571.575925
167600,0.000412205,Thames North,Thames North,2090,2080,2080,2070,2020,250,360,650,750,58,1770,370,50,130,10,12.5,18,32,37.2,84,87.5,18.5,2.6,6.6,0.4,13925.73036
169200,0.000897871,Paeroa,Paeroa,4110,3920,3990,3980,4400,740,1080,1300,1270,49,3340,1390,180,190,10,16.9,24.5,30,29,91,75.8,31.6,4,4.4,0.3,13511.66799
167700,0.000220387,Thames Central,Thames Central,940,920,870,960,1080,120,250,320,390,54.6,820,240,30,90,10,11.1,23.2,30,36.2,91,76.2,22.7,3,8.7,0.6,8248.591319
167800,0.000708094,Thames South,Thames South,3420,3360,3450,3410,3470,630,800,1070,980,48.2,2800,890,100,210,30,18,22.9,31,28.3,91,80.8,25.6,2.9,6.1,0.9,10294.32635
167900,4.90E-05,Hikuai,Hikuai,230,250,230,230,240,40,60,100,40,47,230,50,10,0,0,17.5,24,40,18,97,96.2,20,3.5,0,1.3,140225.7461
168000,0.000183655,Totora-Kopu,Totora-Kopu,600,640,710,810,900,160,220,290,230,47.6,770,170,10,50,0,17.4,24.2,33,25.5,101,85.5,19,1.6,6.1,0.2,17684.02442
168100,0.000306092,Tairua,Tairua,1460,1490,1300,1280,1500,220,260,500,530,56.4,1370,180,30,80,10,14.7,17.2,33,35.2,103,91.2,11.8,2.3,5,0.5,20383.15845
168200,0.000212224,Pauanui,Pauanui,690,750,830,850,1040,100,140,330,470,62.8,1000,60,10,30,10,9.6,13.2,32,45,96,95.5,5.8,0.7,2.4,1.4,27251.85752
168300,0.000220387,Matatoki-Puriri,Matatoki-Puriri,1070,1040,1090,1040,1080,200,260,440,180,45.5,1010,190,10,10,0,18.6,23.9,40,17.1,105,93.9,17.4,1.2,0.8,0,78375.33763
168400,9.18E-05,Whangamatā Rural,Whangamata Rural,390,370,410,370,450,70,70,170,130,56.2,390,100,10,10,0,15.2,16.7,38,30.2,99,88.2,21.6,1.4,1.2,0.9,101806.803
168500,0.000852978,Whangamatā,Whangamata,3860,4070,3650,3680,4180,570,760,1290,1550,57.5,3830,670,80,80,10,13.6,18.3,31,37.2,98,91.7,16,2,1.9,0.3,28827.79171
168600,0.000177534,Miranda-Pūkorokoro,Miranda-Pukorokoro,770,730,690,820,870,120,160,340,250,53.5,750,250,20,20,0,13.5,18.7,40,28.2,111,85.8,28.8,2.1,2,0.1,59708.74234
168700,0.000242833,Hauraki Plains North,Hauraki Plains North,1120,1060,1130,1140,1190,240,350,410,190,40.5,1080,210,40,40,10,19.8,29.7,34,16.1,110,90.5,17.7,3.7,3,0.5,80656.23094
168800,0.000285686,Hauraki Plains East,Hauraki Plains East,1340,1350,1370,1380,1400,300,400,510,200,40.3,1290,230,10,40,0,21.5,28.1,36,14.4,100,91.8,16.7,1,2.5,0.3,47470.02385
168900,0.000306092,Ngatea,Ngatea,1040,1110,1210,1320,1500,290,370,450,390,45.9,1350,250,20,50,0,19.2,24.9,30,25.7,93,90.3,16.8,1.6,3.2,0,11590.56759
169400,0.00036527,Waihi North,Waihi North,1460,1360,1460,1580,1790,300,380,540,570,51.4,1460,440,90,80,10,16.5,21.5,30,31.9,85,81.7,24.3,5,4.6,0.7,9147.265009
169500,0.000291808,Waihi East,Waihi East,1410,1390,1270,1280,1430,260,320,490,360,48.6,1270,310,50,40,0,18,22.6,34,24.8,96,88.6,21.3,3.5,3,0.1,15985.53034
170100,0.000336702,Onewhero,Onewhero,1320,1410,1520,1620,1650,360,450,650,200,40.6,1390,360,60,70,0,21.9,27,39,11.9,102,84.3,21.7,3.8,4.4,0.2,79960.04337
