Code,x,AU2013_NAM,area_sqkm,proportionToHere,dens
548620,2.7,Flaxmere East,1.65907541,0.000618776,1.627412463
548810,1,Anderson Park,0.67314638,0.000229176,1.485560986
548821,2.6,Iona,2.58555068,0.000595859,1.005588488
548822,0.2,Havelock Hills,13.6851541,4.58E-05,0.014614377
548831,3.9,Te Mata,2.0992135,0.000893788,1.857838662
548832,1.2,Havelock North Central,1.81762513,0.000275012,0.66020214
548833,0.2,Te Mata Hills,7.41132431,4.58E-05,0.02698573
549000,2.2,Takapau,2.83991938,0.000504188,0.774669878
549100,1.6,Waipawa,6.94430205,0.000366682,0.230404724
549200,0.5,Tikokino,1336.22958,0.000114588,0.000374187
549400,0.2,Otane,0.8541165,4.58E-05,0.234160094
549500,4.7,Waipukurau,7.82287421,0.001077129,0.600802195
549601,0.8,Porangahau,22.3864383,0.000183341,0.035735921
549602,0.8,Elsthorpe-Flemington,1955.98759,0.000183341,0.000409001
549800,1.6,Norsewood-Herbertville,1446.00409,0.000366682,0.001106498
549901,0.3,Owahanga,733.326196,6.88E-05,0.000409095
549902,NA,Mara,69.0931131,0,NA
550101,0.1,Dannevirke West,2.07408558,2.29E-05,0.048214018
550102,6.2,Dannevirke East,3.40348803,0.001420894,1.821660586
550200,NA,Papatawa,416.74799,0,NA
550500,3.5,Woodville,4.03974921,0.000802118,0.866390416
550600,1.8,Urenui,3.6547314,0.000412518,0.492512254
550700,0.2,Okoki-Okau,1098.28676,4.58E-05,0.000182102
550800,1,Oakura,1.5164964,0.000229176,0.659414688
550901,2.45,Bell Block,5.16909244,0.000561482,0.473971017
550902,NA,Paraite,4.58766396,0,NA
551012,2.7,Glen Avon,5.20431761,0.000618776,0.518800005
551013,0.4,Bowden,13.2575951,9.17E-05,0.030171385
551014,NA,Mangaoraka,16.6973649,0,NA
551021,NA,Carrington,12.2285175,0,NA
551022,0.1,Highlands Park,3.24272059,2.29E-05,0.030838303
551023,NA,Fernleigh,1.01965468,0,NA
551024,NA,Barrett,2.27783804,0,NA
551030,0.25,Omata,17.9023148,5.73E-05,0.013964675
551111,0.4,Lepperton,102.12099,9.17E-05,0.003916922
551112,0.1,Kaitake,358.154138,2.29E-05,0.000279209
551120,1.3,Okato,1.02471414,0.000297929,1.268646493
551301,5.55,Waitara West,3.66296818,0.001271929,1.515164677
551302,0.7,Waitara East,2.27444668,0.000160424,0.307767162
551400,3,Moturoa,4.59256995,0.000687529,0.653229027
551501,1.7,Lynmouth,1.13106842,0.0003896,1.503003682
551502,2.3,Spotswood,1.33153346,0.000527106,1.727331734
551503,0.9,Marfell,1.07127503,0.000206259,0.840120394
551600,NA,Upper Westown,0.83326364,0,NA
551700,3.4,Westown,1.95613193,0.0007792,1.738124074
551800,10.2,New Plymouth Central,1.04067481,0.0023376,9.801332656
551900,2.45,Kawaroa,0.90051111,0.000561482,2.72067715
552001,0.1,Mount Bryan,0.59465003,2.29E-05,0.16816614
552002,1,Marsland Hill,0.87453488,0.000229176,1.14346497
552100,5.7,Fitzroy,2.86470884,0.001306306,1.989731005
552200,1.8,Welbourn,1.91384602,0.000412518,0.940514535
552300,1.4,Merrilands,1.71117172,0.000320847,0.818152839
552400,1.6,Frankleigh,2.15410979,0.000366682,0.742766226
552500,2.2,Struan Park,2.8350794,0.000504188,0.775992376
552701,NA,Egmont Village,20.5977189,0,NA
552702,0.1,Kaimata,503.673508,2.29E-05,0.000198541
552800,2.6,Inglewood,2.94443523,0.000595859,0.883021631
552900,NA,Midhirst,1.5466173,0,NA
553001,NA,Whangamomona,689.591167,0,NA
553002,NA,Douglas,1051.42541,0,NA
553003,NA,Toko,187.478125,0,NA
553004,0.1,Pembroke,224.831023,2.29E-05,0.000444778
553101,7.4,Stratford West,4.09647938,0.001695906,1.806429208
553102,2.2,Stratford East,4.44135259,0.000504188,0.495344595
553200,3.9,Opunake,3.72923364,0.000893788,1.045791274
553301,1.6,Rahotu,27.8014284,0.000366682,0.057551
553302,NA,Kahui,612.879163,0,NA
553400,1.7,Kaponga,2.25660617,0.0003896,0.753343682
553500,0.1,Mangatoki-Moeroa,529.280762,2.29E-05,0.000188936
553601,2.1,Eltham,6.62403919,0.000481271,0.31702711
553700,0.2,Kapuni,213.851731,4.58E-05,0.000935227
553800,2.3,Manaia,2.10611558,0.000527106,1.092057825
553900,0.8,Normanby,1.06454596,0.000183341,0.751494092
554010,6.4,Hawera North,3.74512918,0.001466729,1.708886314
554020,3.15,Hawera South,3.00102819,0.000721906,1.049640257
554111,1.6,Ohawe Beach,34.7108663,0.000366682,0.046095075
554113,0.7,Tawhiti,37.1250792,0.000160424,0.018855179
554114,NA,Waingongoro,32.4653485,0,NA
554115,NA,Hawera West,2.53978195,0,NA
554120,0.2,Ohangai,331.781344,4.58E-05,0.000602807
554130,NA,Okaiawa,62.1592723,0,NA
554300,NA,Waitotara,0.24872131,0,NA
554400,0.4,Whenuakura,893.081575,9.17E-05,0.000447887
554500,0.1,Makakaho,766.219659,2.29E-05,0.000130511
554700,3.2,Patea,6.15344482,0.000733365,0.520033915
554800,2.1,Waverley,2.27584963,0.000481271,0.922732316
554900,0.9,Tangiwai,2693.57646,0.000206259,0.000334128
555000,5,Ohakune,8.47052397,0.001145882,0.590282256
555100,1.9,Raetihi,3.88253554,0.000435435,0.489370923
555200,NA,Otamatea,1.27007165,0,NA
555300,0.2,Blueskin,47.1311735,4.58E-05,0.004243476
555400,0.45,Maxwell,1044.80579,0.000103129,0.000430702
555700,NA,Castlecliff North,3.38328778,0,NA
555800,2.6,Castlecliff South,1.81722753,0.000595859,1.430750942
555900,NA,Mosston,2.05698829,0,NA
556000,0.3,Balgownie,3.30536607,6.88E-05,0.090761505
556100,0.9,Tawhero,1.06060161,0.000206259,0.848574989
556200,1.8,Gonville South,1.97376686,0.000412518,0.911961811
556300,0.7,Gonville East,0.85773024,0.000160424,0.816107405
556400,3.7,Gonville West,0.73838628,0.000847953,5.010927343
556500,1.8,Springvale West,0.56982837,0.000412518,3.158845882
556600,1.6,Springvale East,0.93326466,0.000366682,1.714411858
556700,0.7,Wanganui Collegiate,1.41402615,0.000160424,0.49504035
556800,4.5,Laird Park,1.2954553,0.001031294,3.473682187
556900,1.7,Wanganui Central,0.66343314,0.0003896,2.562428521
557000,0.6,Spriggens Park,0.98119876,0.000137506,0.6114969
557100,7.4,Cooks Gardens,1.27384214,0.001695906,5.809197049
557200,2.1,St Johns Hill,1.77394461,0.000481271,1.183802464
557300,3.1,Lower Aramoho,2.32702085,0.000710447,1.332175429
557400,0.7,Upper Aramoho,1.56163179,0.000160424,0.448249072
557500,0.8,Williams Domain,1.26073055,0.000183341,0.63455272
557600,0.2,Wembley Park,1.54692472,4.58E-05,0.129288774
557700,2.9,Kowhai Park,1.49489947,0.000664612,1.93992978
557800,NA,Bastia Hill,1.1730047,0,NA
557900,1.5,Durie Hill,1.38362187,0.000343765,1.084111225
558100,NA,Putiki,1.00379495,0,NA
558200,NA,Marybank-Gordon Park,20.6459191,0,NA
558300,0.3,Fordell-Kakatahi,1223.5265,6.88E-05,0.000245193
558500,1.4,Waiouru,5.78838973,0.000320847,0.241863466
558600,0.2,Mangaweka,3.9511636,4.58E-05,0.050618
558700,1.8,Hunterville,3.2188789,0.000412518,0.559200907
558800,NA,Ratana Community,0.21425031,0,NA
558900,2.3,Bulls,4.4755712,0.000527106,0.513900885
559000,NA,Ngamatea,611.66396,0,NA
559210,NA,Moawhango,1405.77213,0,NA
559220,0.5,Pohonui-Porewa,1826.83989,0.000114588,0.000273697
559230,1,Lake Alice,614.668311,0.000229176,0.001626894
559240,NA,Koitiata,0.21153864,0,NA
559400,3.65,Taihape,5.0854779,0.000836494,0.71772999
559500,3.8,Marton,7.68217564,0.000870871,0.494651539
559700,0.1,Kiwitea,783.835616,2.29E-05,0.000127578
560000,0.1,Pohangina,682.736709,2.29E-05,0.000146469
560200,3,Ashhurst,7.07024271,0.000687529,0.424313581
560301,0.4,Stoney Creek,24.6264779,9.17E-05,0.01624268
560302,NA,Whakarongo,27.3477982,0,NA
560411,NA,Oroua Bridge,10.6728382,0,NA
560412,NA,Maewa,15.2073032,0,NA
560421,NA,Halcombe,17.4300955,0,NA
560422,0.3,Tokorangi-Hiwinui,400.237026,6.88E-05,0.000749556
560710,1.4,Feilding North,2.58756704,0.000320847,0.541048784
560720,4.65,Feilding West,2.72356745,0.001065671,1.707319567
560730,0.7,Feilding Central,1.43428397,0.000160424,0.488048402
560740,0.2,Feilding East,2.28710651,4.58E-05,0.087446736
560900,0.4,Sanson,0.60439658,9.17E-05,0.661817114
561000,0.8,Rongotea,0.55131347,0.000183341,1.451080091
561100,NA,Tangimoana,0.38153543,0,NA
561200,0.7,Himatangi Beach,0.9542358,0.000160424,0.733571304
561300,3.9,Foxton Beach,9.86656834,0.000893788,0.395274209
561410,NA,Rakiraki,10.7680438,0,NA
561421,NA,Ohakea,4.94718156,0,NA
561422,0.2,Oroua Downs-Waitohi,474.629592,4.58E-05,0.000421381
561500,0.2,Moutoa,184.213565,4.58E-05,0.001085696
561700,4.9,Foxton,3.53355278,0.001122965,1.386706328
561811,NA,Kairanga,26.72696,0,NA
561812,0.8,Longburn,6.93035344,0.000183341,0.115434228
561813,0.2,Massey University,10.0765492,4.58E-05,0.019848065
561820,0.9,Linton Military Camp,8.81277044,0.000206259,0.102124526
561901,NA,Kauwhata,154.947278,0,NA
561902,0.7,Turitea,225.173086,0.000160424,0.00310872
562100,3.5,Milson,7.75958676,0.000802118,0.451054948
562200,1.6,Kelvin Grove,4.98136332,0.000366682,0.32119721
562310,5.2,Takaro,1.95120972,0.001191718,2.665013374
562320,0.9,Cloverlea,1.47968661,0.000206259,0.608236902
562401,0.9,Palmerston North Hospital,1.94620901,0.000206259,0.462437485
562402,5.1,Papaeoia,1.0703474,0.0011688,4.764808136
562500,2.3,Roslyn,3.44515148,0.000527106,0.667604897
562600,0.6,Terrace End,1.6138147,0.000137506,0.371789896
562710,3.1,Highbury,1.45241031,0.000710447,2.134383086
562720,1.6,Westbrook,4.14079383,0.000366682,0.386399339
562800,19.2,Palmerston North Central,2.12865896,0.004400188,9.019763316
562910,1.7,Awapuni North,1.23348848,0.0003896,1.378205008
562921,NA,Awapuni West,3.41348818,0,NA
562922,2.2,Awapuni South,1.70541948,0.000504188,1.290005202
563000,2.1,West End,2.52888586,0.000481271,0.830405213
563101,0.65,Hokowhitu West,1.47497526,0.000148965,0.440685358
563102,2.15,Hokowhitu Lagoon,1.57976226,0.000492729,1.360964276
563200,1.3,Hokowhitu East,2.17660089,0.000297929,0.59726154
563300,0.3,Aokautere,11.8595413,6.88E-05,0.025296088
563500,3.3,Shannon,3.65142123,0.000756282,0.903757686
563600,1.7,Waitarere,1.54317872,0.0003896,1.101622241
563701,1.7,Waikanae Beach,4.36529983,0.0003896,0.389434876
563703,0.8,Waikanae East,4.230168,0.000183341,0.189117784
563704,0.2,Peka Peka,5.17120225,4.58E-05,0.038675726
563705,0.9,Waikanae Park,7.36017212,0.000206259,0.122279749
563706,5.15,Waikanae West,4.67274171,0.001180259,1.102136673
563801,0.2,Tokomaru,6.51698803,4.58E-05,0.030689024
563802,0.3,Opiki,95.5120513,6.88E-05,0.003140965
563920,0.4,Kaitawa,78.1184296,9.17E-05,0.005120431
564011,0.3,Lake Horowhenua,51.6173083,6.88E-05,0.005812004
564012,1.3,Waiopehu,29.005808,0.000297929,0.04481861
564013,0.9,Kohitere,13.7534084,0.000206259,0.065438324
564021,2.2,Mangaore-Manakau,651.679139,0.000504188,0.003375894
564022,1.9,Otaki Forks,428.456152,0.000435435,0.004434526
564023,1.3,Te Horo,12.4044202,0.000297929,0.104801351
564210,4.3,Levin North,3.3824681,0.000985459,1.271261065
564220,7.95,Levin West,3.61334973,0.001821953,2.200174518
564231,3.3,Playford Park,1.85347314,0.000756282,1.780441232
564232,1.3,Levin South,2.11019909,0.000297929,0.616055616
564240,2.5,Levin East,2.13948844,0.000572941,1.168503626
564400,6.35,Otaki,16.032745,0.00145527,0.396064429
564510,0.95,Heretaunga,2.88313473,0.000217718,0.329502465
564520,NA,Trentham South,8.03417586,0,NA
564530,0.2,Pinehaven,5.92522343,4.58E-05,0.033754001
564601,NA,Moonshine Valley,23.9198217,0,NA
564602,NA,Riverstone Terraces,2.19586143,0,NA
564800,0.2,Glendale,5.43851596,4.58E-05,0.036774738
564900,6.4,Parkway,3.41008162,0.001466729,1.876787923
565000,0.9,Fernlea,2.9858142,0.000206259,0.30142532
565100,NA,Arakura,3.44572784,0,NA
565200,1.2,Homedale West,3.09040563,0.000275012,0.388298542
565300,2.4,Homedale East,6.24888189,0.000550023,0.384068709
565400,0.5,Pencarrow,241.290604,0.000114588,0.00207219
565601,1.9,Pauatahanui,67.6400642,0.000435435,0.028089861
565602,NA,Endeavour,2.64956956,0,NA
565603,NA,Resolution,5.22603811,0,NA
565604,1.8,Adventure,3.93959194,0.000412518,0.456900112
565700,NA,Paekakariki Hill,33.2562587,0,NA
565901,0.9,Paraparaumu Beach North,2.04145176,0.000206259,0.440862732
565902,0.1,Otaihanga,4.9751006,2.29E-05,0.020100096
565903,4.7,Paraparaumu Beach South,2.71060291,0.001077129,1.733931585
566000,12.55,Paraparaumu Central,10.0623639,0.002876165,1.247221838
566101,3.2,Raumati Beach,3.17385746,0.000733365,1.008236835
566102,3,Raumati South,5.64672114,0.000687529,0.53128177
566200,3.7,Paekakariki,5.81273166,0.000847953,0.63653377
566301,NA,Kapiti Island,19.1996952,0,NA
566302,0.5,Maungakotukutuku,116.943551,0.000114588,0.004275567
566500,NA,Te Marua,8.27011712,0,NA
566610,NA,Akatarawa,6.48816168,0,NA
566620,0.6,Emerald Hill,2.5421953,0.000137506,0.236016485
566700,NA,Maoribank,3.14070648,0,NA
566800,0.6,Clouston Park,2.31379814,0.000137506,0.259313892
566900,1.2,Totara Park,1.72545132,0.000275012,0.695470215
567000,1.4,Ebdentown,0.84862104,0.000320847,1.649735199
567100,7.6,Upper Hutt Central,0.43301415,0.001741741,17.55138949
567200,0.2,Maidstone,1.06312517,4.58E-05,0.188124602
567300,0.4,Wallaceville,0.69661877,9.17E-05,0.574202157
567400,0.9,Elderslea,1.54906323,0.000206259,0.580996297
567500,1.1,Poets Block,1.09696758,0.000252094,1.002764366
567600,NA,Brentwood,0.98266677,0,NA
567700,1.95,Trentham North,1.02397337,0.000446894,1.904346399
567800,1.95,Heretaunga-Silverstream,2.78060095,0.000446894,0.701287252
567901,1.1,Cloustonville,310.100539,0.000252094,0.003547237
567902,0.2,Mangaroa,151.839631,4.58E-05,0.001317179
568101,1.7,Tawhai,6.2761536,0.0003896,0.270866538
568102,2.9,Holborn,1.48834502,0.000664612,1.948472942
568103,0.2,Delaney,1.87135479,4.58E-05,0.106874443
568104,0.9,Manuka,4.11570948,0.000206259,0.218674327
568201,1,Taita North,1.43624428,0.000229176,0.696260388
568202,5.2,Taita South,3.10860776,0.001191718,1.672774567
568301,1.7,Avalon East,0.81387847,0.0003896,2.08876394
568302,4.3,Naenae North,7.05282165,0.000985459,0.609685061
568303,1.1,Naenae South,2.84242991,0.000252094,0.386992832
568401,1.7,Avalon West,1.21081442,0.0003896,1.404013672
568402,2.15,Boulcott,1.58254695,0.000492729,1.358569488
568501,2.6,Epuni West,0.98689217,0.000595859,2.634533011
568502,2.9,Epuni East,1.45965237,0.000664612,1.986774426
568601,0.8,Waterloo West,0.29488105,0.000183341,2.712958327
568602,4.75,Waterloo East,2.10205605,0.001088588,2.259692362
568701,1.5,Waiwhetu North,0.97492722,0.000343765,1.538576387
568702,0.8,Waiwhetu South,1.68682906,0.000183341,0.474262638
568800,0.6,Gracefield,3.92991406,0.000137506,0.152675094
568900,1.4,Moera,0.62368205,0.000320847,2.244733514
569001,0.1,Woburn North,0.46809302,2.29E-05,0.213632752
569002,NA,Woburn South,0.15672616,0,NA
569100,27.55,Hutt Central,2.36502779,0.006313811,11.64891174
569201,0.9,Melling,0.39277618,0.000206259,2.291381315
569202,3.25,Alicetown,0.82309083,0.000744823,3.948531415
569301,0.5,Normandale,2.65225543,0.000114588,0.188518796
569302,2.7,Maungaraki,5.15861001,0.000618776,0.523396805
569401,NA,Tirohanga,1.4135488,0,NA
569402,0.1,Belmont,20.6130057,2.29E-05,0.004851306
569500,1.4,Kelson,8.3312056,0.000320847,0.168042906
569600,NA,Haywards-Manor Park,5.07711591,0,NA
569800,0.1,Korokoro,2.40491882,2.29E-05,0.041581445
569900,8.8,Petone Central,1.02788204,0.002016753,8.561293668
570000,7.05,Esplanade,0.97431951,0.001615694,7.235819387
570100,4.2,Wilford,1.65086875,0.000962541,2.54411503
570300,6.4,Eastbourne,12.8397681,0.001466729,0.49845137
570400,2.7,Titahi Bay North,2.00967987,0.000618776,1.343497559
570500,NA,Onepoto,2.24132006,0,NA
570600,1.8,Titahi Bay South,3.54261801,0.000412518,0.508098811
570700,4.35,Elsdon-Takapuwahia,10.8665109,0.000996918,0.400312487
570800,11.85,Porirua Central,6.15677521,0.002715741,1.924708893
570900,2.9,Porirua East,1.19716077,0.000664612,2.422398121
571000,NA,Ranui Heights,2.35272334,0,NA
571100,3.9,Cannons Creek North,1.11443735,0.000893788,3.499523773
571200,0.7,Cannons Creek South,1.40798088,0.000160424,0.497165842
571300,1.8,Cannons Creek East,1.46718322,0.000412518,1.22684064
571400,2,Waitangirua,3.14514352,0.000458353,0.635901029
571501,0.7,Papakowhai North,1.43034773,0.000160424,0.489391485
571502,NA,Papakowhai South,2.62472377,0,NA
571600,0.25,Ascot Park,1.13957445,5.73E-05,0.219380138
571800,NA,Pukerua Bay,8.25500732,0,NA
571900,2.3,Plimmerton,6.41353018,0.000527106,0.358616851
572000,2.1,Mana-Camborne,1.86985088,0.000481271,1.123084211
572100,NA,Paremata-Postgate,1.4880892,0,NA
572200,0.2,Discovery,1.25104161,4.58E-05,0.159866785
572300,NA,Mana Island,2.11357495,0,NA
572500,2.3,Tawa South,2.47758849,0.000527106,0.928322039
572600,4.9,Tawa Central,2.63665456,0.001122965,1.858415613
572701,1,Linden,1.50988398,0.000229176,0.662302543
572702,NA,Greenacres,1.28758417,0,NA
572900,7.7,Thorndon-Tinakori Road,2.80759698,0.001764659,2.74255887
573000,32.1,Lambton,0.98514032,0.007356564,32.58419065
573101,44.55,Willis Street-Cambridge Terrace,1.03115281,0.010209811,43.20407176
573200,5,Aro Street-Nairn Street,0.83462187,0.001145882,5.990736859
573300,2.2,Mt Cook-Wallace Street,0.87186053,0.000504188,2.523339369
573400,4.9,Mt Victoria West,1.29311872,0.001122965,3.789288581
573511,0.2,Glenside North,2.45904147,4.58E-05,0.081332504
573513,0.7,Churton Park North,2.25137078,0.000160424,0.310921687
573514,NA,Churton Park South,1.31491551,0,NA
573522,1.1,Grenada North,3.64249502,0.000252094,0.301990804
573523,NA,Grenada Village,1.51061054,0,NA
573524,NA,Newlands East,0.97605175,0,NA
573525,1,Takapu,11.5959731,0.000229176,0.086236833
573526,NA,Horokiwi,8.49984563,0,NA
573600,0.7,Johnsonville North,0.61713413,0.000160424,1.134275299
573700,9.3,Johnsonville Central,1.21247999,0.002131341,7.670229675
573801,0.7,Paparangi West,0.4778832,0.000160424,1.464793071
573802,NA,Johnsonville East,0.40616711,0,NA
573901,NA,Paparangi,0.85215732,0,NA
573902,NA,Woodridge,1.0026545,0,NA
573903,2.6,Newlands North,0.8041073,0.000595859,3.233399324
574001,NA,Newlands South,2.56850361,0,NA
574002,0.3,Ngauranga East,1.20295198,6.88E-05,0.249386513
574100,NA,Raroa,1.52819776,0,NA
574200,0.9,Khandallah Park-Broadmeadows,3.00532407,0.000206259,0.299468536
574302,2.5,Te Kainga,1.68651798,0.000572941,1.482344114
574303,0.8,Ngauranga West,1.06273961,0.000183341,0.752771415
574304,0.6,Rangoon Heights,1.00985015,0.000137506,0.594147557
574401,0.1,Awarua,1.89248456,2.29E-05,0.05284059
574402,2.2,Ngaio South,1.41471058,0.000504188,1.555088391
574500,0.3,Kaiwharawhara,0.62872599,6.88E-05,0.477155398
574600,1.1,Wadestown,1.41933411,0.000252094,0.775011319
574701,0.9,Crofton Downs,2.61632594,0.000206259,0.343993837
574702,1.2,Wilton,1.63942921,0.000275012,0.731962071
574703,NA,Northland North,0.48999611,0,NA
574800,3.45,Karori North,1.88938628,0.000790659,1.82598976
574900,2.7,Karori Park,3.13030932,0.000618776,0.862534569
575000,1,Karori East,3.64611063,0.000229176,0.274264854
575100,0.3,Karori South,2.4149974,6.88E-05,0.124223736
575200,1.8,Northland,0.79587155,0.000412518,2.261671497
575300,2.75,Kelburn,1.23601933,0.000630235,2.224884299
575400,NA,Taitville,0.1532902,0,NA
575500,NA,Mitchelltown,0.51047592,0,NA
575600,1.9,Brooklyn,1.60826748,0.000435435,1.181395523
575701,0.7,Vogeltown West,0.35087188,0.000160424,1.995030209
575702,0.7,Vogeltown,0.27001934,0.000160424,2.592406899
575800,0.2,Kingston-Mornington,0.90823524,4.58E-05,0.220207267
575901,NA,Brooklyn South,1.17883108,0,NA
575902,NA,Happy Valley-Owhiro Bay,2.93952487,0,NA
576001,3.2,Island Bay West,1.28071781,0.000733365,2.498598813
576002,2.4,Island Bay East,1.01643481,0.000550023,2.361194222
576100,NA,Melrose-Houghton Bay-Southgate,2.02443833,0,NA
576200,1,Berhampore West,0.96621662,0.000229176,1.034964602
576301,4.4,Newtown West,0.66090956,0.001008376,6.657491836
576302,NA,Berhampore East,0.39250248,0,NA
576400,6.9,Newtown East,1.43739991,0.001581318,4.800334237
576500,2.6,Adelaide,0.55054873,0.000595859,4.722561071
576600,0.5,Oriental Bay,0.16439931,0.000114588,3.041375295
576700,0.2,Roseneath,0.54704457,4.58E-05,0.365600924
576800,5.5,Hataitai North,1.29468243,0.00126047,4.248146011
576901,7.45,Kilbirnie East,1.05054872,0.001707365,7.091532128
576903,1.6,Kilbirnie West-Hataitai South,0.91887753,0.000366682,1.741254898
577000,6.2,Lyall Bay-Airport-Moa Point,2.57996028,0.001420894,2.403137772
577101,NA,Seatoun Tunnel West,0.19535232,0,NA
577102,1.9,Strathmore Park,1.48302608,0.000435435,1.281164253
577200,1.4,Miramar South,1.03278631,0.000320847,1.355556311
577301,1.7,Miramar North,1.03759438,0.0003896,1.638405173
577302,3.65,Miramar,0.6658861,0.000836494,5.481417918
577400,0.2,Karaka Bay-Worser Bay,0.74607936,4.58E-05,0.268067997
577500,2.9,Seatoun,1.32687931,0.000664612,2.185579335
577601,0.2,Maupuia,1.67335901,4.58E-05,0.119520078
577602,0.4,Miramar West,0.14685829,9.17E-05,2.723714133
577700,0.5,Makara-Ohariu,170.274646,0.000114588,0.002936432
577900,0.4,Mangatainoka,767.383774,9.17E-05,0.000521252
578000,4.1,Pahiatua,4.3253273,0.000939623,0.947905145
578100,1.7,Eketahuna,4.15464109,0.0003896,0.409180953
578200,NA,Nireaha-Tiraumea,913.718262,0,NA
578301,0.3,Homebush-Te Ore Ore,36.0356095,6.88E-05,0.008325099
578302,1.3,Opaki-Fernridge,46.6677519,0.000297929,0.027856495
578401,0.5,Kopuaranga,534.43912,0.000114588,0.00093556
578402,1.3,Whareama,1665.03415,0.000297929,0.000780765
578600,18.75,Masterton Central,0.99864983,0.004297059,18.77534991
578700,1.6,Masterton West,2.03188267,0.000366682,0.787447043
578800,1.2,Masterton East,2.3876175,0.000275012,0.502593066
578901,0.5,Solway North,2.32482657,0.000114588,0.215069806
578902,2.2,Solway South,4.13928955,0.000504188,0.531492174
579000,0.1,Ngaumutawa,0.85335343,2.29E-05,0.11718474
579100,0.7,Masterton Railway,1.16175366,0.000160424,0.602537374
579200,2.3,Lansdowne,4.06153859,0.000527106,0.566287861
579400,NA,Waingawa,38.2596143,0,NA
579501,NA,Mt Holdsworth,418.855494,0,NA
579502,0.4,Te Wharau,717.754517,9.17E-05,0.000557294
579700,3.55,Carterton,5.11942279,0.000813576,0.693437551
579802,NA,Tuturumuri,1128.75144,0,NA
579803,4.6,Kahutara,1252.83021,0.001054212,0.003671687
579804,0.5,Inland Water-Lake Wairarapa,63.4698171,0.000114588,0.00787776
579900,5.3,Greytown,5.17677054,0.001214635,1.023804312
580000,4.5,Featherston,3.17855485,0.001031294,1.415737721
580100,6.05,Martinborough,4.4988284,0.001386518,1.344794569
580200,2,Havelock,1.09239917,0.000458353,1.830832588
580300,2.3,Renwick,1.69345764,0.000527106,1.358168014
580410,0.4,Woodbourne,3.79197301,9.17E-05,0.105485983
580420,1.8,Omaka,31.2706716,0.000412518,0.057561923
580431,2.4,Spring Creek-Grovetown,34.3319321,0.000550023,0.069905766
580432,1.9,Riverlands,15.9057942,0.000435435,0.119453325
580442,1,Waikawa,29.1007917,0.000229176,0.034363326
580446,3.1,Marlborough Sounds Terrestrial,2305.81858,0.000710447,0.001344425
580447,NA,Wairau North,665.891646,0,NA
580448,0.1,Tuamarina,129.134203,2.29E-05,0.000774388
580449,9.2,Rapaura,87.377073,0.002108423,0.105290778
580450,3.8,Wairau South,2292.46355,0.000870871,0.001657605
580451,0.4,Weld Pass,117.038672,9.17E-05,0.003417674
580452,0.4,Fairhall,20.2720902,9.17E-05,0.019731562
580600,0.2,Severn,1332.72718,4.58E-05,0.000150068
580801,0.5,Ward,3104.56554,0.000114588,0.000161053
580802,1.2,Seddon,8.78930336,0.000275012,0.136529592
580900,NA,Lake Tennyson,534.987236,0,NA
581100,7.3,Picton,4.69160971,0.001672988,1.555969156
581210,3.2,Springlands,2.35476286,0.000733365,1.358947881
581220,1.6,Mayfield,2.37730791,0.000366682,0.673030192
581230,14.15,Blenheim Central,2.21601758,0.003242847,6.385328405
581240,1,Whitney,2.1700525,0.000229176,0.460818344
581250,3,Redwoodtown,2.3170161,0.000687529,1.294768733
581260,0.4,Witherlea,5.46398595,9.17E-05,0.07320663
581400,9.15,Kaikoura Township,6.78411569,0.002096965,1.348738792
581500,2.8,Kaikoura Rural,2039.97285,0.000641694,0.001372567
581601,2,Golden Bay,2575.01589,0.000458353,0.000776694
581602,1.75,Takaka,12.3390513,0.000401059,0.141826139
581713,NA,Glenduan,10.9926772,0,NA
581715,NA,Ngawhatu,6.23333717,0,NA
581717,0.3,Aniseed Hill,14.274364,6.88E-05,0.021016698
581720,1.2,Hope,8.11721656,0.000275012,0.147833927
581721,NA,Saxton Island,0.07714452,0,NA
581723,2.1,Saxton,1.9063792,0.000481271,1.101564683
581724,NA,Best Island,1.33078976,0,NA
581725,NA,Bell Island,1.56863206,0,NA
581726,0.4,Ranzau,21.2866171,9.17E-05,0.018791149
581811,NA,Richmond Hill,43.5149941,0,NA
581812,0.8,Whangamoa,338.772829,0.000183341,0.002361464
581822,2.3,Brightwater,5.36108505,0.000527106,0.42901763
581823,1.5,Wakefield,6.96071585,0.000343765,0.215495077
581825,2.9,Mapua,8.88334837,0.000664612,0.326453481
581832,0.9,Kaiteriteri,132.65897,0.000206259,0.006784313
581833,1.6,Motueka Outer,553.178858,0.000366682,0.002892374
581834,NA,Rabbit Island,11.3674963,0,NA
581836,4.5,Wai-Iti,978.900436,0.001031294,0.004596995
581841,0.4,Golden Downs,1490.06055,9.17E-05,0.000268445
581842,0.3,Lake Rotoroa,3693.86827,6.88E-05,8.12E-05
581843,1.1,Murchison,25.4066762,0.000252094,0.043295707
581844,0.9,Tapawera,12.0444236,0.000206259,0.074723377
581850,0.8,Riwaka,9.90966377,0.000183341,0.080729278
582000,NA,Clifton,9.47825959,0,NA
582100,1.15,Atawhai,7.42971068,0.000263553,0.154783955
582200,1.2,Port Nelson,1.1581735,0.000275012,1.036114192
582300,2.7,The Wood,1.25688499,0.000618776,2.148167908
582401,0.7,Britannia,0.8170591,0.000160424,0.856731172
582402,0.5,Washington,1.23934039,0.000114588,0.403440414
