Code,x,AU2013_NAM,area_sqkm,proportionToHere,dens
523912,9.4,Takanini South,5.08838436,0.002154259,1.847344724
523920,4.7,Takanini West,2.35377364,0.001077129,1.99679354
524001,1.1,Ambury,3.11182193,0.000252094,0.353490664
524002,9.45,Mangere Bridge,3.31467179,0.002165717,2.850961
524111,13.2,Mangere Central,0.98641778,0.003025129,13.38175393
524112,3,Mascot,1.24251827,0.000687529,2.414451419
524121,NA,Arahanga,0.71623431,0,NA
524122,2.4,Viscount,0.94250193,0.000550023,2.546413884
524200,10.2,Mangere South,28.2118873,0.0023376,0.361549722
524301,4.1,Mangere East,1.72805749,0.000939623,2.372606249
524302,1.6,Aorere,1.27487391,0.000366682,1.255026075
524303,1.6,Kohuora,1.85894158,0.000366682,0.860704832
524402,1.5,Mangere Station,1.86983767,0.000343765,0.802208675
524403,3,Favona West,0.85935988,0.000687529,3.490970512
524404,0.9,Favona North,1.10290939,0.000206259,0.816023518
524405,1,Favona South,0.63565015,0.000229176,1.573192424
524510,1.9,Harania North,0.94436821,0.000435435,2.011927106
524520,3.6,Harania West,1.11375596,0.000825035,3.232305935
524530,1.2,Harania East,1.05990152,0.000275012,1.132180658
524602,5.3,Wiri,3.4402944,0.001214635,1.540565831
524603,11.1,Puhinui South,1.65693235,0.002543859,6.699126853
524604,21.45,Manukau Central,16.3807529,0.004915835,1.309463621
524711,2.6,Burbank,0.64852832,0.000595859,4.009077044
524712,2,Homai West,0.47914831,0.000458353,4.17407295
524713,0.9,Rowandale,0.68954895,0.000206259,1.30520103
524720,6.1,Homai East,1.64768709,0.001397976,3.702159249
524811,NA,Weymouth West,1.22155754,0,NA
524812,2.2,Weymouth East,1.61044144,0.000504188,1.366085065
524821,0.2,Clendon North,0.74928243,4.58E-05,0.266922047
524822,6.5,Clendon South,1.05655484,0.001489647,6.15207063
524901,6,Hillpark,1.86222535,0.001375059,3.221951629
524902,2,Manurewa East,0.82854939,0.000458353,2.413857308
525001,16.7,Manurewa Central,1.2390125,0.003827247,13.4784758
525002,4.2,Beaumont,0.8990028,0.000962541,4.671843069
525101,2.8,Leabank,1.94638799,0.000641694,1.438562103
525102,2.1,Wattle Farm,3.14401602,0.000481271,0.667935528
525201,5.2,Clevedon,183.72329,0.001191718,0.028303434
525202,2.3,Kawakawa-Orere,105.215853,0.000527106,0.021859824
525410,7.05,Papakura Central,1.07204892,0.001615694,6.576192437
525420,7.7,Papakura North,1.15732587,0.001764659,6.653268712
525510,0.7,Papakura South,1.95685045,0.000160424,0.357717678
525520,1,Opaheke,1.10862174,0.000229176,0.902020918
525530,1.2,Rosehill,1.36019977,0.000275012,0.882223352
525540,1.1,Pahurehure,1.20728515,0.000252094,0.911135203
525610,5,Papakura East,1.64645372,0.001145882,3.036829969
525620,1.4,Massey Park,0.71119212,0.000320847,1.968525748
525630,2.7,Papakura North East,1.38059892,0.000618776,1.955672977
525700,NA,Red Hill,1.7287927,0,NA
525910,14.7,Pukekohe North,5.22202767,0.003368894,2.814998489
525921,3.6,Pukekohe West,4.42851374,0.000825035,0.812913815
525922,6.05,Bledisloe Park,9.64333555,0.001386518,0.627376282
526103,4.55,Waiuku West,2.19849432,0.001042753,2.069598251
526104,1.85,Waiuku East,3.15858384,0.000423976,0.585705523
526105,0.2,South Waiuku,2.24746871,4.58E-05,0.088989003
526106,NA,Pukeoware,7.71004424,0,NA
526200,6.05,Tuakau,4.65785846,0.001386518,1.298880172
526400,NA,Rotowaro,1.27074326,0,NA
526500,6.85,Raglan,3.20593927,0.001569859,2.136659314
526601,NA,Waikato Western Hills,503.558697,0,NA
526602,0.7,Te Uku,462.05059,0.000160424,0.001514986
526603,0.1,Te Pahu,158.151883,2.29E-05,0.000632304
526701,1.8,Onewhero,736.023352,0.000412518,0.002445575
526702,0.1,Te Akau,525.489542,2.29E-05,0.000190299
526900,2.6,Te Kauwhata,5.46962215,0.000595859,0.475352763
527004,0.9,Matangi,22.5542882,0.000206259,0.03990372
527005,NA,Sylvester,3.20844801,0,NA
527006,1.9,Flagstaff,2.00106107,0.000435435,0.949496259
527007,NA,Horsham Downs,4.02540519,0,NA
527008,1.8,Rototuna,1.48613851,0.000412518,1.211192623
527009,4.75,Huntington,3.73848894,0.001088588,1.270566819
527111,0.1,Whitikahu,304.392801,2.29E-05,0.000328523
527112,1,Taupiri Community,1.7310273,0.000229176,0.57769164
527122,0.4,Gordonton,42.8809816,9.17E-05,0.009328145
527123,0.2,Kainui,109.206997,4.58E-05,0.001831384
527124,0.1,Newstead,8.22565254,2.29E-05,0.01215709
527125,NA,Eureka,122.157054,0,NA
527131,0.5,Tamahere-Tauwhare,130.004352,0.000114588,0.003846025
527133,0.9,Hautapu,48.9409771,0.000206259,0.018389498
527134,NA,Swayne,1.26007544,0,NA
527210,0.3,Waerenga,458.014068,6.88E-05,0.000655002
527221,1,Maramarua,267.092421,0.000229176,0.003744022
527222,0.7,Meremere,0.56947246,0.000160424,1.229207818
527401,0.9,Huntly West,7.33442427,0.000206259,0.122709018
527402,7.6,Huntly East,39.8768872,0.001741741,0.190586591
527501,1.6,Cambridge North,1.81152856,0.000366682,0.883232004
527502,2.4,Cambridge West,2.39911543,0.000550023,1.000368707
527503,11.8,Cambridge Central,2.535572,0.002704282,4.653782263
527504,4.1,Leamington West,3.92630128,0.000939623,1.044239784
527505,1.4,Leamington East,2.89251788,0.000320847,0.48400738
527600,0.4,Ohaupo,1.88769137,9.17E-05,0.211899046
527700,3.3,Kihikihi,2.104412,0.000756282,1.568133997
527810,NA,Peacocke,7.5412718,0,NA
527820,0.7,Temple View,4.22159788,0.000160424,0.165813993
527912,0.7,Te Kowhai,34.1949476,0.000160424,0.02047086
527913,0.8,Whatawhata,58.1302698,0.000183341,0.013762193
527914,0.4,Ngahinapouri,132.917835,9.17E-05,0.003009378
527915,0.3,Lake Cameron,36.8420441,6.88E-05,0.008142871
527916,NA,Horotiu,14.1863192,0,NA
527917,NA,Te Rapa North,3.88346651,0,NA
527921,0.1,Te Rore,38.5777054,2.29E-05,0.002592171
527922,1.5,Pirongia,28.9631933,0.000343765,0.051789869
527923,NA,Pokuru,57.3615894,0,NA
527924,NA,Lake Ngaroto,38.1112556,0,NA
527925,NA,Tokanui,23.7045267,0,NA
527931,1,Pukerimu,19.4205202,0.000229176,0.051491927
527932,0.7,Kaipaki,52.6047473,0.000160424,0.013306784
527934,1.2,Rotoorangi,229.982291,0.000275012,0.005217793
527935,0.25,Te Rahu,37.5777511,5.73E-05,0.006652873
527936,0.7,Kihikihi Flat,18.3210219,0.000160424,0.038207476
527937,NA,Allen Road,11.6036731,0,NA
528000,0.4,Rotongata,211.525262,9.17E-05,0.001891027
528200,7.6,Ngaruawahia,7.59099844,0.001741741,1.00118582
528310,5.6,Bryant,2.89746683,0.001283388,1.932722729
528320,NA,Pukete,1.09168473,0,NA
528402,1,Pukete West,0.8393171,0.000229176,1.191444807
528403,17.35,Te Rapa,6.0026077,0.003976211,2.890410446
528405,NA,Burbush,6.37369522,0,NA
528406,NA,Rotokauri,4.32443217,0,NA
528501,5.8,Nawton,1.72613078,0.001329223,3.360116202
528503,NA,Crawshaw,0.836626,0,NA
528504,1.7,Grandview,0.91742432,0.0003896,1.853013881
528505,NA,Brymer,0.99754797,0,NA
528601,3.7,Dinsdale North,1.46412166,0.000847953,2.527112399
528602,3.3,Dinsdale South,1.56465885,0.000756282,2.109085952
528700,2.2,Beerescourt,1.41470128,0.000504188,1.555098614
528800,4.4,Maeroa,1.4141515,0.001008376,3.11140638
528900,13.75,Frankton Junction,3.1034499,0.003151176,4.430553237
529000,6,Swarbrick,1.55979289,0.001375059,3.84666454
529100,2.6,Hamilton Lake,3.58788353,0.000595859,0.724661204
529200,3.3,Melville,1.85268252,0.000756282,1.781201023
529300,2.6,Glenview,2.4335307,0.000595859,1.068406493
529401,1.1,Queenwood,1.85929392,0.000252094,0.591622437
529402,6.9,Chedworth,1.65948492,0.001581318,4.157916662
529501,3.7,Porritt,1.13134305,0.000847953,3.270449224
529502,NA,Insoll,0.76250574,0,NA
529503,0.9,Fairview Downs,1.15272125,0.000206259,0.780761177
529600,1.8,Chartwell,1.59448539,0.000412518,1.128890871
529700,32.65,Hamilton Central,2.69695404,0.007482611,12.10625006
529800,4.8,Clarkin,1.28548223,0.001100047,3.734007276
529900,1.9,Claudelands,1.23563395,0.000435435,1.537672221
530000,9.1,Enderley,1.57668901,0.002085506,5.7715884
530100,5.15,Peachgrove,1.4883987,0.001180259,3.460094395
530200,9.55,Hamilton East,1.58466227,0.002188635,6.026520717
530300,2.7,Naylor,2.35484943,0.000618776,1.146570123
530400,6.6,Bader,1.83296453,0.001512565,3.600724341
530500,6.8,University,1.83937784,0.0015584,3.696902209
530600,1.9,Silverdale,1.10665475,0.000435435,1.716885957
530700,4.8,Hillcrest West,1.13782774,0.001100047,4.218564754
530800,2.3,Riverlea,1.73958861,0.000527106,1.322151678
531001,NA,Te Awamutu West,0.99003846,0,NA
531002,6.7,Te Awamutu Central,2.23906782,0.001535482,2.992316687
531003,2.9,Te Awamutu East,3.50629338,0.000664612,0.827084241
531004,7.5,Te Awamutu South,1.8868546,0.001718823,3.974869076
531100,0.5,Kawhia Community,0.91837262,0.000114588,0.544441318
531200,3.3,Otorohanga,3.92684154,0.000756282,0.840370045
531301,NA,Otorohanga Rural West,734.626214,0,NA
531303,NA,Te Kawa,54.826041,0,NA
531304,0.3,Otorohanga Rural East,1204.02553,6.88E-05,0.000249164
531500,0.9,Piopio,1.68240402,0.000206259,0.534948793
531600,0.7,Taharoa,68.4500761,0.000160424,0.010226431
531710,0.2,Mahoenui,733.671951,4.58E-05,0.000272601
531720,0.6,Marokopa,1233.76461,0.000137506,0.000486316
531731,1,Waipa Valley,477.675782,0.000229176,0.00209347
531732,NA,Tiroa,182.329733,0,NA
531800,NA,Mokauiti,831.641607,0,NA
532000,6.25,Te Kuiti,5.57394145,0.001432353,1.121289137
532200,1,Omori,3.38921354,0.000229176,0.295053701
532300,0.3,Owhango,0.92611399,6.88E-05,0.323934206
532400,NA,Ohura,3.24524661,0,NA
532501,0.9,Ngapuke,1285.10534,0.000206259,0.000700332
532502,0.2,Kuratau,452.852571,4.58E-05,0.000441645
532601,3.8,Raurimu,1366.3632,0.000870871,0.002781105
532602,1.9,National Park,0.89185751,0.000435435,2.130385155
532700,0.1,Otangiwai-Heao,1345.66784,2.29E-05,7.43E-05
532901,0.9,Tarrangower,3.17140762,0.000206259,0.283785659
532902,6.6,Taumarunui Central,6.87860817,0.001512565,0.959496433
532903,NA,Sunshine-Hospital Hill,5.15093474,0,NA
532904,1.1,Manunui,5.03951142,0.000252094,0.218275128
533000,6.7,Whitianga,24.6769899,0.001535482,0.271507993
533100,2.9,Coromandel,19.5691815,0.000664612,0.148192197
533200,7.5,Te Rerenga,1079.32026,0.001718823,0.006948818
533300,6.3,Whangamata,7.81041066,0.001443812,0.806615718
533400,2.7,Tairua,5.02443768,0.000618776,0.537373567
533501,6.65,Moanataiari,6.94953938,0.001524023,0.956897952
533502,2.65,Parawai,9.53716907,0.000607318,0.277860231
533602,1.1,Pauanui Beach,5.70559654,0.000252094,0.192793162
533603,1.6,Hikuai,987.269,0.000366682,0.001620632
533604,NA,Te Puru-Thornton Bay,22.1617347,0,NA
533800,1,Ngatea,1.72668804,0.000229176,0.57914341
533901,0.8,Hauraki Plains,503.594177,0.000183341,0.001588581
533902,NA,Turua,90.7079842,0,NA
533903,NA,Kerepehi,7.80742026,0,NA
534100,3.35,Waihi Beach,39.1668958,0.000767741,0.085531415
534200,0.2,Ohinemuri,562.403754,4.58E-05,0.000355616
534300,3.1,Paeroa,12.3780308,0.000710447,0.250443714
534400,4.65,Waihi,10.0751036,0.001065671,0.461533716
534500,0.7,Tahuroa,321.089198,0.000160424,0.00218008
534602,NA,Waitoa,5.86997648,0,NA
534603,0.4,Springdale,434.497387,9.17E-05,0.000920604
534604,0.1,Waihou-Walton,516.058889,2.29E-05,0.000193776
534800,4.3,Te Aroha,11.5886238,0.000985459,0.37105355
534901,1.4,Morrinsville West,3.4580328,0.000320847,0.404854459
534902,2.15,Morrinsville East,4.32259631,0.000492729,0.497386257
535000,0.2,Waharoa,0.5282673,4.58E-05,0.378596214
535100,1.6,Tirau,0.8963875,0.000366682,1.784942338
535211,NA,Mangakaretu,10.2511432,0,NA
535212,NA,Kinleith,19.5517438,0,NA
535220,0.1,Okauia,209.026572,2.29E-05,0.000478408
535231,NA,Te Poi,127.920012,0,NA
535232,0.3,Tapapa,368.115338,6.88E-05,0.000814962
535241,0.6,Karapiro,298.146705,0.000137506,0.002012432
535242,0.9,Hinuera,114.806257,0.000206259,0.007839294
535250,0.2,Arapuni,312.848514,4.58E-05,0.000639287
535261,NA,Lichfield,327.8034,0,NA
535262,0.1,Wawa,762.070754,2.29E-05,0.000131221
535310,0.9,Paraonui,2.02293838,0.000206259,0.444897387
535320,NA,Parkdale,1.18589035,0,NA
535330,NA,Matarawa,1.96215724,0,NA
535340,1.6,Stanley Park,1.15471148,0.000366682,1.385627516
535350,6.8,Tokoroa Central,1.52772577,0.0015584,4.451060611
535360,0.8,Aotea,2.48105303,0.000183341,0.322443733
535370,2.7,Strathmore,1.51422012,0.000618776,1.783096106
535380,0.3,Amisfield,1.31517162,6.88E-05,0.228107112
535501,3.1,Matamata North,2.01398506,0.000710447,1.53923684
535502,1.1,Matamata South,4.27980677,0.000252094,0.25702095
535600,3.65,Putaruru,4.30083125,0.000836494,0.848673149
535700,NA,Athenree,1.87815418,0,NA
535800,6.75,Katikati Community,8.78668732,0.001546941,0.768207602
535900,1.1,Maketu Community,5.15313847,0.000252094,0.213462147
536000,1.2,Omokoroa,7.49500753,0.000275012,0.160106577
536201,2.8,Papamoa Beach East,1.85738542,0.000641694,1.507495413
536202,2.65,Palm Springs,14.9703245,0.000607318,0.177016871
536203,0.6,Doncaster,2.44301493,0.000137506,0.245598172
536400,0.7,Island View-Pios Beach,2.62425229,0.000160424,0.266742646
536503,2.1,Te Puna,17.1155475,0.000481271,0.122695462
536505,NA,Matapihi,3.87981619,0,NA
536508,NA,Inlet-Tauranga Harbour,0.03317995,0,NA
536510,NA,Motuopae Island,0.03496553,0,NA
536512,NA,Kairua,8.80904659,0,NA
536513,0.1,Bethlehem East,1.8146902,2.29E-05,0.055105825
536514,5.45,Bethlehem,16.8788722,0.001249012,0.322888872
536515,NA,Pacific View,1.52351483,0,NA
536516,2.2,Palm Beach,2.14342899,0.000504188,1.026392761
536517,3.5,Gravatt,2.8561654,0.000802118,1.225419228
536611,NA,Matakana Island,60.9751066,0,NA
536613,NA,Inlet-Tauranga Harbour North,0.69648316,0,NA
536614,0.2,Tahawai,82.1155764,4.58E-05,0.002435592
536615,1.3,Aongatete,165.44218,0.000297929,0.00785773
536620,2.3,Minden,197.975466,0.000527106,0.011617601
536630,2.7,Kaimai,527.799907,0.000618776,0.005115575
536641,NA,Ohauiti-Ngapeke,20.1595529,0,NA
536642,0.3,Upper Papamoa,180.171477,6.88E-05,0.00166508
536651,2.2,Paengaroa,12.8003699,0.000504188,0.171870033
536653,0.9,Rangiuru,209.842258,0.000206259,0.004288936
536654,1,Pongakawa,385.338928,0.000229176,0.002595118
536810,14.75,Mt Maunganui North,2.71586663,0.003380353,5.431047253
536821,12.15,Omanu,8.72997391,0.002784494,1.391756737
536831,8.3,Arataki,3.21314126,0.001902165,2.583141956
536832,1.4,Te Maunga,4.86440337,0.000320847,0.28780508
537000,0.9,Matua,2.44441894,0.000206259,0.36818566
537100,1.85,Bellevue,1.71526968,0.000423976,1.078547602
537201,3.25,Otumoetai North,1.72053714,0.000744823,1.888944984
537202,2.8,Otumoetai South,1.6001398,0.000641694,1.749847107
537301,1.95,Brookfield,2.3086431,0.000446894,0.844651995
537302,0.5,Te Reti,1.71860947,0.000114588,0.290932878
537400,2.5,Judea,1.20911094,0.000572941,2.067634919
537500,3.6,Gate Pa,1.87048894,0.000825035,1.924630466
537601,8.2,Greerton,4.32133885,0.001879247,1.897560058
537602,1.3,Pyes Pa,9.96657054,0.000297929,0.130436041
537700,2,Yatton Park,0.99259395,0.000458353,2.014922618
537800,0.4,Poike,1.29846408,9.17E-05,0.308056269
537900,1.7,Hairini,6.09710737,0.0003896,0.278820742
538000,2.5,Maungatapu,1.66167708,0.000572941,1.504504112
538101,2.75,Tauranga Hospital,1.65510742,0.000630235,1.661523577
538102,7.6,Tauranga South,2.37211168,0.001741741,3.20389637
538201,21.6,Tauranga Central,2.08903645,0.004950211,10.33969513
538202,2,Sulphur Point,1.22589675,0.000458353,1.631458767
538301,0.7,Kaitemako,3.74386253,0.000160424,0.186972677
538302,0.05,Welcome Bay West,1.93804024,1.15E-05,0.025799258
538303,1.4,Welcome Bay East,5.97529933,0.000320847,0.234297886
538501,0.95,Te Puke West,9.47754994,0.000217718,0.100236876
538502,9.9,Te Puke East,6.84598788,0.002268847,1.446102473
538601,2.3,Ngongotaha North,6.64115042,0.000527106,0.346325539
538602,NA,Ngongotaha South,8.01758503,0,NA
538721,NA,Poets Corner,0.09401909,0,NA
538722,2.8,Ngapuna,12.1734058,0.000641694,0.230009584
538731,1.1,Owhata South,0.23399159,0.000252094,4.701023656
538732,1.6,Lynmore,6.64571123,0.000366682,0.240756775
538741,2.8,Owhata West,5.50291175,0.000641694,0.508821534
538742,0.5,Owhata East,19.594408,0.000114588,0.025517484
538811,0.95,Hamurana,210.676513,0.000217718,0.004509283
538812,NA,Inland Water-Lake Rotorua,81.0437357,0,NA
538820,1.9,Tikitere,531.773588,0.000435435,0.003572949
538831,1.4,Kaingaroa Forest,11.2853074,0.000320847,0.124055105
538832,0.3,Tarawera,508.345628,6.88E-05,0.00059015
538841,1.3,Golden Springs,443.304499,0.000297929,0.002932522
538842,0.3,Reporoa,55.49477,6.88E-05,0.005405915
538850,0.1,Ngakuru,446.353634,2.29E-05,0.000224038
538861,NA,Arahiwi,62.8198585,0,NA
538863,NA,Waiwhero,174.685312,0,NA
538864,NA,Mamaku,2.68434445,0,NA
539000,1,Selwyn Heights,0.89658736,0.000229176,1.115340283
539100,1.7,Western Heights,2.23807026,0.0003896,0.759582945
539200,2.5,Fairy Springs,1.88216762,0.000572941,1.328255769
539310,NA,Pukehangi North,1.00183262,0,NA
539320,1.5,Pukehangi South,1.80497114,0.000343765,0.831038218
539400,0.8,Mangakakahi,2.43007181,0.000183341,0.329208378
539500,1.4,Sunnybrook,1.48412536,0.000320847,0.94331654
539600,0.7,Fordlands,0.77479882,0.000160424,0.903460333
539700,0.2,Utuhina,0.67137597,4.58E-05,0.297895678
539800,0.8,Pomare,1.36808747,0.000183341,0.584757932
539900,2.6,Hillcrest,0.77447931,0.000595859,3.3570942
540000,1.2,Springfield,3.46798543,0.000275012,0.346022215
540100,0.5,Kawaha Point,1.03150776,0.000114588,0.484727328
540200,2.5,Koutu,1.11003446,0.000572941,2.252182333
540300,0.2,Ohinemutu,0.19648994,4.58E-05,1.017863815
540410,12.6,Kuirau,2.48737171,0.002887623,5.065587885
540420,7.4,Victoria,1.6633862,0.001695906,4.448756398
540510,0.7,Glenholme East,0.86482081,0.000160424,0.80941623
540520,1.3,Glenholme West,0.85553226,0.000297929,1.519521894
540600,1.3,Fenton,1.35404297,0.000297929,0.960087699
540700,1.2,Whaka,2.01727965,0.000275012,0.594860509
540900,0.9,Mangakino,3.90152147,0.000206259,0.230679238
541000,4.8,Turangi,9.72034156,0.001100047,0.493809808
541311,0.4,Acacia Bay,7.15968303,9.17E-05,0.055868395
541312,0.8,Wairakei-Aratiatia,69.898876,0.000183341,0.011445105
541313,0.5,Maunganamu,19.4652246,0.000114588,0.025686834
541315,NA,Taupo East,7.28999206,0,NA
541316,NA,Wharewaka,3.20360361,0,NA
541317,0.1,Rangatira Park,2.04007853,2.29E-05,0.049017721
541318,NA,Rangatira,3.83102895,0,NA
541319,0.2,Lakewood,2.74779174,4.58E-05,0.07278572
541320,1.7,Marotiri,1004.32669,0.0003896,0.001692676
541333,0.8,Kinloch,5.60850597,0.000183341,0.142640483
541334,NA,Tatua,226.023093,0,NA
541335,0.4,Oruanui,448.958291,9.17E-05,0.000890951
541342,NA,Rangitaiki,996.24538,0,NA
541344,NA,Broadlands,637.84007,0,NA
541345,NA,Waitahanui,14.7177964,0,NA
541346,0.9,Tongariro,515.431496,0.000206259,0.00174611
541347,0.3,Motuoapa,3.33616652,6.88E-05,0.089923569
541348,NA,Tokaanu,34.2060712,0,NA
541501,NA,Rangipo,1027.67013,0,NA
541502,NA,Te More,47.9227816,0,NA
541503,0.1,Taharua,491.42312,2.29E-05,0.000203491
541710,0.3,Nukuhau,0.89168991,6.88E-05,0.336439828
541720,13.15,Taupo Central,2.93148132,0.00301367,4.485786728
541730,2.6,Tauhara,5.33735724,0.000595859,0.487132467
541740,1.15,Hilltop,3.13844581,0.000263553,0.366423405
541750,0.6,Waipahihi,2.55641573,0.000137506,0.23470361
541760,0.8,Richmond Heights,2.08132236,0.000183341,0.384371021
541900,1.85,Ohope,6.33231471,0.000423976,0.292152252
542000,1.9,Matata,0.7542934,0.000435435,2.518913728
542100,0.9,Taneatua,0.68621936,0.000206259,1.311533968
542200,3.9,Edgecumbe,1.86923056,0.000893788,2.086419987
542300,1.2,Te Teko,4.02231027,0.000275012,0.298336011
542410,10,Whakatane North,2.40172282,0.002291765,4.163677805
542421,NA,Coastlands,4.25694557,0,NA
542422,0.8,Whakatane West,1.8406555,0.000183341,0.434627773
542430,3.05,Trident,1.82995054,0.000698988,1.666711713
542440,2,Allandale-Mokorua,3.40680809,0.000458353,0.587059778
542511,0.7,Orini,10.7063177,0.000160424,0.065381957
542514,0.3,Maraetotara,27.6282878,6.88E-05,0.010858436
542520,0.1,Poroporo,18.90631,2.29E-05,0.005289239
542530,0.9,Otakiri,480.027021,0.000206259,0.001874894
542540,1,Rotoma,337.922064,0.000229176,0.002959262
542550,0.9,Matahina-Minginui,2039.30043,0.000206259,0.000441328
542561,0.2,Waimana,55.7830943,4.58E-05,0.003585316
542562,NA,Urewera,1445.25787,0,NA
542600,5.2,Kawerau,23.6313194,0.001191718,0.22004696
542700,2.5,Murupara,5.96878795,0.000572941,0.418845504
542800,6.25,Opotiki,4.97757241,0.001432353,1.255632161
542901,NA,Te Kaha,16.1736396,0,NA
542903,1.5,Cape Runaway,1552.34865,0.000343765,0.000966278
542904,NA,Oponae,1255.44974,0,NA
542906,NA,Waiotahi,259.388962,0,NA
543301,2.5,East Cape,2797.71313,0.000572941,0.000893587
543302,1.8,Ruatoria,21.5872631,0.000412518,0.083382502
543303,2.1,Tokomaru Bay,10.1140929,0.000481271,0.207631077
543601,0.2,Tarndale-Rakauroa,2652.87335,4.58E-05,7.54E-05
543602,1.1,Te Karaka,2.91357987,0.000252094,0.377542422
543800,0.1,Patutahi,5.44305053,2.29E-05,0.018372051
543901,0.3,Makaraka,20.2966053,6.88E-05,0.014780797
543902,NA,Matokitoki,23.1209392,0,NA
543903,0.6,Wainui,14.2542691,0.000137506,0.042092653
544001,0.3,Wharekaka,1292.63462,6.88E-05,0.000232084
544002,0.6,Tiniroto,1457.25559,0.000137506,0.000411733
544003,0.2,Manutuke,30.6281746,4.58E-05,0.006529935
544004,1.7,Tolaga Bay,28.9249215,0.0003896,0.058772847
544200,1.7,Mangapapa,3.1221464,0.0003896,0.544497209
544300,6,Te Hapara,2.69213329,0.001375059,2.2287158
544400,1.6,Gisborne Airport,5.2246033,0.000366682,0.306243347
544500,2.35,Whataupoko,3.33434429,0.000538565,0.704786247
544600,8.75,Gisborne Central,3.44881746,0.002005294,2.537101514
544701,0.8,Kaiti North,1.3280797,0.000183341,0.602373487
544702,0.7,Outer Kaiti,1.45396602,0.000160424,0.481441788
544801,3.2,Kaiti South,3.85200584,0.000733365,0.83073602
544802,1.6,Tamarau,1.12886063,0.000366682,1.417358315
544900,1.3,Riverdale,2.01568469,0.000297929,0.644942141
545201,NA,Tuai,28.9783543,0,NA
545202,NA,Frasertown,8.57883168,0,NA
545204,NA,Ruakituri-Morere,1551.84476,0,NA
545205,NA,Maungataniwha,1418.06271,0,NA
545206,NA,Inland Water-Lake Waikaremoana,53.1440067,0,NA
545301,0.2,Raupunga,633.852507,4.58E-05,0.000315531
545302,NA,Whakaki,180.462669,0,NA
545303,NA,Nuhaka,24.3709633,0,NA
545304,0.1,Mahia,222.665693,2.29E-05,0.000449104
545500,2.25,Wairoa,6.63051765,0.000515647,0.339340021
545611,1.6,Bay View,29.2340309,0.000366682,0.054730735
545621,0.6,Poraiti,18.580714,0.000137506,0.032291547
545631,0.65,Meeanee,21.0507122,0.000148965,0.030877815
545632,NA,Awatoto,3.50826606,0,NA
545710,5,Twyford,30.3349161,0.001145882,0.164826564
545721,0.95,Karamu,13.2948063,0.000217718,0.071456475
545722,1,Whakatu,10.7498536,0.000229176,0.093024523
545730,2.4,Clive,7.25553898,0.000550023,0.330781766
545740,1.8,Haumoana,25.0301974,0.000412518,0.071913136
545750,1,Brookvale,13.6135229,0.000229176,0.073456372
545761,3.1,Irongate,8.83953977,0.000710447,0.350696991
545762,0.3,Longlands South,10.5970311,6.88E-05,0.028309816
545811,0.2,Tangoio,310.452554,4.58E-05,0.000644221
545812,0.1,Eskdale,26.0814374,2.29E-05,0.003834145
545821,0.8,Sherenden-Puketapu,659.673082,0.000183341,0.001212722
545822,NA,Omahu,12.1950788,0,NA
545831,NA,Waiohiki,8.42236781,0,NA
545832,0.7,Pakowhai,25.5995994,0.000160424,0.027344178
545841,0.6,Maraekakaho,366.298745,0.000137506,0.001638007
545842,1.3,Bridge Pa,27.142901,0.000297929,0.047894659
545851,0.5,Poukawa,356.555101,0.000114588,0.001402308
545852,NA,Pakipaki,16.6089157,0,NA
545860,0.7,Waimarama,338.48224,0.000160424,0.002068055
545911,0.1,Tutira,1263.78461,2.29E-05,7.91E-05
545912,NA,Puketitiri,974.600991,0,NA
545913,NA,Whanawhana,672.322192,0,NA
546100,1.2,Westshore,1.04608826,0.000275012,1.14713074
546200,4,Ahuriri,1.09497843,0.000916706,3.653039996
546300,2.2,Onekawa Central,0.67691415,0.000504188,3.25004286
546400,5.75,Onekawa West,3.70347175,0.001317765,1.552597235
546500,0.9,Onekawa South,1.70750303,0.000206259,0.527085448
546600,3.15,Marewa,2.19483255,0.000721906,1.435189213
546700,2.3,Maraenui,1.0522528,0.000527106,2.185786533
546801,2,Hospital Hill,1.57178089,0.000458353,1.272441988
546802,5.7,Bluff Hill,1.99397908,0.001306306,2.858605718
546901,8.7,Nelson Park,1.40663197,0.001993835,6.184986681
546902,1,Mclean Park,1.07881371,0.000229176,0.926944097
547001,1.2,Tamatea North,0.96963882,0.000275012,1.237574213
547002,NA,Tamatea South,0.95492239,0,NA
547100,3.3,Greenmeadows,3.26413811,0.000756282,1.010986634
547200,5.5,Taradale North,2.31790931,0.00126047,2.372827952
547300,1.6,Taradale South,6.79224736,0.000366682,0.235562681
547400,2.6,Pirimai,1.29014663,0.000595859,2.015274806
547600,1.7,Mahora,1.54971726,0.0003896,1.096974296
547700,2.9,St Leonards,1.23244765,0.000664612,2.353041121
547800,1.7,Frimley,1.6338529,0.0003896,1.040485346
547900,1.8,Raureka,1.93642351,0.000412518,0.929548723
548000,3.15,Mayfair,1.59588011,0.000721906,1.973832483
548100,1.85,Parkvale,1.39082498,0.000423976,1.330145796
548200,12.2,Hastings Central,2.31409662,0.002795953,5.272035703
548300,1.2,Akina,1.74426724,0.000275012,0.687967974
548400,0.2,Woolwich,0.78404587,4.58E-05,0.255087116
548500,0.9,Camberley,1.10259277,0.000206259,0.816257846
548611,0.3,Kingsley-Chatham,2.16364938,6.88E-05,0.138654628
548612,1.1,Lochain,1.00216422,0.000252094,1.097624499
